Name,Filing Date,Word Length_category,c1,c2,c3,c4,ticker
WILLIAMS SCOTSMAN INTERNATIONAL INC,9/20/05,290,0,5.517241379,0,1.724137931,WLSC
NEXITY FINANCIAL CORP,9/21/05,87,0,1.149425287,2.298850575,1.149425287,NXTY
"IKANOS COMMUNICATIONS, INC.",9/22/05,137,2.189781022,4.379562044,0.729927007,1.459854015,IKAN
EVERI HOLDINGS INC.,9/23/05,213,1.408450704,1.408450704,0.469483568,1.408450704,GCA
NORTH POINTE HOLDINGS CORP,9/23/05,81,0,4.938271605,0,1.234567901,NPTE
TRX INC/GA,9/27/05,85,2.352941176,3.529411765,1.176470588,2.352941176,TRXI
"HORIZON LINES, INC.",9/28/05,375,0,2.4,0,0,HRZ
ITURAN LOCATION & CONTROL LTD.,9/28/05,66,3.03030303,3.03030303,1.515151515,1.515151515,ITRN
AVALON PHARMACEUTICALS INC,9/29/05,306,0.980392157,1.633986928,0.326797386,2.287581699,AVRX
"CARIBOU COFFEE COMPANY, INC.",9/29/05,155,0,2.580645161,0,2.580645161,CBOU
GENOMIC HEALTH INC,9/29/05,187,1.069518717,1.604278075,0.534759358,3.743315508,GHDX
GLOBAL PARTNERS LP,9/29/05,333,0.3003003,5.105105105,0,1.801801802,GLP
TALEO CORP,9/29/05,154,2.597402597,7.142857143,0.649350649,2.597402597,TLEO
"STATE NATIONAL BANCSHARES, INC.",9/30/05,45,2.222222222,2.222222222,0,0,SNBI
CIMPRESS N.V.,9/30/05,203,2.955665025,4.433497537,0,6.896551724,VPRT
WEBMD HEALTH CORP.,9/30/05,266,2.631578947,2.255639098,0.751879699,1.879699248,WBMD
GUARANTY BANCORP,10/4/05,36,0,8.333333333,0,0,CBHI
AMERICAN COMMERCIAL LINES INC.,10/7/05,203,0,5.418719212,0,0.492610837,ACLI
STEALTHGAS INC.,10/7/05,252,3.174603175,4.365079365,0,1.587301587,GASS
"DHT HOLDINGS, INC.",10/13/05,149,1.342281879,2.013422819,0,0.67114094,DHT
"TAL INTERNATIONAL GROUP, INC.",10/13/05,151,1.324503311,2.649006623,0,2.649006623,TAL
"POKERTEK, INC.",10/14/05,182,0,1.098901099,0,0.549450549,PTEK
CBOT HOLDINGS  INC,10/19/05,139,2.158273381,2.158273381,0.71942446,1.438848921,BOT
ATS CORP,10/20/05,843,0.237247924,2.491103203,0,0.237247924,FDSAU
"NCI, INC.",10/21/05,191,1.570680628,5.235602094,0,1.570680628,NCIT
CHEM RX CORP,10/24/05,792,0,3.156565657,0,0.252525253,PMQCU
KEY HOSPITALITY ACQUISITION CORP,10/25/05,1038,0.096339114,2.697495183,0,0.289017341,KHPAU
PLATINUM ENERGY RESOURCES INC,10/26/05,1140,0.175438596,2.631578947,0,0.438596491,PGRIU
"TH MERGER COMPANY, LLC",10/27/05,415,1.445783133,3.855421687,0.240963855,0.963855422,CSA
"HERCULES OFFSHORE, INC.",10/27/05,234,1.709401709,6.41025641,0,0.854700855,HERO
SAJAN INC,10/27/05,349,0,2.578796562,0.859598854,0.573065903,MATH
ACCENTIA BIOPHARMACEUTICALS INC,10/28/05,286,0.699300699,2.447552448,0.34965035,1.048951049,ABPI
"STRATA SKIN SCIENCES, INC.",10/28/05,156,1.282051282,3.205128205,0.641025641,1.282051282,MELA
"NXSTAGE MEDICAL, INC.",10/28/05,124,0,2.419354839,0,2.419354839,NXTM
"CBEYOND, INC.",11/2/05,201,0.995024876,3.980099502,0,4.47761194,CBEY
"WEB.COM GROUP, INC.",11/2/05,147,2.040816327,2.040816327,0,1.360544218,WSPI
"NEWKIRK REALTY TRUST, INC.",11/3/05,160,1.25,6.25,0,0.625,NKT
"BOARDWALK PIPELINE PARTNERS, LP",11/9/05,170,1.176470588,5.294117647,0,2.941176471,BWP
"EPIRUS BIOPHARMACEUTICALS, INC.",11/9/05,320,0.625,1.25,0,3.75,CRXX
IROBOT CORP,11/9/05,93,2.150537634,3.225806452,0,4.301075269,IRBT
SAIFUN SEMICONDUCTORS LTD.,11/10/05,110,1.818181818,1.818181818,0.909090909,1.818181818,SFUN
"CLEAR CHANNEL OUTDOOR HOLDINGS, INC.",11/14/05,162,0,3.086419753,0,0,CCO
COLD SPRING CAPITAL INC.,11/14/05,1085,0.184331797,2.488479263,0,0.092165899,CDS.U
IHS INC.,11/14/05,16,0,0,0,0,IHS
VIMICRO INTERNATIONAL CORP,11/15/05,202,0.99009901,2.475247525,0.99009901,0.99009901,VIMC
"INTERCONTINENTAL EXCHANGE HOLDINGS, INC.",11/16/05,186,1.075268817,2.150537634,0.537634409,3.225806452,ICE
SUNPOWER CORP,11/17/05,168,0.595238095,2.380952381,1.19047619,2.976190476,SPWR
AMERISAFE INC,11/18/05,83,0,1.204819277,1.204819277,0,AMSF
"UNDER ARMOUR, INC.",11/18/05,206,0.970873786,3.883495146,0,4.854368932,UARM
DOVER SADDLERY INC,11/21/05,143,2.097902098,5.594405594,2.797202797,4.895104895,DOVR
TRONOX INC,11/22/05,124,0,3.225806452,0,3.225806452,TRX
"MAGYAR BANCORP, INC.",11/22/05,115,2.608695652,5.217391304,0,0.869565217,
BROOKDALE SENIOR LIVING INC.,11/23/05,437,0.686498856,8.009153318,0.228832952,1.830663616,BKD
UNION DRILLING INC,11/23/05,117,3.418803419,5.128205128,0,3.418803419,UDRL
"ACTIONS SEMICONDUCTOR CO., LTD.",11/30/05,189,2.116402116,1.587301587,0.529100529,1.058201058,ACTS
"DCP MIDSTREAM, LP",12/2/05,367,0,7.901907357,0.272479564,2.179836512,DPM
"VOCUS, INC.",12/7/05,226,0.884955752,3.097345133,0.884955752,2.212389381,VOCS
IGATE COMPUTER SYSTEMS LTD,12/8/05,156,0,3.846153846,0,5.128205128,PTI
CYNOSURE INC,12/9/05,137,0.729927007,0.729927007,0.729927007,2.189781022,CYNO
INVESCO CURRENCYSHARES EURO TRUST,12/9/05,39,0,2.564102564,0,0,FXE
"WIDERTHAN CO., LTD.",12/9/05,166,1.204819277,4.21686747,0.602409639,3.012048193,WTHN
BASIC ENERGY SERVICES INC,12/9/05,267,1.872659176,6.367041199,0,2.996254682,
CAPITALSOUTH BANCORP,12/13/05,296,0.337837838,3.716216216,1.013513514,2.702702703,CAPB
"DEALERTRACK TECHNOLOGIES, INC",12/13/05,232,1.293103448,4.74137931,0,6.465517241,TRAK
SCOPUS VIDEO NETWORKS LTD.,12/14/05,130,2.307692308,5.384615385,0.769230769,1.538461538,SCOP
"SUNTECH POWER HOLDINGS CO., LTD.",12/14/05,142,0.704225352,1.408450704,1.408450704,2.112676056,STP
"COPA HOLDINGS, S.A.",12/15/05,9,0,0,0,0,CPA
"PERNIX SLEEP, INC.",12/15/05,269,0.743494424,1.115241636,0.743494424,2.230483271,SOMX
CAROLINA NATIONAL CORP,12/16/05,154,0.649350649,2.597402597,0.649350649,1.298701299,CNCP
"DEI HOLDINGS, INC.",12/16/05,119,0,0.840336134,0,0,DEIX
"AMERICAN APPAREL, INC",12/16/05,977,0,2.456499488,0,0.204708291,EDA-U
REPUBLIC PROPERTY TRUST,12/16/05,273,1.465201465,13.91941392,0,0,RPB
STAR MARITIME ACQUISITION CORP.,12/16/05,1038,0.192678227,2.504816956,0,0.192678227,SEAU
SPANSION INC.,12/16/05,764,0,4.712041885,0.130890052,1.178010471,SPSN
"BOULDER BRANDS, INC.",12/19/05,1651,0,2.119927317,0,0.181708056,
EMERGENCY MEDICAL SERVICES L.P.,12/20/05,175,0.571428571,5.714285714,1.142857143,5.714285714,EMS
"MAJESTIC CAPITAL, LTD.",12/21/05,125,0,4.8,0,4,CRMH
"PIXELPLUS CO., LTD.",12/21/05,186,0,3.225806452,1.075268817,3.76344086,PXPL
"ROAN RESOURCES, INC.",1/13/06,260,0.384615385,6.538461538,0.384615385,2.307692308,
CNX GAS CORP,1/19/06,18,0,0,0,0,CXG
"WESTERN REFINING, INC.",1/19/06,111,0.900900901,7.207207207,0,2.702702703,WNR
"AMERICAN RAILCAR INDUSTRIES, INC.",1/20/06,596,0,2.852348993,0,1.342281879,ARII
"ARGYLE SECURITY, INC.",1/25/06,900,0.111111111,2.555555556,0,0.111111111,ARGLU
ALTUS PHARMACEUTICALS INC.,1/26/06,241,0.414937759,1.244813278,0.414937759,3.319502075,ALTU
"CALUMET SPECIALTY PRODUCTS PARTNERS, L.P.",1/26/06,244,0,6.967213115,0,5.327868852,CLMT
CHIPOTLE MEXICAN GRILL INC,1/26/06,144,0,1.388888889,0.694444444,2.083333333,CMG
BIGSTRING CORP,1/27/06,17,0,0,0,0,BSGC
"FORTUNET, INC.",1/31/06,194,2.06185567,2.06185567,3.092783505,2.06185567,FNET
"H&E EQUIPMENT SERVICES, INC.",1/31/06,614,2.442996743,3.42019544,0,3.745928339,HEES
PERION NETWORK LTD.,1/31/06,411,1.216545012,1.703163017,1.703163017,2.919708029,MAIL
REGENCY ENERGY PARTNERS LP,1/31/06,226,0,5.309734513,0,2.212389381,RGNC
"SGX PHARMACEUTICALS, INC.",2/1/06,400,0.5,2.75,0.25,2.75,SGXP
"ORCHARD ENTERPRISES, INC.",2/2/06,248,2.822580645,1.612903226,0.806451613,1.209677419,DMGI
"INTERCELL USA, INC.",2/2/06,220,0,1.818181818,0.454545455,2.272727273,IOMI
KOPPERS HOLDINGS INC.,2/2/06,56,0,3.571428571,0,0,KOP
AMERICAN TELECOM SERVICES INC,2/2/06,668,0.598802395,2.245508982,0,3.143712575,TES
"THOMAS WEISEL PARTNERS GROUP, INC.",2/2/06,76,1.315789474,1.315789474,0,2.631578947,TWPG
TERNIUM S.A.,2/2/06,125,0.8,4,0,2.4,TX
VALERA PHARMACEUTICALS INC,2/2/06,289,1.038062284,0.346020761,0.346020761,3.806228374,VLRX
DEX LIQUIDATING CO.,2/3/06,164,1.219512195,2.43902439,0,2.43902439,CRDC
ENERGY TRANSFER LP,2/3/06,327,0.305810398,3.669724771,0.611620795,0.917431193,ETE
"SMART MODULAR TECHNOLOGIES (WWH), INC.",2/3/06,182,0.549450549,3.296703297,0.549450549,2.197802198,SMOD
COINMACH SERVICE CORP,2/6/06,419,0.477326969,3.579952267,0,0.477326969,DRA
"HEALTHSPRING, INC.",2/6/06,146,0,4.794520548,0,0.684931507,HS
EXANTAS CAPITAL CORP.,2/7/06,162,0.617283951,8.641975309,0,0,RSO
"CROCS, INC.",2/8/06,427,0.702576112,4.215456674,0.234192037,3.044496487,CROX
MORTONS RESTAURANT GROUP INC,2/9/06,625,0,4.64,0,0.96,MRT
NIGHTHAWK RADIOLOGY HOLDINGS INC,2/9/06,193,1.03626943,5.18134715,0.518134715,1.03626943,NHWK
NTELOS HOLDINGS CORP.,2/9/06,312,0,4.807692308,0,0,NTLS
EXCO RESOURCES INC,2/9/06,479,0.417536534,5.010438413,0,1.670146138,XCO
ACORDA THERAPEUTICS INC,2/10/06,356,0.842696629,1.123595506,0.842696629,2.528089888,ACOR
MAGELLAN MIDSTREAM HOLDINGS LP,2/10/06,73,0,2.739726027,0,1.369863014,MGG
AMCOMP INC /FL,2/13/06,67,0,1.492537313,0,0,AMCP
"NBL TEXAS, LLC",2/13/06,17,0,0,0,0,ROSE
MORGANS HOTEL GROUP CO.,2/14/06,415,0,8.192771084,0,0,MHGC
"VIVID LEARNING SYSTEMS, INC.",2/14/06,16,0,0,0,0,
CLARK HOLDINGS INC.,2/16/06,1417,0.211714891,2.681721948,0,0.211714891,GLA-U
SPARK NETWORKS INC,2/16/06,75,0,4,0,0,LOV
"LAKE SHORE BANCORP, INC.",2/21/06,178,1.123595506,6.179775281,0,0.561797753,LSBK
LIQUIDITY SERVICES INC,2/23/06,216,3.703703704,4.166666667,0.462962963,2.314814815,LQDT
KYN CAPITAL GROUP INC,2/24/06,10,0,0,0,0,NTYN
PACIFIC AIRPORT GROUP,2/24/06,29,0,0,0,0,PAC
"GRUBB & ELLIS REALTY ADVISORS, INC.",2/28/06,1216,0.986842105,2.631578947,0,0.328947368,GAV'U
"INDIA GLOBALIZATION CAPITAL, INC.",3/3/06,1125,0.266666667,3.644444444,0,0.355555556,IGC-U
ORACLE HEALTHCARE ACQUISITION CORP.,3/3/06,1177,0.339847069,2.718776551,0,0.254885302,OHAQU
ALEXZA PHARMACEUTICALS INC.,3/8/06,273,0.366300366,1.831501832,0.366300366,2.564102564,ALXA
"EAGLE TEST SYSTEMS, INC.",3/9/06,184,1.630434783,4.891304348,0,0,EGLT
"UAN CULTURAL & CREATIVE CO., LTD.",3/10/06,847,0.118063754,2.12514758,0,0.354191263,GHBAU
TRANSDIGM GROUP INC,3/15/06,21,0,0,0,0,TDG
TOWER US HOLDINGS INC.,3/16/06,1236,0.404530744,2.265372168,0,0.242718447,AQR-U
PET DRX CORP,3/17/06,1579,0.126662445,3.673210893,0,0.126662445,EHHAU
NEXTEST SYSTEMS CORP,3/22/06,182,1.098901099,2.747252747,1.098901099,3.296703297,NEXT
EFUTURE HOLDING INC.,3/23/06,209,1.435406699,1.913875598,0,1.435406699,EFUT
"NORTH AMERICAN INSURANCE LEADERS, INC.",3/23/06,1128,0.177304965,2.925531915,0,0.443262411,NAO
MACRO BANK INC.,3/24/06,81,1.234567901,1.234567901,0,1.234567901,BMA
CLAYTON HOLDINGS INC,3/24/06,256,0.390625,6.25,0,1.5625,CLAY
"GLOBAL TRAFFIC NETWORK, INC.",3/24/06,300,1,2.666666667,0.666666667,2.666666667,GNET
TIM HORTONS INC.,3/24/06,98,0,6.12244898,0,3.06122449,THI
CHINA GRENTECH CORP LTD,3/31/06,195,0,1.538461538,1.538461538,2.051282051,GRRF
"HIMAX TECHNOLOGIES, INC.",3/31/06,151,0,3.311258278,0.662251656,3.311258278,HIMX
PHOENIX INDIA ACQUISITION CORP.,3/31/06,1118,0.178890877,3.220035778,0,0.178890877,PXIAU
VISICU INC,4/5/06,192,1.041666667,1.041666667,1.5625,2.604166667,EICU
GENERAL FINANCE CORP,4/5/06,450,0.222222222,2.444444444,0,0,GFN-U
GOODMAN GLOBAL INC,4/6/06,78,0,0,0,0,GGL
CASTLE BRANDS INC,4/6/06,299,1.003344482,4.682274247,0.668896321,1.003344482,ROX
"OMEGA NAVIGATION ENTERPRISES, INC.",4/7/06,256,0.78125,6.25,0,4.296875,ONAV
SEALY CORP,4/10/06,199,0,3.015075377,0,0,ZZ
ASIA AUTOMOTIVE ACQUISITION CORP.,4/12/06,962,0.103950104,2.910602911,0.103950104,0.207900208,AAACU
"CATALYST BIOSCIENCES, INC.",4/12/06,502,0.199203187,0.796812749,0.597609562,2.19123506,TRGT
VANDA PHARMACEUTICALS INC.,4/13/06,250,1.6,1.2,1.2,4,VNDA
SOUTHPEAK INTERACTIVE CORP,4/20/06,693,0.144300144,2.308802309,0,0.144300144,GSPAU
"SUPERIOR ENERGY SERVICES-NORTH AMERICA SERVICES, INC",4/21/06,215,0.465116279,7.906976744,0,3.720930233,CPX
"OMRIX BIOPHARMACEUTICALS, INC.",4/21/06,239,0.836820084,2.928870293,0.418410042,5.439330544,OMRI
"O2 SECURE WIRELESS, INC.",4/21/06,20,0,0,0,0,OTOW
SHANGHAI CENTURY ACQUISITION CORP,4/25/06,851,0.117508813,2.937720329,0,0.470035253,SHA-U
COREL CORP,4/26/06,418,1.913875598,6.937799043,0,2.631578947,CREL
AMERICAN MOLD GUARD INC,4/27/06,932,0,3.64806867,0.214592275,0.965665236,AMGIU
AMERICAN OVERSEAS GROUP LIMITED,4/28/06,63,0,0,0,0,RAMR
"CPI INTERNATIONAL, INC.",5/1/06,141,0,5.673758865,0,2.836879433,CPII
DYNCORP INTERNATIONAL INC.,5/4/06,378,0,2.380952381,0,0,DCP
"DELEK US ENERGY, INC.",5/4/06,220,1.818181818,4.545454545,0,1.363636364,DK
"EASTERN INSURANCE HOLDINGS, INC.",5/5/06,248,0,2.822580645,0,0.403225806,EIHI
"NORTHSTAR NEUROSCIENCE, INC.",5/5/06,158,1.265822785,1.898734177,0,1.265822785,NSTR
SECURITY DEVICES INTERNATIONAL INC.,5/5/06,309,0,1.941747573,1.294498382,1.618122977,SDEV
"ALLIANCE HOLDINGS GP, L.P.",5/10/06,129,0,3.100775194,0.775193798,0,AHGP
COMPASS GROUP DIVERSIFIED HOLDINGS LLC,5/11/06,322,0.621118012,5.900621118,0,0.621118012,CODI
"PARATEK PHARMACEUTICALS, INC.",5/11/06,366,0.546448087,1.639344262,0.273224044,2.18579235,NOVC
KITARA MEDIA CORP.,5/12/06,920,0,3.260869565,0,0.217391304,ASAQU
"BIOMIMETIC THERAPEUTICS, INC.",5/12/06,182,0.549450549,1.648351648,0.549450549,3.296703297,BMTI
"BASIN WATER, INC.",5/12/06,250,0,5.6,0,2,BWTR
"RESTORE MEDICAL, INC.",5/17/06,104,0,1.923076923,0.961538462,1.923076923,REST
BURGER KING HOLDINGS INC,5/18/06,176,0,6.25,0,1.704545455,BKC
EMBARQ CORP,5/18/06,9,0,0,0,0,EQ
PENSON WORLDWIDE INC,5/18/06,377,0.530503979,5.835543767,0.265251989,2.122015915,PNSN
GOLD RESOURCE CORP,5/19/06,202,0.495049505,4.455445545,1.98019802,0.99009901,GORO
DARWIN PROFESSIONAL UNDERWRITERS INC,5/22/06,324,0,0.925925926,0,0,DR
ROMA FINANCIAL CORP,5/23/06,393,0.763358779,4.834605598,0.254452926,0.254452926,ROMA
VONAGE HOLDINGS CORP,5/24/06,183,0.546448087,3.278688525,1.092896175,1.639344262,VG
LIBERTY BANCORP INC,5/25/06,340,0.882352941,2.352941176,0.294117647,1.470588235,LBCP
MASTERCARD INC,5/25/06,221,0,5.882352941,0.452488688,0.452488688,MA
MARINER ENERGY INC,5/26/06,18,0,0,0,0,ME
"MUELLER WATER PRODUCTS, INC.",5/26/06,520,0.192307692,4.807692308,0,0.961538462,MWA
"CTC MEDIA, INC.",6/1/06,155,3.225806452,4.516129032,0.64516129,1.290322581,CTCM
TOWN SPORTS INTERNATIONAL HOLDINGS INC,6/2/06,211,0,1.421800948,0,0.473933649,CLUB
HD PARTNERS ACQUISITION CORP,6/2/06,947,0.105596621,3.379091869,0,0.105596621,HDP.U
"ALPHATEC HOLDINGS, INC.",6/5/06,402,0.497512438,2.23880597,0.497512438,1.741293532,ATEC
"AFFINITY MEDIA INTERNATIONAL CORP.,",6/6/06,1708,0.117096019,2.107728337,0,0.117096019,AFMI
COMMUNITY BANKERS TRUST CORP,6/6/06,1625,0.615384615,3.569230769,0,0.430769231,BTC.U
LUNA INNOVATIONS INC,6/6/06,365,0.547945205,1.643835616,0,4.383561644,LUNA
"LOOPNET, INC.",6/7/06,146,1.369863014,1.369863014,0.684931507,2.054794521,LOOP
VERIGY LTD.,6/13/06,235,0,4.255319149,0.425531915,1.276595745,VRGY
VERASUN ENERGY CORP,6/14/06,110,0,0.909090909,0,8.181818182,VSE
GOLFSMITH INTERNATIONAL HOLDINGS INC,6/15/06,343,0,2.040816327,0,2.332361516,GOLF
HOUSTON WIRE & CABLE CO,6/15/06,121,0.826446281,7.438016529,0,0.826446281,HWCC
SYNCHRONOSS TECHNOLOGIES INC,6/15/06,145,1.379310345,2.068965517,2.068965517,4.137931034,SNCR
VOLCANO CORP,6/15/06,221,0.904977376,3.167420814,0.904977376,2.714932127,VOLC
TECHWELL INC,6/22/06,183,1.092896175,2.18579235,1.092896175,1.639344262,TWLL
INVESCO CURRENCYSHARES AUSTRALIAN DOLLAR TRUST,6/26/06,40,0,2.5,0,0,FXA
INVESCO CURRENCYSHARES BRITISH POUND STERLING TRUST,6/26/06,41,0,2.43902439,0,0,FXB
INVESCO CURRENCYSHARES CANADIAN DOLLAR TRUST,6/26/06,40,0,2.5,0,0,FXC
INVESCO CURRENCYSHARES SWISS FRANC TRUST,6/26/06,40,0,2.5,0,0,FXF
CURRENCYSHARES MEXICAN PESO TRUST,6/26/06,40,0,2.5,0,0,FXM
INVESCO CURRENCYSHARES SWEDISH KRONA TRUST,6/26/06,40,0,2.5,0,0,FXS
HOME BANCSHARES INC,6/26/06,155,0.64516129,1.935483871,1.290322581,0.64516129,HOMB
"OMNITURE, INC.",6/28/06,225,0.888888889,1.777777778,0.444444444,1.777777778,OMTR
CARDIOVASCULAR SYSTEMS INC,6/28/06,514,0.389105058,1.556420233,0.389105058,4.280155642,RDYN
U.S. HELICOPTER CORP,6/28/06,68,1.470588235,4.411764706,0,2.941176471,
J CREW GROUP INC,6/29/06,270,0,2.222222222,0,0.37037037,JCG
"PGT INNOVATIONS, INC.",6/29/06,277,0,4.332129964,0,4.332129964,PGTI
AVENTINE RENEWABLE ENERGY HOLDINGS INC,6/30/06,167,0.598802395,0,0,3.592814371,AVR
GMARKET INC.,6/30/06,179,0.558659218,2.793296089,0.558659218,2.793296089,GMKT
"ASCENT SOLAR TECHNOLOGIES, INC.",7/11/06,400,0,3.75,0.75,4.5,ASTIU
"ALLIED WORLD ASSURANCE CO HOLDINGS, GMBH",7/13/06,66,0,6.060606061,0,0,AWH
BEVERLY NATIONAL CORP,7/13/06,175,1.714285714,5.714285714,2.285714286,1.714285714,BNV
ISRAEL GROWTH PARTNERS ACQUISITION CORP.,7/13/06,723,0.138312586,2.766251729,0,0.138312586,IGPAU
"COWEN HOLDINGS, INC.",7/14/06,25,0,8,0,0,COWN
"NUSTAR GP HOLDINGS, LLC",7/14/06,13,0,0,0,0,VEH
ENERGY INFRASTRUCTURE ACQUISITION CORP.,7/20/06,2080,0.096153846,5.048076923,0,0.096153846,EIIU
ISHARES S&P GSCI COMMODITY-INDEXED TRUST,7/20/06,60,0,3.333333333,0,0,GSG
TARGA ENERGY LP,7/21/06,80,0,2.5,0,0,AHD
CLEVELAND BIOLABS INC,7/21/06,327,0.611620795,1.22324159,1.22324159,0.917431193,CBLI
MILLENNIUM INVESTMENT & ACQUISITION CO INC.,7/21/06,846,0.11820331,2.955082742,0,0.11820331,MQC.U
VIEWPOINT FINANCIAL GROUP,7/21/06,607,0.329489292,3.13014827,0,1.812191104,VPFG
WNS (HOLDINGS) LTD,7/26/06,105,2.857142857,3.80952381,0.952380952,0.952380952,WNS
CHART INDUSTRIES INC,7/27/06,195,0,3.076923077,0,0.512820513,GTLS
"GEOMET, INC.",7/28/06,81,0,7.407407407,0,4.938271605,GMET
"CRYSTAL RIVER CAPITAL, INC.",7/31/06,53,0,1.886792453,0,0,CRZ
SYNCORA HOLDINGS LTD,8/2/06,71,0,0,1.408450704,0,SCA
BUCKEYE GP HOLDINGS L.P.,8/4/06,261,0,4.597701149,0.383141762,0,BGH
"OSIRIS THERAPEUTICS, INC.",8/4/06,323,1.238390093,1.547987616,0.619195046,0.92879257,OSIR
AIRCASTLE LTD,8/8/06,122,0,1.639344262,0,5.737704918,AYR
QIMONDA AG,8/10/06,136,0,3.676470588,2.941176471,5.147058824,QI
EVERCORE INC.,8/11/06,132,0,9.090909091,0,0.757575758,EVR
CYTRX ONCOLOGY CORP,8/11/06,17,0,0,0,0,IVPH
INNERWORKINGS INC,8/17/06,161,1.242236025,4.347826087,0,0.621118012,INWK
MARATHON ACQUISITION CORP.,8/25/06,1306,0.153139357,2.756508423,0,0.382848392,MAQ.U
"GLOBAL EMPLOYMENT HOLDINGS, INC.",8/28/06,27,0,3.703703704,0,0,GEYH
ENERGY SERVICES OF AMERICA CORP,8/31/06,1328,0.15060241,3.990963855,0,0.15060241,ESA.U
NEW ORIENTAL EDUCATION & TECHNOLOGY GROUP INC.,9/7/06,293,0.682593857,6.484641638,0.341296928,1.706484642,EDU
INVESCO DB G10 CURRENCY HARVEST FUND,9/15/06,285,0,1.754385965,0,0,DBV
"HILAND HOLDINGS GP, LP",9/20/06,215,0,3.720930233,0,0,HPGP
"RIVERBED TECHNOLOGY, INC.",9/21/06,108,1.851851852,5.555555556,0.925925926,4.62962963,RVBD
WARNER CHILCOTT PLC,9/21/06,350,0.571428571,3.428571429,0,1.428571429,WCRX
COMMVAULT SYSTEMS INC,9/22/06,98,0,3.06122449,0,0,CVLT
DIVX INC,9/22/06,142,1.408450704,0.704225352,0.704225352,2.112676056,DIVX
HOME DIAGNOSTICS INC,9/22/06,138,0,9.420289855,0,1.449275362,HDIX
"LIMESTONE BANCORP, INC.",9/22/06,171,0,2.923976608,0.584795322,1.169590643,PBIB
HARVEST OIL & GAS CORP.,9/27/06,151,0,7.284768212,1.324503311,0,EVEP
MINDRAY MEDICAL INTERNATIONAL LTD,9/27/06,289,0,2.422145329,0,1.384083045,MR
"ICF INTERNATIONAL, INC.",9/28/06,318,1.886792453,9.119496855,0,6.289308176,ICFI
BARE ESCENTUALS INC,9/29/06,330,0,9.090909091,0,2.121212121,BARE
"CV HOLDINGS, INC.",9/29/06,134,0.746268657,5.223880597,0,0,CBF
SHUTTERFLY INC,9/29/06,196,1.020408163,4.081632653,0,4.591836735,SFLY
"OMNI FINANCIAL SERVICES, INC.",10/2/06,135,1.481481481,1.481481481,0.740740741,1.481481481,OFSI
PRIMORIS SERVICES CORP,10/4/06,1209,0.165425972,2.977667494,0.082712986,0.248138958,RPSDU
"NEURALSTEM, INC.",10/4/06,43,2.325581395,6.976744186,0,0,
BREITBURN ENERGY PARTNERS LP,10/5/06,135,0,4.444444444,0.740740741,5.185185185,BBEP
DANAOS CORP,10/6/06,159,0.628930818,7.547169811,0,6.289308176,DAC
FORTISSIMO ACQUISITION CORP.,10/12/06,1099,0.181983621,2.183803458,0.090991811,0.272975432,FSMOU
ACME PACKET INC,10/13/06,201,2.487562189,4.47761194,0.995024876,4.47761194,APKT
"EHEALTH, INC.",10/13/06,138,1.449275362,2.173913043,0.724637681,0.724637681,EHTH
"LEIDOS HOLDINGS, INC.",10/13/06,162,1.851851852,2.469135802,1.851851852,0.617283951,SAI
ULTRAPETROL BAHAMAS LTD,10/13/06,252,0,5.952380952,0,0.396825397,ULTR
"REED'S, INC.",10/13/06,659,0,2.731411229,0.151745068,4.40060698,
"ARCHROCK PARTNERS, L.P.",10/17/06,98,0,6.12244898,0,1.020408163,UCLP
FIRST MERCURY FINANCIAL CORP,10/18/06,207,0,3.381642512,0,0.483091787,FMR
"STANLEY, INC.",10/18/06,130,1.538461538,10.76923077,0,6.153846154,SXE
"TRUBION PHARMACEUTICALS, INC",10/18/06,360,0.555555556,1.944444444,0.555555556,2.777777778,TRBN
LEMAITRE VASCULAR INC,10/19/06,367,0.817438692,3.814713896,0.544959128,1.089918256,LMAT
"EXLSERVICE HOLDINGS, INC.",10/20/06,169,0,2.958579882,0,0,EXLS
GRANAHAN MCCOURT ACQUISITION CORP,10/20/06,1226,1.141924959,2.610114192,0,0.326264274,GHN.U
"MONTVALE TECHNOLOGIES, INC.",10/20/06,91,0,3.296703297,1.098901099,1.098901099,II
SUSSER HOLDINGS CORP,10/20/06,114,0,0.877192982,0.877192982,2.631578947,SUSS
CADENCE PHARMACEUTICALS INC,10/25/06,192,0.520833333,1.5625,1.5625,3.645833333,CADX
DOUGLAS EMMETT INC,10/25/06,471,0,2.547770701,0.636942675,0.636942675,DEI
EAGLE ROCK ENERGY PARTNERS L P,10/25/06,164,0,1.219512195,0,1.219512195,EROC
"GATEHOUSE MEDIA, INC.",10/25/06,152,0.657894737,6.578947368,0,3.947368421,GHS
ACHILLION PHARMACEUTICALS INC,10/26/06,299,0.334448161,0.668896321,0.334448161,1.003344482,ACHN
HOMEINNS HOTEL GROUP,10/26/06,220,0.454545455,5,0,0.909090909,HMIN
OPTIUM CORP,10/27/06,74,2.702702703,2.702702703,0,5.405405405,OPTM
OWENS CORNING,10/30/06,19,0,0,0,0,OC
RR MEDIA LTD.,11/1/06,239,2.092050209,1.673640167,0,2.092050209,RRST
SOUTHERN NATIONAL BANCORP OF VIRGINIA INC,11/2/06,260,0.769230769,1.538461538,1.538461538,0.769230769,SONA
DEBT RESOLVE INC,11/3/06,362,1.104972376,4.972375691,0,1.104972376,DRV
