Name,Filing Date,Word Length_category,c1,c2,c3,c4,ticker,Word Length_sentiment,negative,positive,uncertainty,litigious,strongmodal,weakmodal,constraining,internet
NUMERICAL TECHNOLOGIES INC,4/7/00,116,1.724137931,3.448275862,0.0,0.8620689659999999,NMTC,117.0,0.0,0.0,0.025641026,0.0,0.034188034,0.008547009,0.0,0
ARTEMIS INTERNATIONAL SOLUTIONS CORP,4/7/00,532,0.7518796990000001,3.571428571,0.563909774,0.939849624,OPUS,536.0,0.003731343,0.003731343,0.009328358,0.003731343,0.035447761,0.013059701000000002,0.005597015,0
ARTEMIS INTERNATIONAL SOLUTIONS CORP,4/7/00,532,0.7518796990000001,3.571428571,0.563909774,0.939849624,OPUS,536.0,0.003731343,0.003731343,0.009328358,0.003731343,0.035447761,0.013059701000000002,0.005597015,0
SABA SOFTWARE INC,4/7/00,122,2.459016393,4.0983606560000005,0.8196721309999999,4.918032787,SABA,124.0,0.0,0.008064515999999999,0.024193548,0.0,0.016129031999999998,0.008064515999999999,0.008064515999999999,1
TANOX INC,4/10/00,127,0.787401575,2.362204724,1.57480315,3.149606299,TNOX,131.0,0.007633588,0.022900763,0.030534351,0.0,0.038167939,0.015267176,0.015267176,0
"EXELIXIS, INC.",4/11/00,153,1.307189542,2.614379085,0.653594771,2.614379085,EXEL,156.0,0.0,0.0,0.006410256,0.0,0.032051282,0.006410256,0.012820513,0
HEALTHSTREAM INC,4/11/00,190,2.105263158,3.684210526,0.0,0.526315789,HSTM,191.0,0.0,0.005235602,0.036649215,0.0,0.031413613,0.005235602,0.005235602,1
CORILLIAN CORP,4/12/00,240,0.833333333,2.083333333,0.833333333,1.25,CORI,241.0,0.004149378,0.008298755,0.024896266,0.0,0.045643154000000005,0.01659751,0.004149378,1
DDI CORP,4/12/00,395,0.506329114,3.544303797,0.0,1.265822785,DDIC,395.0,0.007594936999999999,0.002531646,0.027848101,0.010126582,0.010126582,0.007594936999999999,0.007594936999999999,0
NUANCE COMMUNICATIONS,4/13/00,195,0.512820513,2.564102564,1.5384615380000002,3.58974359,NUAN,199.0,0.0,0.005025126,0.040201005,0.0,0.020100503,0.005025126,0.0,0
EMBARCADERO TECHNOLOGIES INC,4/20/00,183,2.18579235,2.18579235,1.092896175,2.18579235,EMBT,185.0,0.0,0.005405405,0.037837838,0.0,0.027027027,0.005405405,0.016216216000000002,0
PACKARD BIOSCIENCE CO,4/20/00,156,1.923076923,3.205128205,0.641025641,5.769230769,PBSC,159.0,0.0,0.031446541,0.006289308,0.0,0.006289308,0.0,0.006289308,0
ROCKFORD CORP,4/20/00,198,1.01010101,2.525252525,0.0,4.545454545,ROFO,199.0,0.0,0.0,0.015075377,0.0,0.005025126,0.005025126,0.0,0
PEC SOLUTIONS INC,4/21/00,101,0.99009901,2.97029703,0.99009901,0.0,PECS,102.0,0.0,0.009803922,0.019607843,0.0,0.039215686,0.009803922,0.009803922,1
360NETWORKS INC,4/21/00,280,1.071428571,4.6428571430000005,0.0,1.785714286,TSIX,281.0,0.014234875,0.021352313,0.028469751,0.003558719,0.024911032000000003,0.007117438,0.014234875,0
STRATUS SERVICES GROUP INC,4/26/00,185,1.621621622,5.405405405,0.540540541,0.540540541,SERV,186.0,0.0,0.0,0.032258065,0.005376344,0.02688172,0.005376344,0.010752688,0
METAWAVE COMMUNICATIONS CORP,4/27/00,103,0.970873786,1.941747573,0.970873786,3.883495146000001,MTWV,106.0,0.009433962,0.018867925,0.056603774,0.0,0.0,0.009433962,0.018867925,0
PRAECIS PHARMACEUTICALS INC,4/27/00,139,0.71942446,2.877697842,0.71942446,2.877697842,PRCS,141.0,0.0,0.007092199,0.04964539,0.0,0.028368794,0.007092199,0.0,0
SEEBEYOND TECHNOLOGY CORP,4/28/00,158,1.265822785,3.164556962,1.898734177,3.164556962,STCS,162.0,0.0,0.0,0.037037037,0.0,0.030864198,0.00617284,0.012345678999999998,1
ON SEMICONDUCTOR CORP,5/1/00,165,0.0,3.03030303,0.0,3.03030303,ONNN,165.0,0.006060606,0.0,0.03030303,0.0,0.006060606,0.006060606,0.006060606,0
"OTIX GLOBAL, INC.",5/2/00,120,3.333333333,6.666666667,0.833333333,4.166666667,SNCI,120.0,0.0,0.0,0.025,0.0,0.0,0.033333333,0.008333333,0
"MONOGRAM BIOSCIENCES, INC.",5/2/00,100,0.0,2.0,2.0,3.0,VLGC,103.0,0.0,0.019417476,0.009708738,0.0,0.038834951,0.009708738,0.0,0
CROWN MEDIA HOLDINGS INC,5/4/00,178,0.0,1.6853932580000002,0.0,3.370786517,CRWN,178.0,0.011235955,0.005617978,0.04494382,0.0,0.039325843,0.005617978,0.005617978,0
GENOMIC SOLUTIONS INC,5/5/00,160,2.5,1.875,2.5,4.375,GNSL,164.0,0.0,0.012195122,0.012195122,0.006097561,0.018292683,0.006097561,0.018292683,0
ORCHID CELLMARK INC,5/5/00,164,3.048780488,1.829268293,0.0,2.43902439,ORCH,164.0,0.0,0.006097561,0.012195122,0.0,0.018292683,0.012195122,0.012195122,0
"ICORIA, INC.",5/9/00,171,1.754385965,1.169590643,0.5847953220000001,1.754385965,PDGM,171.0,0.0,0.01754386,0.046783626,0.0,0.023391813,0.029239766,0.023391813,0
SEQUOIA SOFTWARE CORP,5/12/00,186,1.612903226,1.075268817,1.075268817,2.688172043,SQSW,187.0,0.005347594000000001,0.016042781000000002,0.016042781000000002,0.0,0.021390374,0.026737968,0.016042781000000002,1
NET2000 COMMUNICATIONS INC,5/15/00,132,2.272727273,0.757575758,0.0,2.272727273,NTKK,132.0,0.022727273,0.015151515,0.015151515,0.0,0.007575758,0.022727273,0.007575758,0
IBEAM BROADCASTING CORP,5/18/00,133,1.503759398,2.255639098,0.0,3.007518797,IBEM,138.0,0.007246376999999998,0.0,0.028985507,0.0,0.007246376999999998,0.007246376999999998,0.0,1
NEW FOCUS INC,5/18/00,144,2.083333333,4.8611111110000005,0.0,4.166666667,NUFO,147.0,0.0,0.006802720999999999,0.047619048,0.0,0.020408163,0.013605442,0.013605442,0
US UNWIRED INC,5/18/00,50,0.0,4.0,0.0,2.0,UNWR,50.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0
NOGATECH INC,5/19/00,99,1.01010101,1.01010101,1.01010101,1.01010101,NGTC,100.0,0.0,0.0,0.02,0.0,0.03,0.01,0.02,0
"PIXELWORKS, INC",5/19/00,92,1.086956522,3.260869565,0.0,0.0,PXLW,93.0,0.0,0.010752688,0.032258065,0.0,0.043010753,0.010752688,0.0,0
COOLSAVINGS INC,5/22/00,153,0.653594771,2.614379085,0.653594771,1.960784314,CSAV,157.0,0.0,0.0,0.025477707,0.0,0.031847134,0.006369427,0.006369427,1
INTEGRATED CIRCUIT SYSTEMS INC,5/24/00,246,0.0,8.536585366,0.0,4.471544715,ICST,247.0,0.008097166,0.0,0.020242915,0.008097166,0.016194332,0.008097166,0.004048583,0
SIRENZA MICRODEVICES INC,5/25/00,82,1.219512195,3.658536585,1.219512195,2.43902439,SMDI,85.0,0.0,0.0,0.035294118,0.0,0.023529412000000003,0.011764706000000002,0.0,0
SONUS INC,5/25/00,117,1.709401709,3.418803419,0.0,4.273504274,SONS,120.0,0.008333333,0.0,0.025,0.0,0.016666667,0.008333333,0.008333333,1
UNIVERSAL COMPRESSION HOLDINGS INC,5/25/00,175,0.0,2.857142857,0.0,3.428571429,UCO,176.0,0.005681818000000001,0.0,0.028409091,0.005681818000000001,0.034090909,0.011363636000000002,0.005681818000000001,0
UNIVERSAL COMPRESSION HOLDINGS INC,5/25/00,175,0.0,2.857142857,0.0,3.428571429,UCO,176.0,0.005681818000000001,0.0,0.028409091,0.005681818000000001,0.034090909,0.011363636000000002,0.005681818000000001,0
"NRG ENERGY, INC.",5/31/00,106,2.830188679,4.716981132,0.0,5.660377358,NRG,108.0,0.0,0.0,0.027777778,0.0,0.037037037,0.018518519,0.009259259,0
"SCIELE PHARMA, INC.",6/1/00,204,3.431372549,6.37254902,0.0,4.901960784,FHRX,204.0,0.019607843,0.014705882,0.019607843,0.004901961,0.019607843,0.014705882,0.004901961,0
ONI SYSTEMS CORP,6/1/00,143,2.097902098,2.797202797,0.699300699,2.797202797,ONIS,145.0,0.0,0.006896551999999999,0.020689655,0.0,0.013793103,0.006896551999999999,0.006896551999999999,1
CROSSWORLDS SOFTWARE INC,6/2/00,93,1.075268817,3.225806452,1.075268817,4.301075269,CWLD,96.0,0.0,0.010416667,0.020833333,0.0,0.020833333,0.0,0.0,1
EXULT INC,6/2/00,300,4.666666667,1.666666667,0.666666667,2.666666667,EXLT,302.0,0.003311258,0.009933775,0.026490066,0.0,0.01986755,0.009933775,0.006622517,1
EXULT INC,6/2/00,300,4.666666667,1.666666667,0.666666667,2.666666667,EXLT,302.0,0.003311258,0.009933775,0.026490066,0.0,0.01986755,0.009933775,0.006622517,1
GRANITE CITY FOOD & BREWERY LTD.,6/6/00,301,0.332225914,1.993355482,0.0,3.986710963,GCFB,301.0,0.0,0.013289037,0.023255814,0.006644518,0.033222591,0.003322259,0.006644518,0
UBIQUITEL INC,6/8/00,383,0.261096606,5.221932115,0.0,2.349869452,UPCS,386.0,0.002590674,0.002590674,0.020725389,0.002590674,0.012953368,0.005181347,0.007772021,0
COMMUNITY HEALTH SYSTEMS INC,6/9/00,149,4.697986577,13.42281879,0.0,6.7114093960000005,CYH,150.0,0.0,0.013333333,0.02,0.0,0.02,0.0,0.0,0
AUGUST TECHNOLOGY CORP,6/14/00,113,1.769911504,5.309734513,0.884955752,1.769911504,AUGT,116.0,0.0,0.0,0.017241378999999998,0.0,0.034482759,0.00862069,0.00862069,0
INTUITIVE SURGICAL INC,6/14/00,183,1.092896175,1.092896175,2.18579235,2.732240437,ISRG,186.0,0.0,0.005376344,0.037634409,0.0,0.037634409,0.005376344,0.016129031999999998,0
VISTEON CORP,6/14/00,6,0.0,0.0,0.0,0.0,VC,6.0,0.0,0.0,0.0,0.0,0.166666667,0.0,0.0,0
ECHAPMAN INC,6/15/00,182,0.0,3.296703297,0.549450549,0.549450549,ECMN,183.0,0.027322404,0.0,0.016393443,0.005464481,0.010928962,0.027322404,0.038251366,1
ECHAPMAN INC,6/15/00,182,0.0,3.296703297,0.549450549,0.549450549,ECMN,183.0,0.027322404,0.0,0.016393443,0.005464481,0.010928962,0.027322404,0.038251366,1
OSCA INC,6/15/00,117,0.0,5.982905982999999,0.0,3.418803419,OSCA,118.0,0.0,0.042372881,0.042372881,0.0,0.050847458,0.008474576,0.008474576,0
REDIFF COM INDIA LTD,6/15/00,265,1.132075472,2.264150943,0.754716981,0.0,REDF,265.0,0.003773585,0.018867925,0.01509434,0.0,0.018867925,0.011320755,0.011320755,1
"TELZUIT MEDICAL TECHNOLOGIES, INC.",6/15/00,92,0.0,2.173913043,0.0,0.0,TTA,93.0,0.021505376,0.0,0.043010753,0.0,0.053763441,0.010752688,0.0,0
SILVERLINE TECHNOLOGIES LTD,6/20/00,266,1.127819549,1.127819549,0.0,0.7518796990000001,SLT,268.0,0.003731343,0.003731343,0.041044776,0.0,0.014925373,0.018656716,0.014925373,0
FLEETBOSTON FINANCIAL CORP,6/21/00,88,2.272727273,4.545454545,1.136363636,0.0,FBF.K,88.0,0.0,0.0,0.0,0.0,0.045454545,0.011363636000000002,0.022727273,0
HANDSPRING INC,6/21/00,120,1.666666667,3.333333333,0.0,0.833333333,HAND,122.0,0.0,0.0,0.024590164,0.0,0.024590164,0.008196721,0.016393443,0
CEPHEID,6/22/00,120,1.666666667,2.5,1.666666667,5.0,CPHD,123.0,0.0,0.024390244,0.032520325,0.0,0.032520325,0.024390244,0.008130080999999999,0
OCCAM NETWORKS INC/DE,6/23/00,132,0.757575758,2.272727273,1.515151515,0.757575758,ACCL,134.0,0.0,0.0,0.02238806,0.0,0.0,0.007462687,0.007462687,1
CLICKSOFTWARE TECHNOLOGIES LTD,6/23/00,193,1.554404145,2.07253886,1.03626943,1.554404145,CKSW,195.0,0.0,0.005128205,0.025641026,0.0,0.030769231,0.01025641,0.015384615,0
MANUFACTURERS SERVICES LTD,6/23/00,212,0.471698113,4.716981132,0.0,4.245283019,MSV,212.0,0.004716980999999999,0.0,0.047169811,0.004716980999999999,0.023584906,0.0,0.0,0
QUALSTAR CORP,6/23/00,148,1.351351351,2.027027027,2.702702703,2.027027027,QBAK,151.0,0.0,0.01986755,0.013245033,0.0,0.006622517,0.006622517,0.013245033,0
LAFAYETTE COMMUNITY BANCORP,6/23/00,27,0.0,0.0,0.0,0.0,,27.0,0.0,0.0,0.0,0.0,0.037037037,0.0,0.037037037,0
CHARLES RIVER LABORATORIES INTERNATIONAL INC,6/26/00,242,0.41322314,6.611570248,0.0,3.305785124,,242.0,0.008264463,0.012396694,0.049586777,0.008264463,0.012396694,0.004132231,0.020661157,0
CLICK COMMERCE INC,6/27/00,130,1.5384615380000002,3.846153846,0.7692307690000001,1.5384615380000002,CKCM,131.0,0.0,0.007633588,0.045801527,0.0,0.015267176,0.015267176,0.007633588,1
EFUNDS CORP,6/27/00,96,2.083333333,3.125,1.041666667,2.083333333,EFDS,97.0,0.0,0.0,0.051546392,0.0,0.010309278,0.010309278,0.0,0
MARVELL TECHNOLOGY GROUP LTD,6/27/00,111,0.900900901,2.702702703,0.900900901,0.900900901,MRVL,113.0,0.0,0.0,0.026548673,0.0,0.008849558,0.008849558,0.017699115,0
STRATOS INTERNATIONAL INC,6/27/00,184,1.630434783,4.347826087,0.543478261,0.543478261,STLW,187.0,0.005347594000000001,0.010695187,0.016042781000000002,0.0,0.016042781000000002,0.010695187,0.0,0
GENUITY INC,6/28/00,105,1.904761905,2.857142857,0.0,4.761904762,GENU,107.0,0.0,0.0,0.056074766,0.0,0.028037383,0.009345794,0.009345794,1
ACCORD NETWORKS LTD,6/29/00,137,0.0,3.649635036,0.729927007,1.459854015,ACCD,139.0,0.007194245,0.0,0.028776978,0.014388489,0.043165468,0.0,0.0,0
CARESCIENCE INC,6/29/00,210,0.952380952,1.428571429,1.904761905,3.333333333,CARE,212.0,0.004716980999999999,0.0,0.028301887,0.0,0.028301887,0.018867925,0.009433962,1
CAPSTONE TURBINE CORP,6/29/00,118,1.694915254,2.542372881,0.0,2.542372881,CPST,120.0,0.008333333,0.0,0.075,0.0,0.066666667,0.008333333,0.0,0
SERANOVA INC,6/29/00,32,0.0,0.0,0.0,0.0,SERA,32.0,0.0,0.0,0.0,0.0,0.09375,0.03125,0.03125,0
VIRAGE INC,6/29/00,149,1.342281879,4.026845638,1.342281879,2.684563758,VRGE,152.0,0.0,0.006578947,0.026315789,0.0,0.013157895,0.0,0.006578947,1
EXFO INC.,6/30/00,274,1.459854015,8.02919708,0.729927007,2.189781022,EXFO,276.0,0.0,0.010869565,0.032608696,0.0,0.018115942,0.003623188,0.007246376999999998,0
"IGO, INC.",6/30/00,320,0.9375,7.1875,0.3125,0.9375,MOBE,324.0,0.009259259,0.0,0.015432099,0.00308642,0.009259259,0.00617284,0.00308642,0
STORAGENETWORKS INC,6/30/00,201,0.995024876,2.487562189,0.497512438,4.47761194,STOR,205.0,0.0,0.004878049000000001,0.024390244,0.0,0.019512195,0.009756098,0.009756098,1
AXCELIS TECHNOLOGIES INC,7/11/00,93,0.0,3.225806452,0.0,5.3763440860000005,ACLS,96.0,0.0,0.0,0.020833333,0.0,0.010416667,0.0,0.010416667,0
ENTEGRIS INC,7/11/00,179,1.675977654,7.82122905,0.558659218,2.234636872,ENTG,184.0,0.0,0.016304348,0.032608696,0.0,0.02173913,0.005434783,0.010869565,0
DIVINE INC,7/12/00,403,1.240694789,1.736972705,0.0,1.985111663,DVIN,405.0,0.0,0.017283951000000002,0.041975309,0.0,0.024691358,0.009876543,0.014814815,0
I MANY INC,7/13/00,90,2.222222222,3.333333333,1.111111111,2.222222222,IMNY,92.0,0.0,0.0,0.010869565,0.0,0.032608696,0.010869565,0.010869565,1
NETWORK ENGINES INC,7/13/00,128,2.34375,2.34375,0.0,1.5625,NENG,129.0,0.0,0.0,0.023255814,0.0,0.031007752000000006,0.007751938000000002,0.007751938000000002,1
SOHU COM INC,7/13/00,114,1.754385965,2.631578947,0.0,2.631578947,SOHU,116.0,0.017241378999999998,0.0,0.043103448,0.0,0.017241378999999998,0.025862069,0.0,1
TRITON NETWORK SYSTEMS INC,7/13/00,96,2.083333333,1.041666667,1.041666667,1.041666667,TNSI,96.0,0.0,0.0,0.03125,0.0,0.020833333,0.010416667,0.010416667,1
OMNIVISION TECHNOLOGIES INC,7/14/00,78,1.282051282,3.846153846,0.0,2.564102564,OVTI,80.0,0.0,0.0,0.0375,0.0,0.0125,0.0125,0.0125,0
OMNIVISION TECHNOLOGIES INC,7/14/00,78,1.282051282,3.846153846,0.0,2.564102564,OVTI,80.0,0.0,0.0,0.0375,0.0,0.0125,0.0125,0.0125,0
CASSAVA SCIENCES INC,7/14/00,160,1.875,1.875,1.25,3.125,PTIE,162.0,0.0,0.012345678999999998,0.024691358,0.00617284,0.018518519,0.012345678999999998,0.012345678999999998,0
SRTI BLOCKCHAIN GENERATION INC,7/14/00,165,0.606060606,1.818181818,1.212121212,3.03030303,SRTI,166.0,0.0,0.006024096,0.018072289,0.0,0.018072289,0.012048193,0.0,0
DGI RESOLUTION INC,7/18/00,102,0.980392157,2.9411764710000003,0.0,5.8823529410000015,DCGN,104.0,0.0,0.0,0.038461538,0.0,0.019230769,0.009615385,0.0,0
ARGONAUT TECHNOLOGIES INC,7/19/00,127,1.57480315,3.937007874,1.57480315,4.724409449,AGNT,129.0,0.0,0.031007752000000006,0.023255814,0.0,0.031007752000000006,0.023255814,0.007751938000000002,0
"SUPPORT.COM, INC.",7/19/00,183,1.092896175,3.278688525,0.546448087,3.278688525,SPRT,184.0,0.005434783,0.005434783,0.032608696,0.0,0.043478261,0.02173913,0.016304348,1
AIRSPAN NETWORKS INC,7/20/00,161,1.242236025,4.968944099,1.863354037,1.863354037,AIRN,164.0,0.006097561,0.006097561,0.030487805,0.0,0.024390244,0.012195122,0.012195122,0
VASCULAR SOLUTIONS LLC,7/20/00,117,0.0,2.564102564,0.0,0.0,VASC,118.0,0.008474576,0.008474576,0.050847458,0.008474576,0.025423729,0.0,0.008474576,0
CORIO INC,7/21/00,285,0.701754386,3.859649123,1.403508772,1.403508772,CRIO,288.0,0.006944444,0.003472222,0.024305556,0.0,0.013888889,0.017361111000000002,0.010416667,0
TALARIAN CORP,7/21/00,139,0.71942446,2.877697842,1.438848921,1.438848921,TALR,143.0,0.0,0.006993007,0.027972028,0.0,0.020979021,0.013986014,0.013986014,1
VARIAGENICS INC,7/21/00,133,2.255639098,3.007518797,1.503759398,3.007518797,VGNX,135.0,0.0,0.0,0.007407406999999999,0.0,0.02962963,0.007407406999999999,0.014814815,0
FIRST FEDERAL BANCSHARES INC /DE,7/24/00,57,0.0,0.0,0.0,0.0,FFBI,57.0,0.0,0.0,0.01754386,0.0,0.01754386,0.0,0.01754386,0
SMTC CORP,7/24/00,293,0.6825938570000001,5.802047782000001,0.34129692799999994,2.389078498,SMTX,294.0,0.006802720999999999,0.0,0.017006803,0.0,0.013605442,0.003401361,0.0,0
BLUE MARTINI SOFTWARE INC,7/25/00,171,0.5847953220000001,1.754385965,2.339181287,4.0935672510000005,BLUE,174.0,0.005747126,0.005747126,0.040229885,0.0,0.034482759,0.005747126,0.005747126,1
RAINDANCE COMMUNICATIONS INC,7/25/00,200,1.5,3.5,1.5,0.5,EVOK,203.0,0.009852217,0.014778325,0.034482759,0.0,0.034482759,0.014778325,0.009852217,1
INTERLAND INC,7/25/00,126,1.5873015869999998,3.968253968,0.0,2.380952381,ILND,127.0,0.007874016,0.007874016,0.039370079,0.0,0.023622047,0.023622047,0.015748031000000003,1
"CYTOCORE, INC.",7/27/00,98,0.0,2.040816327,2.040816327,2.040816327,AMEV,100.0,0.0,0.04,0.01,0.01,0.03,0.0,0.0,0
MAINSPRING INC,7/27/00,101,1.98019802,2.97029703,0.99009901,1.98019802,MSPR,102.0,0.0,0.0,0.029411765,0.0,0.019607843,0.009803922,0.009803922,1
RITA MEDICAL SYSTEMS INC,7/27/00,126,0.793650794,1.5873015869999998,0.793650794,1.5873015869999998,RITA,127.0,0.0,0.007874016,0.047244094,0.0,0.023622047,0.007874016,0.0,0
TYCOM LTD,7/27/00,113,0.0,1.769911504,0.0,0.0,TCM,113.0,0.017699115,0.017699115,0.026548673,0.008849558,0.061946903,0.008849558,0.008849558,0
ARENA PHARMACEUTICALS INC,7/28/00,139,1.438848921,1.438848921,0.71942446,0.71942446,ARNA,141.0,0.0,0.0,0.021276596,0.0,0.014184397,0.014184397,0.007092199,0
SOAPSTONE NETWORKS INC.,7/28/00,115,1.739130435,3.47826087,0.0,2.608695652,AVCI,115.0,0.008695652,0.008695652,0.034782609,0.0,0.026086957,0.008695652,0.008695652,0
CAMTEK LTD,7/28/00,288,1.388888889,4.166666667,1.388888889,1.736111111,CAMT,292.0,0.0,0.006849315,0.010273973,0.0,0.020547945,0.003424658,0.003424658,0
BROADWING CORP,7/28/00,152,1.315789474,3.289473684,1.315789474,2.631578947,CORV,156.0,0.006410256,0.0,0.012820513,0.0,0.019230769,0.012820513,0.012820513,0
"INFINITY PHARMACEUTICALS, INC.",7/28/00,151,1.986754967,1.324503311,1.324503311,3.973509934,DPII,153.0,0.0,0.026143791,0.026143791,0.0,0.026143791,0.026143791,0.006535948000000001,0
GENENCOR INTERNATIONAL INC,7/28/00,86,1.162790698,2.325581395,1.162790698,1.162790698,GCOR,89.0,0.0,0.0,0.033707865,0.0,0.02247191,0.04494382,0.0,0
GEMINI GENOMICS PLC,7/28/00,169,1.775147929,3.550295858,2.366863905,1.183431953,GMNI,173.0,0.0,0.005780347,0.01734104,0.0,0.046242775,0.005780347,0.01734104,0
ILLUMINA INC,7/28/00,119,2.521008403,2.521008403,1.680672269,3.361344538,ILMN,120.0,0.0,0.0,0.016666667,0.0,0.025,0.016666667,0.016666667,0
KERYX BIOPHARMACEUTICALS INC,7/28/00,105,0.0,0.952380952,0.952380952,1.904761905,KERX,107.0,0.0,0.028037383,0.037383178,0.009345794,0.018691589,0.0,0.009345794,0
LEXENT INC,7/28/00,120,0.833333333,3.333333333,0.0,0.833333333,LXNT,121.0,0.008264463,0.0,0.041322314,0.0,0.008264463,0.008264463,0.008264463,1
VALICERT INC,7/28/00,76,2.631578947,2.631578947,0.0,2.631578947,VLCT,78.0,0.0,0.0,0.025641026,0.0,0.025641026,0.012820513,0.012820513,1
WEBEX COMMUNICATIONS INC,7/28/00,251,0.7968127490000001,2.390438247,0.7968127490000001,1.195219124,WEBX,254.0,0.0,0.003937008,0.039370079,0.003937008,0.027559055,0.007874016,0.011811024,1
CONVERGENT GROUP CORP,8/1/00,396,1.01010101,3.03030303,0.0,2.525252525,CVGP,398.0,0.0,0.002512563,0.01758794,0.0,0.020100503,0.002512563,0.005025126,1
SPEECHWORKS INTERNATIONAL INC,8/1/00,141,2.127659574,2.836879433,0.709219858,2.127659574,SPWX,145.0,0.0,0.0,0.013793103,0.0,0.04137931,0.006896551999999999,0.020689655,0
CLOUDWARD INC,8/1/00,78,1.282051282,5.128205128,1.282051282,3.846153846,TRPH,80.0,0.0,0.0125,0.0375,0.0,0.025,0.0,0.0125,0
PROXIM CORP,8/1/00,305,0.655737705,5.901639344,0.983606557,1.967213115,WMUX,309.0,0.003236246,0.0,0.022653722,0.0,0.012944984,0.009708738,0.009708738,0
"CALIFORNIA PIZZA KITCHEN, INC.",8/2/00,235,0.0,5.531914894,0.0,0.85106383,CPKI,235.0,0.0042553190000000005,0.0,0.021276596,0.0,0.034042553,0.0,0.0,0
ENTRAVISION COMMUNICATIONS CORP,8/2/00,306,1.633986928,8.823529412000001,0.0,1.960784314,EVC,307.0,0.029315961,0.0,0.009771987,0.0,0.016286645,0.0,0.006514658,0
GENAISSANCE PHARMACEUTICALS INC,8/2/00,160,1.875,1.875,0.0,0.0,GNSC,161.0,0.0,0.01242236,0.031055901,0.0,0.00621118,0.01242236,0.01242236,0
VIRAGE LOGIC CORP,8/2/00,149,1.342281879,2.684563758,1.342281879,2.684563758,VIRL,151.0,0.0,0.013245033,0.039735099,0.0,0.039735099,0.006622517,0.013245033,0
DELTAGEN INC,8/3/00,107,0.934579439,0.934579439,0.0,3.738317757,DGEN,108.0,0.0,0.009259259,0.018518519,0.0,0.027777778,0.009259259,0.0,0
EROOMSYSTEM TECHNOLOGIES INC,8/3/00,409,0.0,4.645476773,0.488997555,0.733496333,ERMS,411.0,0.01216545,0.00486618,0.01216545,0.00243309,0.00486618,0.00243309,0.00243309,0
IASIAWORKS INC,8/3/00,133,0.7518796990000001,1.503759398,0.0,1.503759398,IAWK,133.0,0.0,0.007518797,0.037593985,0.0,0.045112782,0.022556391,0.007518797,1
INSPIRE PHARMACEUTICALS INC,8/3/00,159,0.628930818,1.257861635,0.628930818,3.144654088,ISPH,161.0,0.0,0.01863354,0.06832298099999999,0.0,0.043478261,0.01242236,0.00621118,0
OPNET TECHNOLOGIES INC,8/3/00,133,2.255639098,2.255639098,0.7518796990000001,4.511278195,OPNT,137.0,0.0,0.01459854,0.04379562,0.0,0.00729927,0.01459854,0.01459854,0
RESONATE INC,8/3/00,161,1.242236025,2.48447205,0.0,1.863354037,RSNT,163.0,0.0,0.0,0.061349693,0.0,0.030674847,0.018404908,0.012269939,1
PINNACOR INC,8/3/00,121,0.826446281,2.4793388430000003,0.826446281,1.652892562,SCRM,122.0,0.0,0.016393443,0.032786885,0.0,0.024590164,0.008196721,0.016393443,0
SIGNALSOFT CORP,8/3/00,156,0.641025641,0.641025641,1.282051282,1.923076923,SGSF,158.0,0.0,0.0,0.025316456,0.0,0.03164557,0.0,0.012658228,0
VICURON PHARMACEUTICALS INC,8/3/00,152,1.315789474,1.973684211,0.657894737,1.973684211,VERS,153.0,0.0,0.019607843,0.052287582,0.0,0.032679739,0.026143791,0.006535948000000001,0
BRUKER CORP,8/4/00,109,0.917431193,10.09174312,0.917431193,0.917431193,BDAL,112.0,0.0,0.0,0.035714286,0.0,0.026785714,0.008928571,0.008928571,0
3 DIMENSIONAL PHARMACEUTICALS INC,8/4/00,165,1.818181818,1.212121212,1.818181818,3.636363636000001,DDDP,168.0,0.005952381,0.035714286,0.029761905,0.005952381,0.011904762,0.011904762,0.005952381,0
EXE TECHNOLOGIES INC,8/4/00,236,0.847457627,5.508474576,0.847457627,1.271186441,EXEE,238.0,0.008403361,0.004201681,0.025210084,0.0,0.012605042,0.021008403,0.012605042,0
INNOVATIVE SOLUTIONS & SUPPORT INC,8/4/00,98,2.040816327,3.06122449,1.020408163,2.040816327,ISSC,100.0,0.0,0.0,0.06,0.0,0.02,0.01,0.0,0
LANTRONIX INC,8/4/00,75,2.666666667,4.0,1.333333333,2.666666667,LTRX,77.0,0.0,0.0,0.025974026,0.0,0.012987013,0.0,0.0,0
ROSETTA INPHARMATICS INC,8/4/00,173,1.1560693640000002,4.046242775,1.1560693640000002,1.734104046,RSTA,178.0,0.0,0.005617978,0.005617978,0.005617978,0.016853933,0.011235955,0.011235955,0
MICROTUNE INC,8/4/00,122,2.459016393,3.278688525,1.6393442619999998,4.918032787,TUNE,124.0,0.0,0.016129031999999998,0.056451613,0.0,0.016129031999999998,0.008064515999999999,0.008064515999999999,0
P10 HOLDINGS INC,8/8/00,223,1.793721973,1.34529148,1.34529148,4.484304933,ACPW,227.0,0.0,0.008810573,0.030837004,0.004405286,0.030837004,0.013215858999999998,0.0,0
ADVANCED POWER TECHNOLOGY INC,8/8/00,305,0.983606557,9.180327869,0.327868852,0.0,APTI,306.0,0.0,0.0,0.019607843,0.0,0.029411765,0.006535948000000001,0.006535948000000001,0
