Name,Filing Date,Word Length,c1,c2,c3,c4
"EVOQ PROPERTIES, INC.",1/26/07,425,0.941176471,4.470588235,0.705882353,0.470588235
CHINA TOPREACH INC.,1/25/07,977,0.204708291,3.07062436,0,0.102354145
UIB GROUP LTD,1/25/07,975,0.205128205,3.076923077,0,0.102564103
"SONOMA PHARMACEUTICALS, INC.",1/26/07,248,0.403225806,3.629032258,0.806451613,1.612903226
RENAISSANCE ACQUISITION CORP.,1/31/07,1290,0.07751938,3.410852713,0.07751938,0.23255814
"ANIMAL HEALTH HOLDINGS, INC.",1/31/07,67,1.492537313,4.47761194,0,0
"HFF, INC.",1/31/07,341,0,4.398826979,1.173020528,1.759530792
"EMPLOYERS HOLDINGS, INC.",1/31/07,349,0,1.146131805,0.286532951,0
DUNCAN ENERGY PARTNERS L.P.,1/31/07,278,1.079136691,1.798561151,0,3.237410072
NORTH SHORE ACQUISITION CORP.,12/4/07,1241,0.322320709,3.223207091,0.080580177,0.241740532
WSP HOLDINGS LTD,12/6/07,297,0.673400673,5.050505051,0.336700337,2.02020202
VISIONCHINA MEDIA INC.,12/6/07,178,0.561797753,2.808988764,0,1.685393258
TRIPLE-S MANAGEMENT CORP,12/10/07,62,1.612903226,4.838709677,0,0
GLOBAL BRANDS ACQUISITION CORP.,12/7/07,1314,0.076103501,2.663622527,0.076103501,0.532724505
"UNITED STATES 12 MONTH OIL FUND, LP",12/7/07,213,0,1.877934272,0,0
ENTROPIC COMMUNICATIONS INC,12/7/07,407,0.491400491,3.685503686,0.245700246,3.194103194
CHINAEDU CORP,12/11/07,267,0.374531835,3.745318352,0.374531835,1.872659176
CARDTRONICS INC,12/11/07,121,0.826446281,2.479338843,0,3.305785124
VANCEINFO TECHNOLOGIES INC.,12/12/07,130,0.769230769,1.538461538,0.769230769,2.307692308
"XINYUAN REAL ESTATE CO., LTD.",12/12/07,152,0.657894737,0.657894737,0,0
UNITED REFINING ENERGY CORP,12/12/07,1736,0.51843318,2.822580645,0.057603687,0.34562212
"MONGOLIA HOLDINGS, INC.",6/25/07,170,0,1.764705882,0.588235294,0
MEDASSETS INC,12/13/07,202,1.485148515,4.95049505,0.495049505,0.99009901
K12 INC,12/14/07,160,0.625,3.75,0,1.875
TEEKAY TANKERS LTD.,12/13/07,131,0.763358779,3.053435115,0,0.763358779
MEMSIC INC,12/14/07,113,1.769911504,1.769911504,1.769911504,1.769911504
GULFSTREAM INTERNATIONAL GROUP INC,12/17/07,72,1.388888889,5.555555556,0,0
INTELLON CORP,12/17/07,144,1.388888889,1.388888889,1.388888889,2.083333333
GUSHAN ENVIRONMENTAL ENERGY LTD,12/19/07,125,0,0.8,0.8,2.4
ORION GROUP HOLDINGS INC,12/20/07,18,0,0,0,0
NETSUITE INC,12/20/07,154,1.298701299,3.896103896,0,3.246753247
NANOSPHERE INC,11/2/07,182,1.098901099,1.648351648,1.098901099,3.846153846
"DELTEK, INC",11/1/07,237,0.421940928,9.282700422,0,2.53164557
SOUNDBITE COMMUNICATIONS INC,11/1/07,343,1.166180758,3.498542274,0.874635569,2.040816327
GIANT INTERACTIVE GROUP INC.,11/1/07,133,0.751879699,1.503759398,1.503759398,1.503759398
"INTELIQUENT, INC.",11/2/07,119,1.680672269,2.521008403,0,2.521008403
"GOLDEN POND HEALTHCARE, INC.",11/7/07,1173,0.170502984,2.387041773,0,0.341005968
SANDRIDGE ENERGY INC,11/6/07,146,1.369863014,3.424657534,0.684931507,5.479452055
AIRNET TECHNOLOGY INC.,11/7/07,148,1.351351351,0,1.351351351,1.351351351
BIOFORM MEDICAL INC,11/7/07,174,0.574712644,0.574712644,1.724137931,2.298850575
"ARYX THERAPEUTICS, INC.",11/8/07,253,0.395256917,1.976284585,0.395256917,1.976284585
AGRIA CORP,11/7/07,176,1.704545455,2.272727273,1.704545455,1.704545455
OSG AMERICA L.P.,11/9/07,165,1.212121212,0.606060606,0,2.424242424
"NORTHFIELD BANCORP, INC.",8/27/07,535,0.560747664,1.869158879,0,1.495327103
CHINA NEPSTAR CHAIN DRUGSTORE LTD.,11/9/07,254,1.181102362,1.968503937,0.393700787,1.181102362
ICX TECHNOLOGIES INC,11/9/07,189,2.645502646,2.645502646,0.529100529,2.116402116
ENTERPRISE ACQUISITION CORP.,11/8/07,1322,0.15128593,3.025718608,0.075642965,0.302571861
APPROACH RESOURCES INC,11/8/07,112,0,4.464285714,0.892857143,5.357142857
"QUEST ENERGY PARTNERS, L.P.",11/9/07,425,0,4.470588235,0.470588235,4
EXCEED CO LTD.,11/9/07,1214,0.164744646,3.70675453,0.082372323,0.247116969
AMERICAN PUBLIC EDUCATION INC,11/9/07,160,0,1.875,0,0
"ENSIGN GROUP, INC",11/9/07,325,0.923076923,4.307692308,0,3.692307692
AMERICAN DG ENERGY INC,11/13/07,23,0,0,0,0
"NUVERRA ENVIRONMENTAL SOLUTIONS, INC.",11/13/07,1452,1.377410468,2.892561983,0,0.275482094
"LUMBER LIQUIDATORS HOLDINGS, INC.",11/13/07,186,0,3.76344086,0.537634409,2.150537634
NAVIOS MARITIME PARTNERS L.P.,11/13/07,256,0.390625,2.34375,0.390625,0.78125
"REED'S, INC.",10/13/06,659,0,2.731411229,0.151745068,4.40060698
OCH-ZIFF CAPITAL MANAGEMENT GROUP INC.,11/15/07,239,0,3.765690377,0,0
VIRTUAL RADIOLOGIC CORP,11/15/07,182,0,4.395604396,0.549450549,3.846153846
MSCI INC.,11/15/07,188,0,5.85106383,0,3.723404255
"RUBICON TECHNOLOGY, INC.",11/16/07,174,0,7.471264368,1.149425287,2.873563218
"KENNEDY-WILSON HOLDINGS, INC.",11/15/07,1465,0.204778157,2.798634812,0.068259386,0.409556314
RESHAPE LIFESCIENCES INC.,11/15/07,192,0,1.041666667,1.041666667,3.125
"ENERGYSOLUTIONS, INC.",11/15/07,133,0.751879699,5.263157895,0,6.766917293
"EL PASO PIPELINE PARTNERS, L.P.",11/16/07,242,0,2.479338843,0,3.305785124
CHIMERA INVESTMENT CORP,11/16/07,242,0.41322314,6.611570248,0,0
3PAR INC.,11/16/07,130,1.538461538,3.846153846,0.769230769,3.076923077
"INTERNET BRANDS, INC.",11/19/07,99,1.01010101,1.01010101,2.02020202,3.03030303
CHINA HOLDINGS ACQUISITION CORP.,11/19/07,1483,0.539447067,2.62980445,0,0.337154417
"SUCCESSFACTORS, INC.",11/20/07,209,0.956937799,4.306220096,0.4784689,0.4784689
IDEATION ACQUISITION CORP.,11/21/07,1387,0.144196107,3.532804614,0.072098053,0.504686373
WESTERN LIBERTY BANCORP,11/21/07,1362,0.660792952,2.643171806,0.073421439,0.146842878
"NATIONAL AMERICAN UNIVERSITY HOLDINGS, INC.",11/30/07,951,0.210304942,2.839116719,0,0.105152471
"BEACON FEDERAL BANCORP, INC.",8/22/07,494,1.012145749,5.263157895,0.809716599,0.809716599
"CONSTANT CONTACT, INC.",10/3/07,276,1.811594203,3.623188406,1.086956522,5.072463768
"MAP PHARMACEUTICALS, INC.",10/5/07,198,0.505050505,1.515151515,0.505050505,2.02020202
"CHINA DIGITAL TV HOLDING CO., LTD.",10/5/07,157,1.910828025,3.184713376,1.27388535,0
HICKS ACQUISITION CO I INC.,10/1/07,673,0.29717682,3.268945022,0.14858841,0.29717682
UNITED INSURANCE HOLDINGS CORP.,10/5/07,1732,1.327944573,3.002309469,0.057736721,0.173210162
COMPELLENT TECHNOLOGIES INC,10/10/07,209,0.956937799,1.913875598,1.435406699,1.435406699
"FIRST FINANCIAL NORTHWEST, INC.",8/23/07,392,0.510204082,4.336734694,0,0.510204082
TEXTAINER GROUP HOLDINGS LTD,10/11/07,314,1.592356688,5.095541401,0,2.866242038
TARGANTA THERAPEUTICS CORP.,10/10/07,228,0.877192982,4.385964912,0.877192982,1.754385965
"VIRGIN MOBILE USA, INC.",10/11/07,460,0,3.695652174,1.086956522,4.130434783
"SP ACQUISITION HOLDINGS, INC.",10/12/07,1582,0.12642225,3.034134008,0,0.442477876
"LAPORTE BANCORP, INC.",8/27/07,412,0.485436893,3.640776699,0,0
STONE TAN CHINA ACQUISITION CORP.,10/16/07,1085,0.184331797,3.133640553,0,0.276497696
"BAXANO SURGICAL, INC.",10/17/07,147,1.360544218,2.721088435,0.680272109,2.040816327
"STREAM GLOBAL SERVICES, INC.",10/18/07,2035,1.13022113,2.997542998,0.196560197,0.245700246
RETAIL OPPORTUNITY INVESTMENTS CORP,10/18/07,1434,0.278940028,2.370990237,0,0.209205021
MAXCOM TELECOMMUNICATIONS INC,10/22/07,107,0.934579439,5.607476636,0,3.738317757
"DUPONT FABROS TECHNOLOGY, INC.",10/19/07,312,0.320512821,7.692307692,0,0.961538462
NOAH EDUCATION HOLDINGS LTD.,10/19/07,151,0,3.311258278,0.662251656,0.662251656
CVR ENERGY INC,10/24/07,572,0.34965035,6.293706294,0,6.468531469
"FUQI INTERNATIONAL, INC.",10/24/07,109,0,1.834862385,0,3.669724771
"INTER-ATLANTIC FINANCIAL, INC.",10/4/07,980,0.102040816,3.265306122,0,0.102040816
"GRIZZLY ENERGY, LLC",10/24/07,204,0,5.392156863,0,2.450980392
LONGTOP FINANCIAL TECHNOLOGIES LTD,10/24/07,212,2.358490566,4.716981132,0,0.943396226
"ULTIMATE ESCAPES, INC.",10/24/07,1278,0.704225352,3.286384977,0.078247261,0.391236307
FGX INTERNATIONAL HOLDINGS LTD,10/25/07,205,0,9.268292683,0,1.951219512
"ULTA BEAUTY, INC.",10/25/07,75,0,2.666666667,0,0
"PZENA INVESTMENT MANAGEMENT, INC.",10/26/07,137,0,7.299270073,0,0
"POWER MEDICAL INTERVENTIONS, INC.",10/26/07,20,5,5,5,15
"NOVABAY PHARMACEUTICALS, INC.",10/26/07,246,0.81300813,0.81300813,0.81300813,0.81300813
SEANERGY MARITIME CORP.,9/25/07,1699,0.058858152,2.354326074,0.294290759,0.117716304
"CHINA MEDIAEXPRESS HOLDINGS, INC.",10/18/07,1340,0.373134328,3.28358209,0.074626866,0.52238806
GENOPTIX INC,10/30/07,287,1.045296167,4.181184669,0,2.090592334
B COMMUNICATIONS LTD,10/31/07,257,1.167315175,5.836575875,0,0
FANHUA INC.,10/31/07,191,1.047120419,2.617801047,0.523560209,2.094240838
INTERAMERICAN ACQUISITION GROUP INC,9/5/07,1,0,0,0,0
,,1,0,0,0,0
ENCORE ENERGY PARTNERS LP,9/12/07,152,0.657894737,9.210526316,0,4.605263158
"SPI ENERGY CO., LTD.",9/17/07,70,0,1.428571429,1.428571429,0
ATHENAHEALTH INC,9/20/07,417,0.71942446,3.597122302,0.479616307,2.158273381
FLY LEASING LTD,9/27/07,152,0.657894737,3.289473684,0,0
"CHINA CGAME, INC.",10/1/07,110,0.909090909,2.727272727,0.909090909,0.909090909
DUFF & PHELPS CORP,10/1/07,261,1.53256705,5.363984674,0,2.298850575
KBL HEALTHCARE ACQUISITION CORP III,7/23/07,1165,0.17167382,2.918454936,0.08583691,0.25751073
DOLAN CO.,8/2/07,276,1.449275362,2.536231884,0,0.724637681
GENPACT LTD,8/2/07,165,2.424242424,9.090909091,0.606060606,3.636363636
VIRTUSA CORP,8/3/07,201,0.995024876,1.990049751,0.497512438,2.985074627
"SUCAMPO PHARMACEUTICALS, INC.",8/3/07,237,0.843881857,0.421940928,0.843881857,3.797468354
CONCHO RESOURCES INC,8/3/07,365,0,9.04109589,0.273972603,6.849315068
ALTERNATIVE ASSET MANAGEMENT ACQUISITION CORP.,8/3/07,1062,0.282485876,2.824858757,0.094161959,0.470809793
CRESTWOOD MIDSTREAM PARTNERS LP,8/8/07,210,0,2.857142857,0.476190476,1.904761905
TWIN VEE POWERCATS INC,6/29/07,170,0,1.764705882,0,0.588235294
HIRERIGHT INC,8/8/07,147,1.360544218,2.040816327,0,3.401360544
E-HOUSE (CHINA) HOLDINGS LTD,8/8/07,178,0.561797753,1.123595506,0.561797753,0.561797753
MASIMO CORP,8/8/07,255,1.176470588,1.960784314,1.176470588,3.921568627
WUXI PHARMATECH (CAYMAN) INC.,8/9/07,315,0.634920635,5.714285714,0.317460317,1.26984127
"DEMANDTEC, INC.",8/9/07,160,1.25,5,0.625,2.5
HORSEHEAD HOLDING LLC,8/10/07,47,0,0,0,0
PARAGON SHIPPING INC.,8/10/07,124,0.806451613,7.258064516,0,3.225806452
MERCADOLIBRE INC,8/10/07,128,2.34375,6.25,0,0.78125
"VMWARE, INC.",8/15/07,297,1.683501684,5.387205387,0.336700337,2.693602694
COSAN LTD.,8/20/07,274,0.364963504,1.094890511,0,2.919708029
SHORETEL INC,7/3/07,182,1.648351648,2.197802198,0.549450549,1.098901099
ENCORE BANCSHARES INC,7/18/07,197,1.015228426,2.030456853,1.52284264,0
"DHI GROUP, INC.",7/18/07,120,0,6.666666667,0,4.166666667
"BLUEKNIGHT ENERGY PARTNERS, L.P.",7/18/07,156,0,3.205128205,0,2.564102564
LIMCO-PIEDMONT INC,7/19/07,138,2.173913043,5.797101449,0.724637681,0
NETEZZA CORP,7/19/07,277,1.083032491,4.332129964,0.36101083,3.249097473
"ORBITZ WORLDWIDE, INC.",7/20/07,206,0,9.223300971,0,2.427184466
"HHGREGG, INC.",7/20/07,103,0,1.941747573,0,0.970873786
AIRVANA INC,7/20/07,128,1.5625,1.5625,1.5625,3.125
MF GLOBAL HOLDINGS LTD.,7/20/07,28,0,0,0,0
IMARX THERAPEUTICS INC,7/26/07,356,0.561797753,1.966292135,0,1.404494382
"BLADELOGIC, INC.",7/25/07,171,1.754385965,3.50877193,1.169590643,1.754385965
REX ENERGY CORP,7/26/07,185,1.621621622,6.486486486,0.540540541,3.243243243
MONOTYPE IMAGING HOLDINGS INC.,7/25/07,216,0.462962963,2.777777778,0,2.777777778
VALIDUS HOLDINGS LTD,7/26/07,89,2.247191011,5.617977528,1.123595506,2.247191011
VOLTAIRE LTD.,7/27/07,133,1.503759398,3.759398496,0.751879699,1.503759398
"PERFECT WORLD CO., LTD.",7/27/07,120,0.833333333,0.833333333,1.666666667,1.666666667
LULULEMON ATHLETICA INC.,7/27/07,127,0.787401575,3.149606299,0,1.57480315
NORTH PENN BANCORP INC,8/16/07,413,0.242130751,4.842615012,0.242130751,0.726392252
"RHI ENTERTAINMENT, INC.",6/19/08,647,0,4.945904173,0,3.400309119
BRITANNIA BULK HOLDINGS INC,6/18/08,407,1.228501229,2.457002457,0,2.211302211
"HIGHPOWER INTERNATIONAL, INC.",6/23/08,9,0,0,0,0
NAVIOS MARITIME ACQUISITION CORP,6/26/08,1232,0,2.272727273,0,0.243506494
PIONEER SOUTHWEST ENERGY PARTNERS L.P.,5/1/08,59,0,3.389830508,0,0
"MAIDEN HOLDINGS, LTD.",5/6/08,10,0,0,0,0
CAPITOL CITY BANCSHARES INC,5/8/08,207,0.483091787,2.415458937,0.966183575,1.449275362
COLFAX CORP,5/8/08,531,0,3.389830508,0,1.506591337
"REAL GOODS SOLAR, INC.",5/8/08,152,1.315789474,3.947368421,0,4.605263158
"WESTERN MIDSTREAM OPERATING, LP",5/9/08,148,0,6.756756757,0.675675676,1.351351351
ZION OIL & GAS INC,5/14/08,58,0,1.724137931,0,5.172413793
VERSO CORP,5/16/08,204,0,7.352941176,0,3.921568627
AGNC INVESTMENT CORP.,5/16/08,217,0,5.529953917,0,0
WOWJOINT HOLDINGS LTD,5/16/08,1505,0.465116279,2.657807309,0,0.332225914
MALVERN FEDERAL BANCORP INC,2/22/08,431,0.928074246,3.712296984,0.464037123,0.464037123
"THC THERAPEUTICS, INC.",7/13/10,10,0,0,0,0
"SAFE BULKERS, INC.",5/29/08,17,0,0,0,0
"UNITED STATES DIESEL-HEATING OIL FUND, LP",4/9/08,212,0,1.886792453,0,0
"INTREPID POTASH, INC.",4/23/08,279,0,5.376344086,0.358422939,2.508960573
"AMERICAN WATER WORKS COMPANY, INC.",4/24/08,17,0,0,0,0
HATTERAS FINANCIAL CORP,4/25/08,171,1.169590643,6.432748538,0,0
"SGOCO GROUP, LTD.",3/10/08,1503,0.532268796,2.994011976,0,0.399201597
"HERITAGE-CRYSTAL CLEAN, INC.",3/12/08,255,0,2.352941176,0,1.176470588
VISA INC.,3/19/08,192,0,1.5625,0,0
"U-SWIRL, INC.",3/19/08,220,0,1.363636364,0,0.909090909
"CARDIONET, INC.",3/19/08,214,0.934579439,2.803738318,0.934579439,1.401869159
OVERTURE ACQUISITION CORP.,2/1/08,992,0.302419355,2.822580645,0.100806452,0.201612903
"CHINA DISPLAY TECHNOLOGIES, INC.",2/1/08,111,0,2.702702703,0,0
"CAPE BANCORP, INC.",11/27/07,587,0.851788756,2.044293015,0,1.36286201
BBV VIETNAM S.E.A. ACQUISITION CORP.,2/11/08,1195,0.251046025,2.761506276,0.083682008,0.334728033
ASIA TIME CORP,2/13/08,122,0.819672131,3.278688525,0.819672131,1.639344262
ARCSIGHT INC,2/14/08,154,1.298701299,4.545454545,0.649350649,1.298701299
MAKO SURGICAL CORP.,2/15/08,209,0.4784689,0.956937799,0.956937799,3.349282297
IRIDIUM COMMUNICATIONS INC.,2/19/08,1441,0.069396253,3.261623872,0,0.27758501
"U.S. STEM CELL, INC.",2/21/08,256,0.390625,1.5625,1.953125,1.171875
"UNITED STATES GASOLINE FUND, LP",2/25/08,126,0,3.174603175,0,0
BPW ACQUISITION CORP.,2/28/08,1495,0.267558528,2.675585284,0.066889632,0.267558528
FINCERA INC.,2/28/08,1307,0.153022188,2.754399388,0.076511094,0.382555471
"CIRCLE ENTERTAINMENT, INC.",1/3/08,1,0,0,0,0
ACCELERIZE INC.,5/9/07,97,1.030927835,6.18556701,0,0
"DANVERS BANCORP, INC.",11/21/07,360,0.555555556,4.166666667,0,1.944444444
"HUGHES TELEMATICS, INC.",1/15/08,1173,0.170502984,3.069053708,0.085251492,0.255754476
GEROVA FINANCIAL GROUP LTD,1/17/08,1479,0.270453009,2.569303584,0.067613252,0.135226504
WILLIAMS PIPELINE PARTNERS L.P.,1/18/08,116,0,4.310344828,0.862068966,0.862068966
SPORTS PROPERTIES ACQUISITION CORP.,1/18/08,2068,0.918762089,2.756286267,0.048355899,0.386847195
SAPPHIRE INDUSTRIALS CORP.,1/22/08,1389,0.215982721,2.303815695,0.07199424,0.287976962
MERIDIAN INTERSTATE BANCORP INC,11/27/07,417,0.239808153,2.877697842,0,0.239808153
WISDOMTREE CONTINUOUS COMMODITY INDEX FUND,1/14/08,241,0,1.659751037,0,0
RISKMETRICS GROUP INC,1/25/08,155,0.64516129,10.96774194,0,5.161290323
"IPC HEALTHCARE, INC.",1/25/08,128,1.5625,3.125,0,2.34375
ATLAS ACQUISITION HOLDINGS CORP.,1/25/08,1392,0.215517241,2.945402299,0.07183908,0.287356322
TRIAN ACQUISITION I CORP.,1/25/08,1946,0.462487153,3.545734841,0.102774923,0.308324769
RENESOLA LTD,1/29/08,220,0,3.181818182,0,3.181818182
CASCAL N.V.,1/29/08,205,1.463414634,5.365853659,0,0
ATA INC.,1/29/08,204,0.980392157,3.921568627,0,1.960784314
AIRSHARES(TM) EU CARBON ALLOWANCES FUND,1/26/09,107,0,6.542056075,0,0
"VPR BRANDS, LP.",1/2/09,18,0,0,0,0
CURRENCYSHARES RUSSIAN RUBLE TRUST,9/5/08,39,0,2.564102564,0,0
"GRAND CANYON EDUCATION, INC.",11/20/08,88,0,2.272727273,0,0
"HOME BANCORP, INC.",8/22/08,371,0.539083558,3.504043127,0,2.69541779
"CHOCOLATE CANDY CREATIONS, INC.",4/23/09,8,0,0,0,0
CHINA MASS MEDIA CORP.,8/4/08,150,1.333333333,4,0,0.666666667
"RACKSPACE HOSTING, INC.",8/8/08,317,0.94637224,2.523659306,0.94637224,3.785488959
LINIU TECHNOLOGY GROUP,8/12/08,1235,0.16194332,3.238866397,0.08097166,0.24291498
"DJSP ENTERPRISES, INC.",8/12/08,1478,1.217861976,2.638700947,0.067658999,0.202976996
"ILG, LLC",8/14/08,23,0,0,0,0
"LENDINGTREE, INC.",8/14/08,23,0,0,0,0
MYR GROUP INC.,8/13/08,1,0,0,0,0
TICKETMASTER ENTERTAINMENT LLC,8/14/08,23,0,0,0,0
"HSN, INC.",8/14/08,23,0,0,0,0
"VIRTUAL MEDICAL CENTRE, INC.",10/22/09,10,0,0,0,0
"ENERGY RECOVERY, INC.",7/2/08,88,2.272727273,2.272727273,1.136363636,4.545454545
"FUTUREIT, INC.",2/4/08,79,0,2.53164557,0,0
GT ADVANCED TECHNOLOGIES INC.,7/24/08,41,0,2.43902439,0,0
NORTH ASIA INVESTMENT CORP,7/25/08,1255,0.079681275,2.868525896,0.079681275,0.557768924
"OAK TREE EDUCATIONAL PARTNERS, INC.",5/7/07,8,0,0,0,0
CHINA DISTANCE EDUCATION HOLDINGS LTD,7/30/08,145,1.379310345,4.827586207,0.689655172,1.379310345
"HCI GROUP, INC.",7/24/08,241,0.829875519,4.149377593,0.829875519,0.414937759
OFFICE PROPERTIES INCOME TRUST,6/3/09,379,0,3.693931398,0,5.277044855
"CYS INVESTMENTS, INC.",6/12/09,188,0.531914894,6.914893617,0,0
CHEMSPEC INTERNATIONAL LTD,6/24/09,195,1.025641026,2.564102564,0.512820513,1.538461538
DUOYUAN GLOBAL WATER INC.,6/25/09,186,0.537634409,2.150537634,0.537634409,2.150537634
"MEDIDATA SOLUTIONS, INC.",6/25/09,187,2.139037433,5.347593583,0,2.139037433
INVESCO MORTGAGE CAPITAL INC.,6/29/09,256,0.78125,2.34375,0.78125,0
"MACROSHARES HOUSING DEPOSITOR, LLC",6/29/09,130,0.769230769,2.307692308,0,0
"DIGITALGLOBE, INC.",5/14/09,58,3.448275862,3.448275862,0,3.448275862
"SOLARWINDS, INC.",5/20/09,314,0.636942675,3.184713376,0,2.229299363
OPENTABLE INC,5/21/09,122,1.639344262,3.278688525,0,0.819672131
CHANGYOU.COM LTD,4/2/09,124,0.806451613,0.806451613,1.612903226,1.612903226
ZOVIO INC,4/16/09,116,0,1.724137931,0,0
ROSETTA STONE INC,4/16/09,244,0.819672131,2.049180328,0.409836066,0.819672131
"NIVS INTELLIMEDIA TECHNOLOGY GROUP, INC.",3/13/09,9,0,0,0,0
MEAD JOHNSON NUTRITION CO,2/11/09,154,0,1.298701299,0,0
PEBBLEBROOK HOTEL TRUST,12/9/09,195,0,6.153846154,1.025641026,0
CHINA NUOKANG BIO-PHARMACEUTICAL INC.,12/10/09,258,0.775193798,1.937984496,0.775193798,4.651162791
CONCORD MEDICAL SERVICES HOLDINGS LTD,12/11/09,208,0.480769231,2.403846154,0.480769231,1.442307692
"KAR AUCTION SERVICES, INC.",12/11/09,896,0,4.129464286,0,0.111607143
VYSTAR CORP,8/10/09,9,0,0,0,0
TEAM HEALTH HOLDINGS INC.,12/16/09,94,0,2.127659574,0,1.063829787
"COBALT INTERNATIONAL ENERGY, INC.",12/16/09,75,0,1.333333333,1.333333333,1.333333333
KRATON CORP,12/17/09,237,0,3.375527426,0,2.109704641
"INSPYR THERAPEUTICS, INC.",10/28/09,23,0,4.347826087,0,0
HYATT HOTELS CORP,11/5/09,118,3.389830508,6.779661017,0,0.847457627
ANCESTRY.COM INC.,11/5/09,240,0.833333333,1.666666667,0.416666667,1.25
"DUOYUAN PRINTING, INC.",11/6/09,137,2.189781022,1.459854015,0,0.729927007
"STR HOLDINGS, INC.",11/9/09,119,0,5.042016807,0,5.042016807
"WEED, INC.",7/7/09,22,0,0,0,0
"RUE21, INC.",11/13/09,255,0,1.960784314,0,3.529411765
DOLLAR GENERAL CORP,11/13/09,190,0,1.052631579,0,0
ISHARES DIVERSIFIED ALTERNATIVES TRUST,11/13/09,29,0,3.448275862,0,0
"ARISTA POWER, INC.",10/27/09,18,0,0,0,0
"UNITED STATES 12 MONTH NATURAL GAS FUND, LP",11/16/09,217,0,1.843317972,0,0
"FORTINET, INC.",11/18/09,131,1.526717557,3.816793893,0,3.816793893
CLOUD PEAK ENERGY INC.,11/23/09,429,1.165501166,2.097902098,0,0.932400932
"ARCHIPELAGO LEARNING, INC.",11/23/09,43,0,0,0,0
7 DAYS GROUP HOLDINGS LTD,11/20/09,285,0,4.561403509,0,1.052631579
"PLASTEC TECHNOLOGIES, LTD.",11/20/09,1114,0.179533214,3.411131059,0.089766607,0.179533214
REVOLUTIONARY CONCEPTS INC,11/5/09,82,0,1.219512195,0,0
WORRY FREE TEA HOUSE HOLDINGS COMPANY,11/12/09,189,0,2.116402116,0,6.349206349
TALECRIS BIOTHERAPEUTICS HOLDINGS CORP.,10/1/09,269,0,5.576208178,0,0.371747212
EDUCATION MANAGEMENT CORP,10/2/09,490,0,5.102040816,0,0.204081633
"ECHO GLOBAL LOGISTICS, INC.",10/2/09,213,1.408450704,3.755868545,0,0.469483568
"VERISK ANALYTICS, INC.",10/8/09,12,0,0,0,0
BANCO SANTANDER (BRASIL) S.A.,10/8/09,187,0,0,0,1.069518717
OMEROS CORP,10/8/09,511,0.195694716,5.283757339,0,1.56555773
"MISTRAS GROUP, INC.",10/9/09,166,1.807228916,5.421686747,0,0.602409639
RAILAMERICA INC /DE,10/13/09,137,0.729927007,6.569343066,0,1.459854015
CHINA REAL ESTATE INFORMATION CORP,10/16/09,159,0.628930818,1.257861635,0.628930818,1.257861635
PENN MILLERS HOLDING CORP,9/10/09,302,0,4.635761589,0.331125828,0.662251656
"ZST DIGITAL NETWORKS, INC.",10/20/09,116,0.862068966,2.586206897,0.862068966,0.862068966
"AGA MEDICAL HOLDINGS, INC.",10/21/09,349,0.573065903,3.724928367,0,2.865329513
DOLE FOOD CO INC,10/26/09,124,0.806451613,3.225806452,0,0.806451613
"VITAMIN SHOPPE, INC.",10/29/09,172,0,1.744186047,0,0.581395349
ADDUS HOMECARE CORP,10/29/09,454,0.660792952,2.422907489,0,1.321585903
"VIVAKOR, INC.",9/8/09,55,0,9.090909091,1.818181818,1.818181818
LIHUA INTERNATIONAL INC.,9/4/09,129,1.550387597,3.100775194,0,4.651162791
ABERDEEN STANDARD GOLD ETF TRUST,12/7/09,47,0,4.255319149,0,0
CREXUS INVESTMENT CORP.,9/17/09,584,0.856164384,2.054794521,0,0.171232877
"VITACOST.COM, INC.",9/24/09,185,0.540540541,4.324324324,0.540540541,3.783783784
"UNITED STATES SHORT OIL FUND, LP",9/22/09,224,0,1.785714286,0,0
"COLONY CAPITAL, INC.",9/24/09,622,0.482315113,3.215434084,0,0.160771704
ARTIO GLOBAL INVESTORS INC.,9/25/09,139,0,3.597122302,0,0
"APOLLO COMMERCIAL REAL ESTATE FINANCE, INC.",9/24/09,424,0.235849057,3.066037736,0,0.235849057
"B456 SYSTEMS, INC.",9/24/09,281,1.423487544,2.846975089,1.067615658,3.914590747
SELECT MEDICAL HOLDINGS CORP,9/25/09,382,0,7.068062827,0,1.308900524
SHANDA GAMES LTD,9/28/09,116,1.724137931,1.724137931,0.862068966,0.862068966
CDC SOFTWARE CORP,8/6/09,277,3.610108303,2.166064982,0.36101083,1.805054152
AVAGO TECHNOLOGIES LTD,8/6/09,335,0,2.985074627,0,0
CUMBERLAND PHARMACEUTICALS INC,8/12/09,395,2.53164557,3.544303797,0.253164557,2.53164557
"STARWOOD PROPERTY TRUST, INC.",8/13/09,431,0.696055684,3.016241299,0,0.232018561
"CHANGE HEALTHCARE HOLDINGS, INC.",8/12/09,110,0.909090909,8.181818182,0,0
"LOGMEIN, INC.",7/1/09,239,2.092050209,2.928870293,0.836820084,1.673640167
TERRITORIAL BANCORP INC.,5/26/09,549,0.72859745,5.828779599,0.364298725,1.4571949
"RECON TECHNOLOGY, LTD",7/24/09,151,1.986754967,2.649006623,0.662251656,0.662251656
PENNYMAC MORTGAGE INVESTMENT TRUST,7/31/09,427,0,3.981264637,0,0.468384075
GLOBE SPECIALTY METALS INC,7/30/09,133,1.503759398,1.503759398,0.751879699,3.007518797
