begdat,begprc,permno,date,prc
1991-10-24,1991-10-24,77037.0,1991-10-24,13.0
1991-10-02,1991-10-02,77038.0,1991-10-02,19.75
1991-10-18,1991-10-18,77039.0,1991-10-18,12.625
1991-10-11,1991-10-11,77040.0,1991-10-11,6.375
1973-11-20,1973-11-20,77041.0,1973-11-20,3.0
1991-10-10,1991-10-10,77042.0,1991-10-10,11.75
1991-10-11,1991-10-11,77043.0,1991-10-11,10.75
1991-10-28,1991-10-28,77044.0,1991-10-28,5.25
1991-10-10,1991-10-10,77045.0,1991-10-10,17.75
1991-10-30,1991-10-30,77046.0,1991-10-30,13.5
1991-10-01,1991-10-01,77047.0,1991-10-01,19.75
1991-10-30,1991-10-30,77048.0,1991-10-30,11.5
1991-10-11,1991-10-11,77049.0,1991-10-11,13.0
1991-10-24,1991-10-24,77052.0,1991-10-24,15.625
1991-10-15,1991-10-15,77053.0,1991-10-15,21.5
1991-10-04,1991-10-04,77055.0,1991-10-04,8.75
1991-10-10,1991-10-10,77056.0,1991-10-10,5.625
1991-10-09,1991-10-09,77057.0,1991-10-09,20.375
1991-09-19,1991-09-19,77058.0,1991-09-19,28.75
1991-10-11,1991-10-11,77059.0,1991-10-11,13.125
1972-12-14,1972-12-14,77060.0,1972-12-14,2.75
1991-10-30,1991-10-30,77061.0,1991-10-30,23.5
1991-10-24,1991-10-24,77062.0,1991-10-24,23.125
1991-10-18,1991-10-18,77063.0,1991-10-18,18.5
1991-10-29,1991-10-29,77064.0,1991-10-29,24.0
1991-10-22,1991-10-22,77065.0,1991-10-22,15.25
1991-10-25,1991-10-25,77066.0,1991-10-25,15.0
1991-10-17,1991-10-17,77067.0,1991-10-17,15.0
1977-06-02,1977-06-02,77068.0,1977-06-02,10.0
1991-10-17,1991-10-17,77069.0,1991-10-17,15.0
1991-10-17,1991-10-17,77070.0,1991-10-17,15.0
1991-10-17,1991-10-17,77071.0,1991-10-17,15.0
1991-10-17,1991-10-17,77072.0,1991-10-17,15.0
1991-10-17,1991-10-17,77073.0,1991-10-17,15.0
1991-10-11,1991-10-11,77074.0,1991-10-11,10.0
1991-10-11,1991-10-11,77075.0,1991-10-11,18.25
1972-12-14,1972-12-14,77076.0,1972-12-14,10.0
1991-10-08,1991-10-08,77077.0,1991-10-08,15.0
1991-10-25,1991-10-25,77078.0,1991-10-25,21.125
1991-10-01,1991-10-01,77079.0,1991-10-01,31.0
1991-10-11,1991-10-11,77080.0,1991-10-11,22.75
1991-10-01,1991-10-01,77081.0,1991-10-01,24.125
1991-11-15,1991-11-15,77082.0,1991-11-15,8.875
1991-11-06,1991-11-06,77083.0,1991-11-06,17.5
1984-04-26,1984-04-26,77084.0,1984-04-26,9.8125
1991-11-08,1991-11-08,77085.0,1991-11-08,8.25
1991-11-01,1991-11-01,77086.0,1991-11-01,28.75
1991-11-21,1991-11-21,77087.0,1991-11-21,11.0
1991-11-21,1991-11-21,77088.0,1991-11-21,12.0
1991-11-07,1991-11-07,77089.0,1991-11-07,17.0
1991-11-14,1991-11-14,77090.0,1991-11-14,22.5
1991-11-27,1991-11-27,77091.0,1991-11-27,17.625
1991-11-11,1991-11-11,77092.0,1991-11-11,14.0
1991-11-26,1991-11-26,77094.0,1991-11-26,13.75
1991-11-15,1991-11-15,77095.0,1991-11-15,24.25
1991-11-06,1991-11-06,77096.0,1991-11-06,10.25
1991-11-22,1991-11-22,77097.0,1991-11-22,13.875
1991-11-08,1991-11-08,77098.0,1991-11-08,11.0
1991-11-07,1991-11-07,77099.0,1991-11-07,9.75
1991-11-20,1991-11-20,77100.0,1991-11-20,10.0
1991-11-25,1991-11-25,77101.0,1991-11-25,5.25
1991-11-22,1991-11-22,77102.0,1991-11-22,11.5
1991-11-19,1991-11-19,77103.0,1991-11-19,13.5
1991-11-21,1991-11-21,77104.0,1991-11-21,7.125
1972-12-14,1972-12-14,77105.0,1972-12-14,5.5
1991-11-20,1991-11-20,77106.0,1991-11-20,14.0
1991-11-07,1991-11-07,77107.0,1991-11-07,9.5
1991-11-01,1991-11-01,77108.0,1991-11-01,18.0
1991-11-08,1991-11-08,77109.0,1991-11-08,18.5
1991-11-06,1991-11-06,77110.0,1991-11-06,14.75
1991-11-12,1991-11-12,77111.0,1991-11-12,12.375
1991-11-21,1991-11-21,77112.0,1991-11-21,9.0
1991-11-27,1991-11-27,77113.0,1991-11-27,11.75
1991-11-26,1991-11-26,77114.0,1991-11-26,7.0
1991-11-20,1991-11-20,77116.0,1991-11-20,15.0
1991-11-08,1991-11-08,77117.0,1991-11-08,17.625
1991-11-08,1991-11-08,77118.0,1991-11-08,9.25
1991-11-14,1991-11-14,77119.0,1991-11-14,14.5
1991-11-15,1991-11-15,77120.0,1991-11-15,18.0
1972-12-14,1972-12-14,77121.0,1972-12-14,30.5
1991-11-15,1991-11-15,77122.0,1991-11-15,17.0
1991-11-22,1991-11-22,77123.0,1991-11-22,12.5
1991-11-22,1991-11-22,77124.0,1991-11-22,15.125
1991-11-25,1991-11-25,77125.0,1991-11-25,15.0
1991-11-25,1991-11-25,77126.0,1991-11-25,15.0
1991-11-27,1991-11-27,77128.0,1991-11-27,14.625
1991-11-22,1991-11-22,77129.0,1991-11-22,20.0
1991-11-21,1991-11-21,77131.0,1991-11-21,14.875
1991-11-21,1991-11-21,77132.0,1991-11-21,15.0
1991-11-27,1991-11-27,77133.0,1991-11-27,14.75
1991-11-27,1991-11-27,77134.0,1991-11-27,15.0
1991-11-27,1991-11-27,77135.0,1991-11-27,15.0
1991-11-27,1991-11-27,77136.0,1991-11-27,15.0
1972-12-14,1972-12-14,77140.0,1972-12-14,9.25
1991-11-29,1991-11-29,77142.0,1991-11-29,8.875
1991-11-29,1991-11-29,77143.0,1991-11-29,8.625
1991-09-20,1991-09-20,77144.0,1991-09-20,21.0
1991-09-19,1991-09-19,77145.0,1991-09-19,10.125
1991-08-16,1991-08-16,77146.0,1991-08-16,14.75
1991-12-20,1991-12-20,77147.0,1991-12-20,15.125
1977-09-14,1977-09-14,77148.0,1977-09-14,4.8125
1991-12-20,1991-12-20,77149.0,1991-12-20,15.0
1991-12-18,1991-12-18,77150.0,1991-12-18,14.125
1991-12-13,1991-12-13,77151.0,1991-12-13,13.75
1991-12-16,1991-12-16,77152.0,1991-12-16,15.0
1991-12-19,1991-12-19,77153.0,1991-12-19,15.0
1991-12-19,1991-12-19,77154.0,1991-12-19,15.0
1991-12-04,1991-12-04,77155.0,1991-12-04,27.5
1972-12-14,1972-12-14,77156.0,1972-12-14,25.375
1991-12-11,1991-12-11,77157.0,1991-12-11,10.5
1991-12-27,1991-12-27,77158.0,1991-12-27,16.5
1991-12-20,1991-12-20,77159.0,1991-12-20,5.125
1991-11-08,1991-11-08,77161.0,1991-11-08,13.0
1991-12-03,1991-12-03,77162.0,1991-12-03,9.75
1991-12-03,1991-12-03,77163.0,1991-12-03,17.25
1983-09-27,1983-09-27,77164.0,1983-09-27,1.625
1991-12-04,1991-12-04,77165.0,1991-12-04,12.0
1991-12-04,1991-12-04,77166.0,1991-12-04,1037.5
1991-12-04,1991-12-04,77167.0,1991-12-04,15.75
1991-12-06,1991-12-06,77168.0,1991-12-06,5.875
1991-12-10,1991-12-10,77169.0,1991-12-10,11.75
1991-12-11,1991-12-11,77170.0,1991-12-11,12.5
1991-12-11,1991-12-11,77171.0,1991-12-11,9.0
1983-11-21,1983-11-21,77172.0,1983-11-21,3.625
1991-12-11,1991-12-11,77173.0,1991-12-11,10.25
1991-12-12,1991-12-12,77174.0,1991-12-12,9.0
1991-12-12,1991-12-12,77175.0,1991-12-12,17.25
1991-12-13,1991-12-13,77176.0,1991-12-13,18.75
1991-12-13,1991-12-13,77177.0,1991-12-13,12.375
1991-12-13,1991-12-13,77178.0,1991-12-13,18.0
1991-12-17,1991-12-17,77179.0,1991-12-17,15.25
1991-12-17,1991-12-17,77180.0,1991-12-17,10.0
1991-12-17,1991-12-17,77181.0,1991-12-17,24.375
1991-12-17,1991-12-17,77182.0,1991-12-17,23.25
1991-12-18,1991-12-18,77183.0,1991-12-18,12.75
1991-12-18,1991-12-18,77184.0,1991-12-18,11.5
1991-12-18,1991-12-18,77185.0,1991-12-18,15.75
1991-12-19,1991-12-19,77186.0,1991-12-19,8.125
1991-12-20,1991-12-20,77187.0,1991-12-20,7.0
1991-12-23,1991-12-23,77188.0,1991-12-23,28.75
1991-12-23,1991-12-23,77189.0,1991-12-23,17.75
1991-12-24,1991-12-24,77190.0,1991-12-24,12.75
1991-12-17,1991-12-17,77191.0,1991-12-17,11.25
1992-01-03,1992-01-03,77192.0,1992-01-03,1.125
1991-11-04,1991-11-04,77193.0,1991-11-04,8.875
1991-11-21,1991-11-21,77194.0,1991-11-21,6.875
1991-11-21,1991-11-21,77195.0,1991-11-21,8.75
1991-11-11,1991-11-11,77196.0,1991-11-11,5.25
1991-10-22,1991-10-22,77197.0,1991-10-22,6.125
1991-12-17,1991-12-17,77198.0,1991-12-17,24.75
1991-12-23,1991-12-23,77199.0,1991-12-23,12.375
1991-11-12,1991-11-12,77200.0,1991-11-12,2.59375
1972-12-14,1972-12-14,77201.0,1972-12-14,12.875
1991-11-07,1991-11-07,77202.0,1991-11-07,7.25
1991-11-11,1991-11-11,77203.0,1991-11-11,9.5
1991-10-01,1991-10-01,77204.0,1991-10-01,10.625
1991-11-19,1991-11-19,77205.0,1991-11-19,10.625
1991-10-17,1991-10-17,77206.0,1991-10-17,2.875
1991-11-12,1991-11-12,77207.0,1991-11-12,3.375
1991-11-14,1991-11-14,77208.0,1991-11-14,7.375
1991-10-02,1991-10-02,77209.0,1991-10-02,3.8125
1991-12-04,1991-12-04,77210.0,1991-12-04,6.0
1991-12-20,1991-12-20,77211.0,1991-12-20,6.8125
1991-11-06,1991-11-06,77212.0,1991-11-06,11.125
1991-11-12,1991-11-12,77213.0,1991-11-12,3.5
1991-11-12,1991-11-12,77214.0,1991-11-12,4.125
1991-12-10,1991-12-10,77215.0,1991-12-10,3.21875
1991-12-03,1991-12-03,77216.0,1991-12-03,10.875
1991-12-04,1991-12-04,77217.0,1991-12-04,2.9375
1991-11-13,1991-11-13,77218.0,1991-11-13,3.25
1991-11-12,1991-11-12,77219.0,1991-11-12,8.8125
1981-02-24,1981-02-24,77220.0,1981-02-24,2.4375
1991-12-24,1991-12-24,77221.0,1991-12-24,8.3125
1991-12-26,1991-12-26,77222.0,1991-12-26,3.5
1991-12-04,1991-12-04,77223.0,1991-12-04,4.125
1991-12-06,1991-12-06,77224.0,1991-12-06,3.5625
1991-10-02,1991-10-02,77225.0,1991-10-02,12.75
1991-10-15,1991-10-15,77226.0,1991-10-15,5.1875
1991-10-28,1991-10-28,77227.0,1991-10-28,6.875
1979-12-19,1979-12-19,77228.0,1979-12-19,20.875
1991-10-17,1991-10-17,77229.0,1991-10-17,15.125
1991-11-14,1991-11-14,77230.0,1991-11-14,8.5
1991-11-13,1991-11-13,77231.0,1991-11-13,4.125
1990-01-05,1990-01-05,77233.0,1990-01-05,2.375
1991-12-18,1991-12-18,77234.0,1991-12-18,4.3125
1991-10-21,1991-10-21,77235.0,1991-10-21,4.625
1991-12-23,1991-12-23,77236.0,1991-12-23,11.25
1991-12-05,1991-12-05,77237.0,1991-12-05,11.875
1991-12-12,1991-12-12,77238.0,1991-12-12,7.75
1991-12-31,1991-12-31,77239.0,1991-12-31,9.8125
1991-10-07,1991-10-07,77240.0,1991-10-07,3.125
1983-05-27,1983-05-27,77241.0,1983-05-27,1.625
1991-10-29,1991-10-29,77242.0,1991-10-29,2.625
1991-11-20,1991-11-20,77245.0,1991-11-20,6.0
1991-12-06,1991-12-06,77246.0,1991-12-06,4.5
1991-10-14,1991-10-14,77247.0,1991-10-14,6.0
1991-10-03,1991-10-03,77248.0,1991-10-03,4.875
1989-10-30,1989-10-30,77249.0,1989-10-30,0.625
1991-11-08,1991-11-08,77250.0,1991-11-08,3.0625
1991-05-01,1991-05-01,77251.0,1991-05-01,31.375
1982-11-26,1982-11-26,77252.0,1982-11-26,9.5
1991-10-04,1991-10-04,77253.0,1991-10-04,5.375
1986-06-25,1986-06-25,77254.0,1986-06-25,17.125
1992-01-17,1992-01-17,77255.0,1992-01-17,15.0
1992-01-02,1992-01-02,77256.0,1992-01-02,13.625
1992-01-09,1992-01-09,77257.0,1992-01-09,6.25
1992-01-13,1992-01-13,77258.0,1992-01-13,6.5
1992-01-14,1992-01-14,77259.0,1992-01-14,8.625
1992-01-14,1992-01-14,77260.0,1992-01-14,8.875
1992-01-14,1992-01-14,77261.0,1992-01-14,6.875
1992-01-16,1992-01-16,77262.0,1992-01-16,4.625
1992-01-16,1992-01-16,77263.0,1992-01-16,4.6875
1992-01-17,1992-01-17,77264.0,1992-01-17,20.75
1992-01-17,1992-01-17,77265.0,1992-01-17,11.25
1992-01-17,1992-01-17,77266.0,1992-01-17,17.0
1992-01-17,1992-01-17,77267.0,1992-01-17,9.75
1992-01-21,1992-01-21,77268.0,1992-01-21,12.25
1992-01-21,1992-01-21,77269.0,1992-01-21,13.75
1992-01-21,1992-01-21,77270.0,1992-01-21,5.6875
1992-01-21,1992-01-21,77271.0,1992-01-21,16.75
1992-01-21,1992-01-21,77272.0,1992-01-21,4.75
1992-01-22,1992-01-22,77273.0,1992-01-22,9.0
1992-01-22,1992-01-22,77274.0,1992-01-22,20.25
1992-01-22,1992-01-22,77275.0,1992-01-22,5.5
1992-01-22,1992-01-22,77276.0,1992-01-22,17.0
1992-01-22,1992-01-22,77277.0,1992-01-22,30.0
1992-01-22,1992-01-22,77278.0,1992-01-22,6.5
1992-01-23,1992-01-23,77279.0,1992-01-23,15.75
1992-01-23,1992-01-23,77280.0,1992-01-23,15.0
1992-01-23,1992-01-23,77281.0,1992-01-23,24.5
1992-01-23,1992-01-23,77282.0,1992-01-23,6.375
1992-01-24,1992-01-24,77283.0,1992-01-24,30.75
1992-01-28,1992-01-28,77284.0,1992-01-28,14.75
1992-01-28,1992-01-28,77285.0,1992-01-28,11.0
1992-01-28,1992-01-28,77286.0,1992-01-28,17.5
1984-03-05,1984-03-05,77287.0,1984-03-05,5.125
1992-01-29,1992-01-29,77288.0,1992-01-29,15.25
1992-01-29,1992-01-29,77289.0,1992-01-29,9.5625
1992-01-29,1992-01-29,77291.0,1992-01-29,15.75
1992-01-29,1992-01-29,77292.0,1992-01-29,15.125
1992-01-29,1992-01-29,77293.0,1992-01-29,3.9375
1992-01-30,1992-01-30,77294.0,1992-01-30,12.0
1972-12-14,1972-12-14,77295.0,1972-12-14,44.0
1992-01-30,1992-01-30,77296.0,1992-01-30,11.0
1992-01-30,1992-01-30,77297.0,1992-01-30,5.5
1992-01-30,1992-01-30,77298.0,1992-01-30,10.25
1992-01-30,1992-01-30,77299.0,1992-01-30,3.3125
1992-01-31,1992-01-31,77300.0,1992-01-31,22.25
1992-01-23,1992-01-23,77301.0,1992-01-23,10.0
1992-01-24,1992-01-24,77302.0,1992-01-24,15.0
1992-01-30,1992-01-30,77303.0,1992-01-30,16.75
1992-01-29,1992-01-29,77304.0,1992-01-29,20.25
1992-01-15,1992-01-15,77306.0,1992-01-15,9.5
1992-02-07,1992-02-07,77307.0,1992-02-07,16.25
1972-12-14,1972-12-14,77308.0,1972-12-14,2.875
1992-02-06,1992-02-06,77309.0,1992-02-06,12.5
1992-02-13,1992-02-13,77310.0,1992-02-13,19.25
1992-02-14,1992-02-14,77311.0,1992-02-14,11.875
1992-02-14,1992-02-14,77312.0,1992-02-14,15.375
1992-02-21,1992-02-21,77313.0,1992-02-21,10.0
1992-02-21,1992-02-21,77314.0,1992-02-21,15.0
1992-02-19,1992-02-19,77315.0,1992-02-19,14.875
1992-02-19,1992-02-19,77316.0,1992-02-19,14.75
1992-02-05,1992-02-05,77317.0,1992-02-05,8.625
1992-02-14,1992-02-14,77318.0,1992-02-14,9.625
1992-02-03,1992-02-03,77319.0,1992-02-03,5.25
1992-02-04,1992-02-04,77320.0,1992-02-04,13.125
1992-02-05,1992-02-05,77321.0,1992-02-05,10.75
1992-02-05,1992-02-05,77322.0,1992-02-05,9.0
1992-02-06,1992-02-06,77323.0,1992-02-06,5.0625
1992-02-06,1992-02-06,77324.0,1992-02-06,8.25
1992-02-07,1992-02-07,77325.0,1992-02-07,12.25
1992-02-07,1992-02-07,77326.0,1992-02-07,3.875
1992-02-11,1992-02-11,77327.0,1992-02-11,10.125
1992-02-11,1992-02-11,77328.0,1992-02-11,11.375
1992-02-11,1992-02-11,77329.0,1992-02-11,20.0
1992-02-11,1992-02-11,77330.0,1992-02-11,6.5625
1992-02-12,1992-02-12,77331.0,1992-02-12,21.75
1982-04-13,1982-04-13,77332.0,1982-04-13,2.75
1992-02-12,1992-02-12,77333.0,1992-02-12,13.625
1992-02-12,1992-02-12,77334.0,1992-02-12,17.0
1992-02-13,1992-02-13,77335.0,1992-02-13,20.0
1992-02-13,1992-02-13,77336.0,1992-02-13,12.75
1992-02-13,1992-02-13,77337.0,1992-02-13,5.5625
1992-02-13,1992-02-13,77338.0,1992-02-13,16.375
1992-02-13,1992-02-13,77339.0,1992-02-13,20.0
1992-02-13,1992-02-13,77340.0,1992-02-13,2.9375
1992-02-14,1992-02-14,77341.0,1992-02-14,9.875
1992-02-14,1992-02-14,77343.0,1992-02-14,3.4375
1992-02-14,1992-02-14,77344.0,1992-02-14,17.5
1992-02-14,1992-02-14,77345.0,1992-02-14,4.9375
1992-02-18,1992-02-18,77346.0,1992-02-18,12.75
1992-02-19,1992-02-19,77347.0,1992-02-19,12.25
1992-02-19,1992-02-19,77348.0,1992-02-19,12.75
1992-02-19,1992-02-19,77349.0,1992-02-19,1.09375
1992-02-20,1992-02-20,77350.0,1992-02-20,17.5
1992-02-20,1992-02-20,77351.0,1992-02-20,2.6875
1992-02-21,1992-02-21,77352.0,1992-02-21,6.75
1992-02-25,1992-02-25,77353.0,1992-02-25,7.75
1992-02-25,1992-02-25,77354.0,1992-02-25,28.25
1992-02-24,1992-02-24,77355.0,1992-02-24,16.875
1992-02-26,1992-02-26,77356.0,1992-02-26,18.25
1992-02-26,1992-02-26,77357.0,1992-02-26,31.5
1992-02-26,1992-02-26,77358.0,1992-02-26,9.0
1977-04-06,1977-04-06,77359.0,1977-04-06,27.375
1992-02-28,1992-02-28,77360.0,1992-02-28,13.75
1992-02-28,1992-02-28,77361.0,1992-02-28,19.0
1992-02-28,1992-02-28,77362.0,1992-02-28,15.25
1992-02-28,1992-02-28,77363.0,1992-02-28,4.875
1992-02-28,1992-02-28,77364.0,1992-02-28,3.9375
1992-02-28,1992-02-28,77366.0,1992-02-28,32.375
1972-12-14,1972-12-14,77367.0,1972-12-14,8.25
1992-02-26,1992-02-26,77368.0,1992-02-26,25.125
1992-02-28,1992-02-28,77369.0,1992-02-28,10.5
1992-02-27,1992-02-27,77370.0,1992-02-27,23.125
1992-02-26,1992-02-26,77371.0,1992-02-26,16.0
1992-02-26,1992-02-26,77372.0,1992-02-26,17.375
1992-01-30,1992-01-30,77373.0,1992-01-30,23.25
1975-11-17,1975-11-17,77375.0,1975-11-17,4.0
1992-02-27,1992-02-27,77376.0,1992-02-27,11.375
1992-02-28,1992-02-28,77377.0,1992-02-28,10.0
1992-03-03,1992-03-03,77378.0,1992-03-03,16.0
1992-03-03,1992-03-03,77379.0,1992-03-03,36.0
1992-03-03,1992-03-03,77380.0,1992-03-03,25.75
1992-03-03,1992-03-03,77382.0,1992-03-03,17.5
1992-03-04,1992-03-04,77383.0,1992-03-04,12.25
1992-03-04,1992-03-04,77384.0,1992-03-04,12.0
1992-03-04,1992-03-04,77385.0,1992-03-04,11.75
1992-03-04,1992-03-04,77386.0,1992-03-04,10.75
1992-03-04,1992-03-04,77387.0,1992-03-04,16.5
1992-03-05,1992-03-05,77388.0,1992-03-05,21.875
1992-03-05,1992-03-05,77389.0,1992-03-05,15.75
1992-03-05,1992-03-05,77390.0,1992-03-05,10.0
1972-12-14,1972-12-14,77391.0,1972-12-14,23.0
1992-03-05,1992-03-05,77392.0,1992-03-05,13.0
1992-03-05,1992-03-05,77393.0,1992-03-05,11.875
1992-03-06,1992-03-06,77395.0,1992-03-06,3.625
1992-03-09,1992-03-09,77396.0,1992-03-09,4.6875
1992-03-10,1992-03-10,77397.0,1992-03-10,12.0
1992-03-10,1992-03-10,77398.0,1992-03-10,3.125
1992-03-10,1992-03-10,77400.0,1992-03-10,9.125
1992-03-11,1992-03-11,77401.0,1992-03-11,17.75
1992-03-11,1992-03-11,77402.0,1992-03-11,12.875
1992-03-11,1992-03-11,77403.0,1992-03-11,16.0
1972-12-14,1972-12-14,77404.0,1972-12-14,4.0625
1992-03-12,1992-03-12,77405.0,1992-03-12,19.5
1992-03-12,1992-03-12,77406.0,1992-03-12,6.25
1992-03-13,1992-03-13,77407.0,1992-03-13,11.5
1992-03-13,1992-03-13,77409.0,1992-03-13,18.5
1992-03-16,1992-03-16,77410.0,1992-03-16,14.0
1992-03-17,1992-03-17,77411.0,1992-03-17,14.25
1972-12-14,1972-12-14,77412.0,1972-12-14,9.1875
1992-03-17,1992-03-17,77413.0,1992-03-17,8.75
1992-03-17,1992-03-17,77414.0,1992-03-17,44.0
1992-03-17,1992-03-17,77415.0,1992-03-17,12.0
1992-03-18,1992-03-18,77416.0,1992-03-18,12.0
1992-03-18,1992-03-18,77417.0,1992-03-18,11.5
1992-03-19,1992-03-19,77418.0,1992-03-19,14.75
1992-03-19,1992-03-19,77419.0,1992-03-19,14.0
1992-03-19,1992-03-19,77420.0,1992-03-19,15.5
1992-03-19,1992-03-19,77421.0,1992-03-19,14.5
1992-03-19,1992-03-19,77422.0,1992-03-19,5.875
1992-03-19,1992-03-19,77423.0,1992-03-19,8.0
1992-03-19,1992-03-19,77424.0,1992-03-19,16.25
1992-03-19,1992-03-19,77425.0,1992-03-19,14.25
1992-03-20,1992-03-20,77426.0,1992-03-20,11.0
1992-03-20,1992-03-20,77427.0,1992-03-20,7.25
1992-03-20,1992-03-20,77428.0,1992-03-20,20.75
1992-03-20,1992-03-20,77429.0,1992-03-20,15.0
1992-03-20,1992-03-20,77430.0,1992-03-20,6.25
1992-03-23,1992-03-23,77431.0,1992-03-23,13.25
1992-03-24,1992-03-24,77433.0,1992-03-24,13.25
1992-03-24,1992-03-24,77434.0,1992-03-24,11.75
1992-03-25,1992-03-25,77435.0,1992-03-25,12.5
1992-03-25,1992-03-25,77437.0,1992-03-25,9.75
1992-03-25,1992-03-25,77438.0,1992-03-25,13.5
1982-09-29,1982-09-29,77439.0,1982-09-29,1.5
1992-03-25,1992-03-25,77440.0,1992-03-25,10.125
1992-03-26,1992-03-26,77441.0,1992-03-26,7.4375
1992-03-26,1992-03-26,77442.0,1992-03-26,22.0
1992-03-26,1992-03-26,77443.0,1992-03-26,5.125
1992-03-27,1992-03-27,77444.0,1992-03-27,11.0
1992-03-27,1992-03-27,77445.0,1992-03-27,3.25
1992-03-31,1992-03-31,77446.0,1992-03-31,20.5
1992-03-31,1992-03-31,77447.0,1992-03-31,10.375
1992-03-31,1992-03-31,77448.0,1992-03-31,21.5
1992-03-31,1992-03-31,77449.0,1992-03-31,14.5
1992-03-31,1992-03-31,77450.0,1992-03-31,20.0
1992-03-31,1992-03-31,77451.0,1992-03-31,16.75
1992-03-06,1992-03-06,77452.0,1992-03-06,18.625
1992-03-05,1992-03-05,77453.0,1992-03-05,15.375
1992-03-06,1992-03-06,77454.0,1992-03-06,47.5
1972-12-14,1972-12-14,77455.0,1972-12-14,5.875
1992-03-03,1992-03-03,77456.0,1992-03-03,15.0
1992-03-13,1992-03-13,77457.0,1992-03-13,18.0
1992-03-12,1992-03-12,77458.0,1992-03-12,15.0
1992-03-13,1992-03-13,77459.0,1992-03-13,18.625
1992-03-09,1992-03-09,77460.0,1992-03-09,8.625
1992-03-11,1992-03-11,77461.0,1992-03-11,16.75
1992-03-17,1992-03-17,77462.0,1992-03-17,15.375
1975-11-26,1975-11-26,77463.0,1975-11-26,6.25
1992-03-19,1992-03-19,77464.0,1992-03-19,22.25
1992-03-19,1992-03-19,77465.0,1992-03-19,14.0
1992-03-16,1992-03-16,77466.0,1992-03-16,14.75
1992-03-16,1992-03-16,77467.0,1992-03-16,15.0
1992-03-16,1992-03-16,77468.0,1992-03-16,15.0
1992-03-16,1992-03-16,77469.0,1992-03-16,14.75
1992-03-20,1992-03-20,77470.0,1992-03-20,15.0
1972-12-14,1972-12-14,77471.0,1972-12-14,100.5
1992-03-27,1992-03-27,77472.0,1992-03-27,28.0
1992-03-25,1992-03-25,77473.0,1992-03-25,18.0
1992-03-27,1992-03-27,77474.0,1992-03-27,10.0
1992-03-13,1992-03-13,77475.0,1992-03-13,10.75
1992-03-31,1992-03-31,77476.0,1992-03-31,22.0
1992-03-02,1992-03-02,77477.0,1992-03-02,7.5
1992-03-31,1992-03-31,77478.0,1992-03-31,6.25
1987-09-28,1987-09-28,77480.0,1987-09-28,0.59375
1992-03-13,1992-03-13,77481.0,1992-03-13,20.625
1992-03-18,1992-03-18,77482.0,1992-03-18,2.875
1992-03-19,1992-03-19,77483.0,1992-03-19,1.875
1992-03-18,1992-03-18,77484.0,1992-03-18,9.25
1992-03-18,1992-03-18,77485.0,1992-03-18,3.875
1992-03-18,1992-03-18,77486.0,1992-03-18,3.0
1992-03-18,1992-03-18,77487.0,1992-03-18,5.0
1992-03-27,1992-03-27,77488.0,1992-03-27,2.875
1992-04-03,1992-04-03,77489.0,1992-04-03,15.0
1972-12-14,1972-12-14,77490.0,1972-12-14,17.0
1992-04-02,1992-04-02,77491.0,1992-04-02,8.125
1992-04-03,1992-04-03,77492.0,1992-04-03,8.0
1992-04-01,1992-04-01,77493.0,1992-04-01,11.5
1992-04-01,1992-04-01,77494.0,1992-04-01,6.0625
1992-04-01,1992-04-01,77495.0,1992-04-01,7.0
1992-04-01,1992-04-01,77496.0,1992-04-01,15.375
1992-04-01,1992-04-01,77497.0,1992-04-01,12.25
1972-12-14,1972-12-14,77498.0,1972-12-14,12.1875
1992-04-03,1992-04-03,77499.0,1992-04-03,13.75
1992-04-03,1992-04-03,77500.0,1992-04-03,3.5
1992-04-03,1992-04-03,77501.0,1992-04-03,9.875
1992-04-03,1992-04-03,77502.0,1992-04-03,8.125
1992-04-07,1992-04-07,77503.0,1992-04-07,16.75
1992-04-07,1992-04-07,77504.0,1992-04-07,19.5
1992-04-07,1992-04-07,77505.0,1992-04-07,12.5
1992-04-08,1992-04-08,77506.0,1992-04-08,15.0
1992-04-08,1992-04-08,77507.0,1992-04-08,11.0
1992-04-09,1992-04-09,77508.0,1992-04-09,17.75
1992-04-13,1992-04-13,77509.0,1992-04-13,5.0
1992-04-14,1992-04-14,77510.0,1992-04-14,11.375
1992-04-14,1992-04-14,77511.0,1992-04-14,6.0
1992-04-14,1992-04-14,77512.0,1992-04-14,3.0625
1992-04-14,1992-04-14,77513.0,1992-04-14,8.1875
1992-04-15,1992-04-15,77514.0,1992-04-15,5.5
1992-04-15,1992-04-15,77515.0,1992-04-15,10.0
1992-04-15,1992-04-15,77516.0,1992-04-15,13.0
1992-04-15,1992-04-15,77517.0,1992-04-15,11.25
1992-04-15,1992-04-15,77518.0,1992-04-15,5.25
1983-04-18,1983-04-18,77519.0,1983-04-18,30.5
1992-04-16,1992-04-16,77520.0,1992-04-16,14.0
1992-04-16,1992-04-16,77521.0,1992-04-16,10.5
1992-04-16,1992-04-16,77522.0,1992-04-16,6.0
1992-04-16,1992-04-16,77523.0,1992-04-16,11.5
1992-04-20,1992-04-20,77524.0,1992-04-20,7.5
1992-04-21,1992-04-21,77525.0,1992-04-21,3.4375
1992-04-21,1992-04-21,77526.0,1992-04-21,24.5
1975-10-07,1975-10-07,77527.0,1975-10-07,3.625
