permno,permco,namedt,nameenddt,comnam,cusip,ticker,exchcd
14671,54871,5/28/14,9/26/17,STONEGATE BANK,86181110,SGBK,3
14672,22545,12/31/25,10/16/43,SUPERIOR OIL CO DEL,86899090,,1
14673,319,7/22/80,1/12/82,APPLICON INC,3814410,APPL,3
14674,54872,6/3/14,12/31/18,THERAVANCE BIOPHARMA INC,G8807B10,TBPH,3
14675,54873,5/20/14,12/31/18,TECOGEN INC,87876P20,TGEN,3
14676,54874,5/9/14,12/31/18,TUNIU CORP,89977P10,TOUR,3
14677,54875,5/16/14,12/31/18,TRUECAR INC,89785L10,TRUE,3
14678,37493,5/1/14,12/31/18,ISHARES TRUST,46434V76,UAE,3
14680,22546,12/31/25,11/29/57,SUPERIOR STL CORP,86899190,,1
14681,5973,5/10/83,10/15/92,APPLIED D N A SYSTEMS INC,3815610,ADNA,3
14682,54876,6/30/14,12/31/18,RAYONIER ADVANCED MATERIALS INC,75508B10,RYAM,1
14683,54877,7/1/14,5/16/16,SEVENTY SEVEN ENERGY INC,81809710,SSE,1
14684,54878,7/1/14,12/31/18,TIMKENSTEEL CORP,88739910,TMST,1
14685,47864,7/1/14,11/17/17,FIDELITY NATIONAL FINL INC NEW,31620R40,FNFV,1
14686,54879,7/1/14,1/10/17,NORTHSTAR ASSET MANAGEMENT GROU,19626G10,NSAM,1
14686,54879,1/11/17,6/24/18,COLONY NORTHSTAR INC,19626G10,CLNS,1
14686,54879,6/25/18,12/31/18,COLONY CAPITAL INC,19626G10,CLNY,1
14687,54880,6/13/14,6/2/16,ABENGOA YIELD PLC,G0751N10,ABY,3
14687,54880,6/3/16,11/13/17,ATLANTICA YIELD PLC,G0751N10,ABY,3
14687,54880,11/14/17,12/31/18,ATLANTICA YIELD PLC,G0751N10,AY,3
14688,54881,6/25/14,12/31/18,AMPHASTAR PHARMACEUTICALS INC,03209R10,AMPH,3
14689,54882,6/6/14,12/31/18,AEMETIS INC,00770K20,AMTX,3
14690,54883,6/19/14,12/31/18,ARDELYX INC,3969710,ARDX,3
14691,54884,6/18/14,12/31/18,CYMABAY THERAPEUTICS INC,23257D10,CBAY,3
14692,54885,6/13/14,11/13/14,C B D ENERGY LIMITED,Q2145B15,CBDE,3
14693,54886,6/18/14,12/31/18,CELLULAR BIOMEDICINE GROUP INC,15117P10,CBMG,3
14694,54888,6/26/14,12/31/18,GOPRO INC,38268T10,GPRO,3
14695,54890,6/20/14,10/2/17,KITE PHARMA INC,49803L10,KITE,3
14696,54891,6/27/14,12/31/18,MICHAELS COMPANIES INC,59408Q10,MIK,3
14697,54892,6/12/14,6/12/14,MOBILEIRON INC,60739U20,MOBL,3
14697,54892,6/13/14,12/31/18,MOBILEIRON INC,60739U20,MOBL,3
14698,54893,6/27/14,6/15/16,MOKO SOCIAL MEDIA LIMITED,60845820,MOKO,3
14699,22547,12/31/25,11/1/36,SYMINGTON CO,87153190,,1
14699,22547,11/2/36,3/11/58,SYMINGTON GOULD CORP,87153190,,1
14699,22547,3/12/58,7/1/62,SYMINGTON WAYNE CORP,87153190,,1
14699,22547,7/2/62,4/30/68,SYMINGTON WAYNE CORP,87153190,SZ,1
14700,307,1/8/75,4/26/76,APPLIED HEALTH SVCS INC,3820110,APHS,3
14701,22548,12/31/25,7/1/62,TELAUTOGRAPH CORP,87919910,,1
14701,22548,7/2/62,11/3/67,TELAUTOGRAPH CORP,87919910,TEL,1
14702,194,12/14/72,12/31/18,APPLIED MATERIALS INC,3822210,AMAT,3
14703,54894,6/13/14,9/15/16,MEMORIAL RESOURCE DEVELOPMENT C,58605Q10,MRD,3
14704,54895,6/19/14,7/12/16,MARKIT LTD,G4756710,MRKT,3
14704,54895,7/13/16,12/31/18,I H S MARKIT LTD,G4756710,INFO,3
14705,54896,6/25/14,12/31/18,MATERIALISE NV,57667T10,MTLS,3
14706,54897,6/18/14,12/30/16,PARNELL PHARMACEUTICALS HLDG LT,Q7362210,PARN,3
14707,54898,6/6/14,12/31/18,RADIUS HEALTH INC,75046920,RDUS,3
14708,54899,6/18/14,11/6/16,SIGNAL GENETICS INC,6.05E+14,SGNL,3
14708,54899,11/7/16,2/13/17,SIGNAL GENETICS INC,6.05E+14,SGNL,3
14708,54899,2/14/17,12/31/18,MIRAGEN THERAPEUTICS INC,6.05E+14,MGEN,3
14709,54900,6/4/14,2/18/16,UNITED DEVELOPMENT FUNDING IV,91018710,UDF,3
14710,54903,6/24/14,12/31/18,XUNLEI LTD,9.84E+14,XNET,3
14711,54904,6/19/14,12/31/18,ZAFGEN INC,9.89E+14,ZFGN,3
14712,54905,6/18/14,12/16/15,ZS PHARMA INC,98979G10,ZSPH,3
14713,54906,6/25/14,4/19/17,ADEPTUS HEALTH INC,685510,ADPT,1
14714,54907,6/6/14,12/31/18,ARISTA NETWORKS INC,4041310,ANET,1
14715,54908,6/13/14,12/31/18,ASPEN AEROGELS INC,04523Y10,ASPN,1
14716,54909,6/18/14,12/31/18,CENTURY COMMUNITIES INC,15650430,CCS,1
14717,54910,6/17/14,6/30/16,DAKOTA PLAINS HOLDINGS INC,23425510,DAKP,2
14718,54911,6/26/14,11/19/18,DUFF & PHELPS SEL ENR MLP FD IN,26433F10,DSE,1
14718,54911,11/20/18,12/31/18,DUFF & PHELPS SEL M M ENR FD IN,26433F10,DSE,1
14719,54912,6/20/14,12/31/18,ECLIPSE RESOURCES CORP,27890G10,ECR,1
14720,54913,6/17/14,3/26/18,ENERJEX RESOURCES INC,00848K10,ENRJ,2
14720,54913,3/27/18,12/31/18,AGEAGLE AERIAL SYSTEMS INC,00848K10,UAVS,2
14721,54914,6/18/14,12/31/18,FORESIGHT ENERGY LP,34552U10,FELP,1
14722,54915,6/24/14,12/31/18,GABELLI GLOBAL SM & MID CP VAL,36249W10,GGZ,1
14723,54916,6/25/14,9/15/16,IMPRIVATA INC,45323J10,IMPR,1
14724,37493,6/12/14,8/1/17,ISHARES TRUST,46434V61,IUSB,4
14724,37493,8/2/17,12/31/18,ISHARES TRUST,46434V61,IUSB,3
14725,37493,6/12/14,12/31/18,ISHARES TRUST,46434V62,DGRO,4
14726,37493,6/12/14,12/31/18,ISHARES TRUST,46434V69,IPAC,4
14727,37493,6/5/14,12/31/18,ISHARES TRUST,46434V71,JPMV,4
14728,22549,12/31/25,12/1/30,TENNESSEE COPPER & CHEM CORP,88099090,,1
14728,22549,12/2/30,7/1/62,TENNESSEE CORP,88099090,,1
14728,22549,7/2/62,6/14/63,TENNESSEE CORP,88099090,TCC,1
14729,210,11/6/79,7/15/86,APPLIED MEDICAL DEVICES INC,3822310,AMDI,3
14730,37493,6/5/14,12/31/18,ISHARES TRUST,46434V72,EUMV,4
14731,37493,6/12/14,12/31/18,ISHARES TRUST,46434V73,IEUR,4
14732,37493,6/5/14,12/31/18,ISHARES TRUST,46434V74,AXJV,4
14733,54917,6/17/14,12/31/18,J P MORGAN E T F TRUST,46641Q10,JPGE,4
14734,54918,6/27/14,12/31/18,NEXTERA ENERGY PARTNERS LP,65341B10,NEP,1
14735,54919,6/20/14,10/31/16,PERFORMANCE SPORTS GROUP LTD,71377G10,PSG,1
14736,21734,12/31/25,4/30/59,TEXAS CO,88169410,,1
14736,21734,5/1/59,7/1/62,TEXACO INC,88169410,,1
14736,21734,7/2/62,1/1/68,TEXACO INC,88169410,TX,1
14736,21734,1/2/68,10/9/01,TEXACO INC,88169410,TX,1
14737,4192,9/14/79,3/16/92,APPLIED SOLAR ENERGY CORP,3823910,SOLR,3
14738,43629,6/12/14,9/17/18,SPDR INDEX SHARES FUNDS,78463X33,QGBR,4
14738,43629,9/18/18,12/31/18,SPDR INDEX SHARES FUNDS,78463X33,ZGBR,4
14739,43629,6/12/14,7/24/17,SPDR INDEX SHARES FUNDS,78463X34,QESP,4
14740,43629,6/12/14,9/17/18,SPDR INDEX SHARES FUNDS,78463X35,QDEU,4
14740,43629,9/18/18,12/31/18,SPDR INDEX SHARES FUNDS,78463X35,ZDEU,4
14741,43629,6/12/14,9/17/18,SPDR INDEX SHARES FUNDS,78463X36,QJPN,4
14741,43629,9/18/18,12/31/18,SPDR INDEX SHARES FUNDS,78463X36,ZJPN,4
14742,43629,6/12/14,9/17/18,SPDR INDEX SHARES FUNDS,78463X37,QCAN,4
14742,43629,9/18/18,12/31/18,SPDR INDEX SHARES FUNDS,78463X37,ZCAN,4
14743,43629,6/12/14,7/24/17,SPDR INDEX SHARES FUNDS,78463X38,QAUS,4
14744,22550,12/31/25,12/8/61,TEXAS & PAC RY CO,88208310,,1
14745,22551,12/14/72,2/11/74,APRIL INDUSTRIES INC DE,3832910,,3
14746,43629,6/5/14,12/31/18,SPDR INDEX SHARES FUNDS,78463X39,SMEZ,4
14747,43629,6/5/14,12/31/18,SPDR INDEX SHARES FUNDS,78463X41,QWLD,4
14748,43629,6/5/14,12/31/18,SPDR INDEX SHARES FUNDS,78463X42,QEMM,4
14749,43629,6/5/14,12/31/18,SPDR INDEX SHARES FUNDS,78463X43,QEFA,4
14750,54920,6/26/14,12/31/18,SERVICEMASTER GLOBAL HOLDINGS I,81761R10,SERV,1
14751,54923,7/2/14,12/31/18,VERITIV CORP,92345410,VRTV,1
14752,21739,12/31/25,7/1/62,TEXAS PACIFIC LAND TRUST,88261010,,1
14752,21739,7/2/62,1/1/68,TEXAS PACIFIC LAND TRUST,88261010,TPL,1
14752,21739,1/2/68,12/31/18,TEXAS PACIFIC LAND TRUST,88261010,TPL,1
14753,54924,6/12/14,9/29/17,ZHAOPIN LTD,98954L10,ZPIN,1
14754,54926,6/26/14,11/21/16,T C P INTERNATIONAL HOLDINGS LT,H8468910,TCPI,1
14755,54927,6/12/14,12/31/18,TRINSEO S A,L9340P10,TSE,1
14756,54928,6/12/14,9/26/16,NORDIC AMERICAN OFFSHORE LTD,G6577210,NAO,1
14756,54928,9/27/16,12/31/18,NORDIC AMERICAN OFFSHORE LTD,G6577210,NAO,1
14757,53005,7/15/14,12/31/18,ALPS E T F TRUST,00162Q64,SGDM,4
14758,53202,7/30/14,4/3/17,ADVISORSHARES TRUST,00768Y62,DIVI,4
14759,54929,7/25/14,12/31/18,ADVANCED DRAINAGE SYSTEMS INC,00790R10,WMS,1
14760,22552,12/31/25,7/1/62,TEXAS GULF SULPHUR CO,88288710,,1
14760,22552,7/2/62,1/1/68,TEXAS GULF SULPHUR CO,88288710,TG,1
14760,22552,1/2/68,4/30/72,TEXAS GULF SULPHUR CO,88288710,TG,1
14760,22552,5/1/72,4/29/73,TEXAS GULF INC,88288710,TG,1
14760,22552,4/30/73,9/25/81,TEXASGULF INC,88288710,TG,1
14761,352,2/5/75,1/16/83,ARABIAN SHIELD DEV CO,89464810,ARSD,3
14761,352,1/17/83,1/26/83,ARABIAN SHIELD DEV CO,89464810,,0
14761,352,1/27/83,8/1/00,ARABIAN SHIELD DEV CO,89464810,ARSD,3
14761,352,8/2/00,10/11/00,ARABIAN AMERICAN DEV CO,89464810,ARSD,3
14761,352,10/12/00,1/28/08,ARABIAN AMERICAN DEV CO,89464810,,0
14761,352,1/29/08,4/1/12,ARABIAN AMERICAN DEVELOPMENT CO,89464810,ARSD,3
14761,352,4/2/12,6/17/14,ARABIAN AMERICAN DEVELOPMENT CO,89464810,ARSD,1
14761,352,6/18/14,12/31/18,TRECORA RESOURCES,89464810,TREC,1
14763,54931,7/31/14,12/31/18,CATALENT INC,14880610,CTLT,1
14764,53101,7/29/14,11/17/14,DIREXION SHARES E T F TRUST,25459Y19,SYTL,4
14764,53101,11/18/14,10/20/15,DIREXION SHARES E T F TRUST,25459Y19,SYTL,4
14765,53101,7/29/14,11/17/14,DIREXION SHARES E T F TRUST,25459Y18,SMLL,4
14765,53101,11/18/14,12/31/18,DIREXION SHARES E T F TRUST,25459Y18,SMLL,4
14766,53101,7/29/14,11/17/14,DIREXION SHARES E T F TRUST,25459Y17,MDLL,4
14766,53101,11/18/14,10/20/15,DIREXION SHARES E T F TRUST,25459Y17,MDLL,4
14769,37493,7/10/14,12/31/18,ISHARES TRUST,46434V63,HEZU,4
14770,37493,7/10/14,12/31/18,ISHARES TRUST,46434V64,REET,4
14771,50699,7/24/14,5/1/16,MARKET VECTORS E T F TRUST,92189F62,CNXT,4
14771,50699,5/2/16,12/31/18,VANECK VECTORS E T F TRUST,92189F62,CNXT,4
14773,54933,7/22/14,10/19/15,PAR PETROLEUM CORP,69888T20,PARR,2
14773,54933,10/20/15,2/19/18,PAR PACIFIC HOLDINGS INC,69888T20,PARR,2
14773,54933,2/20/18,12/31/18,PAR PACIFIC HOLDINGS INC,69888T20,PARR,1
14774,54934,7/24/14,12/31/18,PFENEX INC,71707110,PFNX,2
14776,54936,7/31/14,12/31/18,SYNCHRONY FINANCIAL,87165B10,SYF,1
14777,54937,7/29/14,12/31/18,TEKLA HEALTHCARE OPPS FD,87910510,THQ,1
14778,54938,7/24/14,12/31/18,TOWNSQUARE MEDIA INC,89223110,TSQ,1
14779,22553,12/31/25,7/1/62,TEXAS PAC COAL & OIL CO,88299190,,1
14779,22553,7/2/62,11/11/63,TEXAS PAC COAL & OIL CO,88299190,TS,1
14780,329,9/15/80,8/13/86,ARACCA PETROLEUM CORP,3849210,ARAC,3
14781,54939,8/5/14,6/19/16,TRIBUNE PUBLISHING CO,89609W10,TPUB,1
14781,54939,6/20/16,10/9/18,TRONC INC,89609W10,TRNC,3
14781,54939,10/10/18,12/31/18,TRIBUNE PUBLISHING CO,89609W10,TPCO,3
14782,54940,7/18/14,6/16/16,TRUPANION INC,89820210,TRUP,1
14782,54940,6/17/16,12/31/18,TRUPANION INC,89820210,TRUP,3
14783,54941,7/30/14,12/31/18,WESTLAKE CHEMICAL PARTNERS LP,96041710,WLKP,1
14784,54942,8/4/14,12/17/15,PARAGON OFFSHORE PLC,G6S01W10,PGN,1
14785,54943,7/18/14,12/31/18,GLOBANT S A,L4438510,GLOB,1
14786,54944,7/25/14,12/31/18,ORION ENGINEERED CARBONS SA,L7296710,OEC,1
14787,22554,12/31/25,6/30/42,THIRD AVE RY CO,88499090,,1
14787,22554,7/1/42,8/5/55,THIRD AVE TRAN CORP,88499090,,1
14788,339,6/2/76,11/17/86,ARAPAHO PETROLEUM INC,3865510,ARHO,3
14788,339,11/18/86,12/2/86,ARAPAHO PETROLEUM INC,3865510,,0
14788,339,12/3/86,9/23/87,ARAPAHO PETROLEUM INC,3865510,ARHO,3
14789,54945,7/31/14,12/8/16,TRANSOCEAN PARTNERS LLC,Y8977Y10,RIGP,1
14790,54946,7/31/14,5/11/16,AVALANCHE BIOTECHNOLOGIES INC,00773U10,AAVL,3
14790,54946,5/12/16,12/31/18,ADVERUM BIOTECHNOLOGIES INC,00773U10,ADVM,3
14791,54947,7/8/14,3/23/15,SPHERE 3D CORP,84841L30,ANY,3
14791,54947,3/24/15,7/11/17,SPHERE 3D CORP NEW,84841L30,ANY,3
14791,54947,7/12/17,11/5/18,SPHERE 3D CORP NEW,84841L30,ANY,3
14791,54947,11/6/18,12/31/18,SPHERE 3D CORP NEW,84841L30,ANY,3
14792,54948,7/22/14,12/31/18,BLUE HILLS BANCORP INC,9557310,BHBK,3
14793,54949,7/1/14,12/31/18,CAROLINA FINANCIAL CORP,14387310,CARO,3
14794,54950,7/2/14,10/27/15,COMPASS E M P FUNDS,92647N82,CDC,3
14794,54950,10/28/15,12/31/18,VICTORY PORTFOLIOS II,92647N82,CDC,3
14795,21758,12/31/25,7/1/62,TIMKEN ROLLER BEARING CO,88738910,,1
14795,21758,7/2/62,1/1/68,TIMKEN ROLLER BEARING CO,88738910,TKR,1
14795,21758,1/2/68,4/29/70,TIMKEN ROLLER BEARING CO,88738910,TKR,1
14795,21758,4/30/70,12/31/18,TIMKEN COMPANY,88738910,TKR,1
14796,328,11/19/80,9/4/84,AQUACULTURE PRODUCTION TECH LTD,3890310,AQUA,3
14797,54951,7/17/14,12/31/18,CAREDX INC,14167L10,CDNA,3
14798,54950,7/2/14,10/27/15,COMPASS E M P FUNDS,92647N76,CFA,3
14798,54950,10/28/15,12/31/18,VICTORY PORTFOLIOS II,92647N76,CFA,3
14799,54952,7/14/14,8/1/16,CALAMOS E T F TRUST,12811T10,CFGE,3
14800,54950,7/2/14,10/27/15,COMPASS E M P FUNDS,92647N78,CFO,3
14800,54950,10/28/15,12/31/18,VICTORY PORTFOLIOS II,92647N78,CFO,3
14801,54954,7/2/14,7/22/16,GLOBEIMMUNE INC,37957B10,GBIM,3
14802,54887,7/23/14,7/21/16,GARNERO GROUP ACQUISITION CO,G5866L10,GGAC,3
14803,54955,7/31/14,12/31/18,HEALTHEQUITY INC,42226A10,HQY,3
14804,54165,7/23/14,12/31/18,FIRST TRUST E T F VI,33738R88,IFV,3
14805,54956,7/24/14,12/31/18,IMMUNE DESIGN CORP,45252L10,IMDZ,3
14806,54957,7/25/14,3/15/16,INNOCOLL A G,G4783X10,INNL,3
14806,54957,3/16/16,7/21/17,INNOCOLL HOLDINGS PLC,G4783X10,INNL,3
14807,54958,7/16/14,12/31/18,IRADIMED CORP,46266A10,IRMD,3
14808,22555,12/31/25,3/2/32,TOBACCO PRODS CORP,88899090,,1
14809,326,7/16/81,10/26/93,AQUANAUTICS CORP,00754B10,AQNT,3
14809,326,10/27/93,7/21/94,ADVANCED OXYGEN TECHNOLOGIES IN,00754B10,AOXY,3
14810,54959,7/1/14,12/31/18,INVESTAR HOLDING CORP,46134L10,ISTR,3
14811,54311,7/24/14,4/17/16,LIBERTY MEDIA CORP 3RD NEW,53122985,LMCK,3
14811,54311,4/18/16,1/24/17,LIBERTY MEDIA CORP 3RD NEW,53122985,LMCK,3
14811,54311,1/25/17,12/31/18,LIBERTY MEDIA CORP 3RD NEW,53122985,FWONK,3
14812,54960,7/25/14,12/31/18,EL POLLO LOCO HOLDINGS INC,26860310,LOCO,3
14813,54961,7/28/14,10/29/17,MARATHON PATENT GROUP INC,56585W30,MARA,3
14813,54961,10/30/17,12/31/18,MARATHON PATENT GROUP INC,56585W30,MARA,3
14814,54962,7/31/14,1/20/17,MACROCURE LTD,M6787210,MCUR,3
14815,54963,7/31/14,12/31/18,MARINUS PHARMACEUTICALS INC,56854Q10,MRNS,3
14816,21763,12/31/25,7/1/62,SWEETS CO AMER,89051610,,1
14816,21763,7/2/62,5/2/66,SWEETS CO AMER,89051610,SWA,1
14816,21763,5/3/66,1/1/68,TOOTSIE ROLL INDS INC,89051610,TR,1
14816,21763,1/2/68,12/31/18,TOOTSIE ROLL INDS INC,89051610,TR,1
14817,6064,6/8/84,1/3/86,AQUA SOL INC,3890710,AQSL,3
14818,54964,7/23/14,12/31/18,MEDICAL TRANSCRIPTION BILL CORP,58464J10,MTBC,3
14819,53202,7/9/14,11/1/15,ADVISORSHARES TRUST,00768Y63,MULT,3
14819,53202,11/2/15,6/23/17,ADVISORSHARES TRUST,00768Y63,MAUI,3
14820,54965,7/10/14,3/21/16,MYOS CORP,62857P10,MYOS,3
14820,54965,3/22/16,12/31/18,MYOS RENS TECHNOLOGY INC,62857P10,MYOS,3
14821,54966,8/4/14,7/27/17,RIGHTSIDE GROUP LTD,76658B10,NAME,3
14822,54967,7/1/14,12/31/18,MINERVA NEUROSCIENCES INC,60338010,NERV,3
14823,54968,7/25/14,12/31/18,OCULAR THERAPEUTIX INC,67576A10,OCUL,3
14824,22556,12/31/25,7/1/62,UNION TANK CAR CO,89334110,,1
14824,22556,7/2/62,1/1/68,UNION TANK CAR CO,89334110,UTX,1
14824,22556,1/2/68,6/1/69,UNION TANK CAR CO,89334110,UTX,1
14824,22556,6/2/69,2/10/81,TRANS UNION CORP,89334110,TU,1
14825,331,12/14/72,1/17/83,ARCHIE ENTERPRISES INC,3952910,ARCH,3
14826,54969,7/31/14,9/27/16,BIO BLAST PHARMA LTD,M2015611,ORPN,3
14826,54969,9/28/16,9/24/17,BIOBLAST PHARMA LTD,M2015611,ORPN,3
14826,54969,9/25/17,12/31/18,BIOBLAST PHARMA LTD,M2015611,ORPN,3
14827,54970,7/17/14,10/11/16,ROKA BIOSCIENCE INC,83587V10,ROKA,3
14827,54970,10/12/16,11/2/17,ROKA BIOSCIENCE INC,83587V10,ROKA,3
14827,54970,11/3/17,12/28/17,SORRENTO TECH INC,83587V10,ROKA,3
14828,54971,7/18/14,12/31/18,SAGE THERAPEUTICS INC,78667J10,SAGE,3
14829,54972,7/15/14,12/29/17,SUNSHINE BANCORP INC,86777J10,SBCP,3
14830,54973,7/29/14,12/31/18,SPARK ENERCY INC,84651110,SPKE,3
14831,54975,7/18/14,10/16/17,TERRAFORM POWER INC,88104R20,TERP,3
14831,54975,10/17/17,12/31/18,TERRAFORM POWER INC,88104R20,TERP,3
14832,22557,12/31/25,6/15/48,ARTLOOM CORP,89399290,,1
14832,22557,6/16/48,11/23/58,ARTLOOM CARPET INC,89399290,,1
14832,22557,11/24/58,11/30/59,ARTLOOM INDS INC,89399290,,1
14832,22557,12/1/59,10/28/60,TRANS UTD INDS INC,89399290,,1
14833,6721,12/16/83,1/5/93,ARCHIVE CORP,3957510,ACHV,3
14834,54978,7/18/14,12/19/16,TUBEMOGUL INC,89857010,TUBE,3
14835,55080,7/31/14,8/7/14,VASCULAR BIOGENICS LTD,M9688510,VBLX,3
14836,54980,7/24/14,12/31/18,INTERSECT E N T INC,46071F10,XENT,3
14837,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R10,WBIA,4
14838,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R20,WBIB,4
14839,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R30,WBIC,4
14840,22558,12/31/25,1/1/62,TRANSUE & WILLIAMS STL FORGING,89499090,,1
14840,22558,1/2/62,7/1/62,TRANSUE & WILLIAMS STL FORGING,89499090,,0
14840,22558,7/2/62,5/16/66,TRANSUE & WILLIAMS STL FORGING,89499090,TSW,2
14841,127,12/14/72,5/18/76,ARCHON PURE PRODUCTS CORP,3957920,ARPP,3
14841,127,5/19/76,1/24/78,ARCHON INC,3957920,AHON,3
14842,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R40,WBID,4
14843,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R50,WBIE,4
14844,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R60,WBIF,4
14845,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R70,WBIG,4
14846,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R80,WBIL,4
14847,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R87,WBII,4
14848,54981,8/27/14,12/31/18,ABSOLUTE SHARES TRUST,00400R88,WBIH,4
14849,54982,8/14/14,7/21/16,C 1 FINANCIAL INC,12591N10,BNK,1
14850,53101,8/1/14,4/6/18,DIREXION SHARES E T F TRUST,25459Y26,IBLN,4
14851,54983,8/1/14,12/31/18,F C B FINANCIAL HOLDINGS INC,30255G10,FCB,1
14852,54984,8/8/14,12/31/18,INDEPENDENCE CONTRACT DRILLING,45341530,ICD,1
14853,37493,8/14/14,12/31/18,ISHARES TRUST,46434V57,IBMI,4
14854,50846,8/21/14,12/28/16,PROSHARES TRUST,74347B83,EFAD,4
14854,50846,12/29/16,12/31/18,PROSHARES TRUST,74347B83,EFAD,5
14855,54985,8/8/14,12/31/18,RYERSON HOLDING CORP,78375410,RYI,1
14856,54986,8/1/14,8/31/17,MOBILEYE N V,N5148811,MBLY,1
14857,54987,8/7/14,12/31/18,HOEGH L N G PARTNERS LP,Y3262R10,HMLP,1
14858,54988,8/1/14,9/14/17,V T T I ENERGY PARTNERS LP,Y9384M10,VTTI,1
14859,22559,12/31/25,8/22/35,FOX FILM CORP,90122110,,1
14859,22559,8/23/35,7/1/62,TWENTIETH CENTURY FOX FILM CORP,90122110,,1
14859,22559,7/2/62,1/1/68,TWENTIETH CENTURY FOX FILM CORP,90122110,TF,1
14859,22559,1/2/68,6/11/81,TWENTIETH CENTURY FOX FILM CORP,90122110,TF,1
14860,333,12/14/72,1/14/75,ARCS EQUITIES CORP,3966310,AREQ,3
14861,54989,8/29/14,3/24/16,BLUE EARTH INC,9542810,BBLU,3
14862,54990,8/15/14,3/6/16,CELLECTAR BIOSCIENCES INC,15117F50,CLRB,3
14862,54990,3/7/16,7/16/18,CELLECTAR BIOSCIENCES INC,15117F50,CLRB,3
14862,54990,7/17/18,12/31/18,CELLECTAR BIOSCIENCES INC,15117F50,CLRB,3
14863,54950,8/1/14,10/27/15,COMPASS E M P FUNDS,92647N77,CSF,3
14863,54950,10/28/15,12/31/18,VICTORY PORTFOLIOS II,92647N77,CSF,3
14864,54991,8/7/14,9/7/16,IDREAMSKY TECHNOLOGY LTD,45173K10,DSKY,3
14865,54992,8/6/14,3/13/18,AURIS MEDICAL HOLDING AG,H0381L10,EARS,3
14865,54992,3/14/18,12/31/18,AURIS MEDICAL HOLDING AG,H0381L10,EARS,3
14866,54104,8/14/14,12/31/18,FIRST TRUST E T F IV,33739Q30,FDIV,3
14867,22560,12/31/25,7/1/62,UNITED STATES SMLT RFNG & MNG C,90342210,,1
14867,22560,7/2/62,1/1/68,UNITED STATES SMLT RFNG & MNG C,90342210,UV,1
14867,22560,1/2/68,6/8/72,UNITED STATES SMLT RFNG & MNG C,90342210,UV,1
14867,22560,6/9/72,3/17/80,U V INDUSTRIES INC,90342210,UV,1
14868,332,12/14/72,12/18/78,ARDEN MAYFAIR INC,3976210,ARDN,3
14868,332,12/19/78,6/17/86,ARDEN GROUP INC,3976210,ARDN,3
14868,332,6/18/86,2/18/14,ARDEN GROUP INC,3976210,ARDNA,3
14869,54104,8/6/14,11/9/14,FIRST TRUST E T F IV,33739Q40,FTSM,3
14869,54104,11/10/14,12/31/18,FIRST TRUST E T F IV,33739Q40,FTSM,3
14870,54993,8/8/14,12/31/18,GREEN BANCORP INC,39260X10,GNBC,3
14871,54994,8/1/14,12/31/18,LOXO ONCOLOGY INC,54886210,LOXO,3
14872,54995,8/28/14,12/31/18,LIBERTY TRIPADVISOR HOLDINGS IN,53146510,LTRPA,3
14873,54995,8/28/14,12/31/18,LIBERTY TRIPADVISOR HOLDINGS IN,53146520,LTRPB,3
14874,54996,8/13/14,12/31/18,OTONOMY INC,68906L10,OTIC,3
14875,22561,12/31/25,12/28/27,UNDERWOOD TYPEWRITER CO,90499190,,1
14875,22561,12/29/27,3/22/45,UNDERWOOD ELLIOT FISHER CO,90499190,,1
14875,22561,3/23/45,7/1/62,UNDERWOOD CORP,90499190,,1
14875,22561,7/2/62,6/14/63,UNDERWOOD CORP,90499190,UNX,1
14877,54976,8/7/14,7/11/16,1347 CAPITAL CORP,53263P10,TFSC,3
14877,54976,7/12/16,8/2/16,1347 CAPITAL CORP,53263P10,,0
14877,54976,8/3/16,11/15/16,LIMBACH HOLDINGS INC,53263P10,,0
14877,54976,11/16/16,12/31/18,LIMBACH HOLDINGS INC,53263P10,LMB,3
14878,54977,8/19/14,12/16/16,TERRAPIN 3 ACQUISITION CORP,88104P10,TRTL,3
14879,54998,8/7/14,12/31/18,T2 BIOSYSTEMS INC,89853L10,TTOO,3
14880,54999,8/22/14,11/28/16,WAFERGEN BIO SYSTEMS INC,93041P50,WGBS,3
14880,54999,11/29/16,2/28/17,WAFERGEN BIO SYSTEMS INC,93041P50,WGBS,3
14881,54902,8/5/14,6/9/16,WL ROSS HOLDING CORP,65342H10,WLRH,3
14881,54902,6/10/16,12/31/18,NEXEO SOLUTIONS INC,65342H10,NXEO,3
14882,55000,9/22/14,12/31/18,ELDORADO RESORTS INC,28470R10,ERI,3
14883,21805,12/31/25,7/11/56,UNION BAG & PAPER CORP,90553010,,1
14883,21805,7/12/56,7/1/62,UNION BAG CAMP PAPER CORP,90553010,,1
