Match Name,Match Date,Word Length,c1,c2,c3,c4
"NOBLE INTERNATIONAL, LTD.",11/19/97,477,1.467505241,3.773584906,0.209643606,1.677148847
,,,,,,
INTERVU INC,11/20/97,176,1.704545455,3.409090909,0.568181818,1.136363636
PREVIEW TRAVEL INC,11/20/97,194,1.546391753,1.546391753,0.515463918,2.577319588
PROGENICS PHARMACEUTICALS INC,11/20/97,281,0,1.779359431,1.779359431,3.914590747
RADIOLOGIX INC,11/24/97,144,0.694444444,6.25,0,3.472222222
,,,,,,
GEOSPACE TECHNOLOGIES CORP,11/21/97,225,1.333333333,4.444444444,0,4.444444444
ENHERENT CORP,11/21/97,165,1.818181818,2.424242424,1.818181818,0.606060606
"AFFILIATED MANAGERS GROUP, INC.",11/24/97,113,0,7.96460177,0,2.654867257
DAN RIVER INC /GA/,11/24/97,210,1.428571429,7.619047619,0,1.904761905
"SPECTRUM BRANDS, INC.",11/24/97,204,0,7.843137255,0,0
QUERYOBJECT SYSTEMS CORP,11/21/97,478,0,3.138075314,1.255230126,0.627615063
REALNETWORKS INC,11/21/97,112,1.785714286,3.571428571,0.892857143,1.785714286
HEALTHWORLD CORP,11/24/97,192,5.208333333,3.125,0,3.125
HOMEUSA INC,11/21/97,275,1.090909091,6.545454545,0,2.545454545
,,,,,,
ORE PHARMACEUTICAL HOLDINGS INC.,11/24/97,234,1.282051282,1.282051282,0.854700855,1.709401709
,,,,,,
BIOANALYTICAL SYSTEMS INC,11/25/97,130,2.307692308,3.846153846,0,4.615384615
MOTOR CARGO INDUSTRIES INC,11/25/97,134,2.985074627,3.731343284,0,2.985074627
ELECTRIC LIGHTWAVE INC,11/26/97,165,0,1.212121212,0,3.03030303
HOLTS CIGAR HOLDINGS INC,11/25/97,264,1.515151515,3.03030303,0.378787879,4.166666667
LETS TALK CELLULAR & WIRELESS INC,11/25/97,179,3.351955307,6.703910615,0,1.117318436
PAPER WAREHOUSE INC,11/25/97,221,0,3.167420814,0.452488688,2.262443439
,,,,,,
HOWMET INTERNATIONAL INC,11/26/97,12,0,0,0,0
APPLIED MICRO CIRCUITS CORP,11/26/97,207,1.449275362,2.898550725,0.966183575,5.797101449
MEADOWCRAFT INC,11/26/97,214,0,1.401869159,0,0.46728972
GAMETECH INTERNATIONAL INC,11/26/97,235,1.70212766,4.255319149,1.70212766,1.276595745
BUILDING ONE SERVICES CORP,11/26/97,171,2.339181287,5.847953216,0,0
,,,,,,
,,,,,,
BRASS EAGLE INC,11/26/97,179,1.117318436,6.703910615,1.675977654,0.558659218
INTERLEUKIN GENETICS INC,12/2/97,299,0,3.010033445,0.668896321,2.675585284
,,,,,,
,,,,,,
U S VISION INC,12/3/97,337,1.18694362,6.528189911,0.296735905,0.59347181
MPW INDUSTRIAL SERVICES GROUP INC,12/2/97,216,0,3.240740741,0,1.388888889
IMAGEMAX INC,12/4/97,238,2.521008403,5.462184874,0,1.260504202
MIDWAY AIRLINES CORP,12/5/97,140,1.428571429,2.142857143,0,1.428571429
OMNI ENERGY SERVICES CORP,12/5/97,613,0.652528548,7.830342577,0,1.305057096
USWEB CORP,12/10/97,201,4.975124378,0.497512438,0.995024876,0.497512438
BROUGHTON FOODS CO,12/10/97,93,3.225806452,5.376344086,0,2.150537634
THERMO VISION CORP,12/10/97,111,1.801801802,0.900900901,1.801801802,0.900900901
FOCAL INC,12/12/97,157,0.636942675,1.910828025,0.636942675,7.006369427
SPECTRA  PHYSICS INC,12/12/97,100,1,3,1,2
POWER INTEGRATIONS INC,12/12/97,101,0.99009901,4.95049505,0.99009901,2.97029703
FLEXIINTERNATIONAL SOFTWARE INC/CT,12/12/97,165,3.636363636,1.818181818,0.606060606,0.606060606
CONNING INC.,12/16/97,122,3.278688525,3.278688525,1.639344262,0
DOLLAR THRIFTY AUTOMOTIVE GROUP INC,12/17/97,91,0,1.098901099,0,0
GABRIEL TECHNOLOGIES CORP,12/16/97,398,0.251256281,2.763819095,1.256281407,2.261306533
INFORMATION ADVANTAGE INC,12/17/97,208,0.961538462,2.403846154,0.480769231,0.961538462
,,,,,,
"REMY INTERNATIONAL, INC.",12/17/97,263,1.140684411,7.984790875,0,0.380228137
"OFFICIAL PAYMENTS HOLDINGS, INC.",12/17/97,180,3.333333333,2.777777778,0.555555556,3.333333333
,,,,,,
,,,,,,
MADE2MANAGE SYSTEMS INC,12/19/97,129,1.550387597,3.100775194,0.775193798,1.550387597
BIG CITY RADIO INC,12/19/97,99,1.01010101,3.03030303,0,5.050505051
PACIFICHEALTH LABORATORIES INC,12/19/97,335,0,1.492537313,0.895522388,2.388059701
FRIEDMAN BILLINGS RAMSEY GROUP INC,12/23/97,86,0,2.325581395,0,0
DIVERSIFIED SENIOR SERVICES INC,1/12/98,115,0,5.217391304,0,1.739130435
800 TRAVEL SYSTEMS INC,1/16/98,268,0,5.223880597,0,1.492537313
,,,,,,
"IES HOLDINGS, INC.",1/27/98,280,2.142857143,3.928571429,0.357142857,0.714285714
KEEBLER FOODS CO,1/29/98,22,0,0,0,0
CAREER EDUCATION CORP,1/29/98,158,1.265822785,2.53164557,0,0
SM&A,1/29/98,282,1.063829787,3.546099291,1.418439716,1.063829787
MERCURY SYSTEMS INC,1/30/98,191,1.570680628,2.094240838,0,5.235602094
VERISIGN INC/CA,1/30/98,126,0.793650794,1.587301587,0.793650794,1.587301587
,,,,,,
MERGE HEALTHCARE INC,1/30/98,294,1.020408163,2.721088435,0.680272109,0.680272109
,,,,,,
AQUAPENN SPRING WATER COMPANY INC,1/30/98,217,0.460829493,3.225806452,0,9.216589862
ARTISAN COMPONENTS INC,2/3/98,156,1.923076923,1.282051282,0.641025641,4.487179487
USN COMMUNICATIONS INC,2/4/98,179,2.234636872,3.910614525,0,1.675977654
VYSIS INC,2/5/98,194,1.030927835,4.12371134,0.515463918,3.608247423
GLOBAL TELESYSTEMS INC,2/5/98,177,2.259887006,2.824858757,1.129943503,0.564971751
HEADLANDS MORTGAGE CO,2/5/98,160,0,3.75,0,0.625
,,,,,,
,,,,,,
VISUAL NETWORKS INC,2/6/98,132,2.272727273,2.272727273,0.757575758,4.545454545
ACSYS INC,2/6/98,235,2.553191489,3.404255319,0.425531915,2.553191489
CONDOR TECHNOLOGY SOLUTIONS INC,2/10/98,239,0.836820084,3.765690377,0,0
DISPATCH MANAGEMENT SERVICES CORP,2/6/98,166,1.807228916,8.43373494,0,0.602409639
1 800 CONTACTS INC,2/10/98,162,0,4.320987654,0,0.617283951
DUANE READE INC,2/10/98,249,0,4.819277108,0,0.401606426
,,,,,,
TAM RESTAURANTS INC,2/11/98,389,0,1.285347044,0,2.827763496
"PROVINCE HEALTHCARE COMPANY, LLC",2/12/98,222,0.900900901,2.252252252,0,0
BIRNER DENTAL MANAGEMENT SERVICES INC,2/12/98,137,2.189781022,5.109489051,0,0.729927007
BALANCED CARE CORP,2/12/98,108,1.851851852,7.407407407,0,0
ICON CMT CORP,2/13/98,108,1.851851852,3.703703704,0,1.851851852
MICROMUSE INC,2/13/98,148,1.351351351,1.351351351,0.675675676,1.351351351
ASTROPOWER INC,2/13/98,167,0,0.598802395,0.598802395,4.191616766
ACCESS WORLDWIDE COMMUNICATIONS INC,2/17/98,425,1.176470588,4.470588235,0.470588235,0.235294118
WORLDPAGES COM INC,2/13/98,182,2.197802198,6.593406593,0,0.549450549
,,,,,,
FIRST CONSULTING GROUP INC,2/13/98,114,0.877192982,1.754385965,0,0.877192982
SYMPHONIX DEVICES INC,2/13/98,173,0,2.312138728,1.156069364,2.89017341
STEELCASE INC,2/18/98,16,0,0,0,0
GENEVA FINANCIAL CORP,2/18/98,216,0,1.851851852,0,3.240740741
DOUBLECLICK INC,2/20/98,134,1.492537313,2.985074627,0.746268657,1.492537313
NUTRACEUTICAL INTERNATIONAL CORP,2/23/98,229,0,2.620087336,0,0.436681223
DOCUCORP INTERNATIONAL INC,2/24/98,343,2.040816327,2.915451895,0.874635569,0.874635569
GLOBALDIGITALCOMMERCE COM INC,2/25/98,222,1.351351351,2.252252252,0,3.153153153
SHOE PAVILION INC,2/24/98,134,0,0,0,1.492537313
"ASSOCIATED MATERIALS, LLC",2/27/98,145,0,2.068965517,0,5.517241379
COMPASS INTERNATIONAL SERVICES CORP,2/27/98,243,2.469135802,4.938271605,0,0.823045267
PC CONNECTION INC,3/3/98,96,0,7.291666667,0,0
SURMODICS INC,3/4/98,179,1.675977654,2.234636872,1.117318436,2.234636872
EXTENDED SYSTEMS INC,3/5/98,90,2.222222222,2.222222222,1.111111111,1.111111111
VIAGRAFIX CORP,3/4/98,173,4.046242775,1.156069364,0,1.734104046
WADDELL & REED FINANCIAL INC,3/5/98,218,0,0.917431193,0,0
,,,,,,
PENTACON INC,3/11/98,233,0.858369099,6.43776824,0,2.145922747
,,,,,,
CHAMPIONSHIP LIQUIDATING TRUST,3/11/98,154,3.246753247,3.246753247,0,1.298701299
BNC MORTGAGE INC,3/12/98,72,0,5.555555556,0,0
CSK AUTO CORP,3/13/98,99,0,3.03030303,0,2.02020202
COWLITZ BANCORPORATION,3/13/98,76,2.631578947,6.578947368,0,1.315789474
RELTEC CORP,3/13/98,152,0.657894737,3.289473684,0.657894737,1.973684211
TOUSA INC,3/13/98,181,2.209944751,4.419889503,0,3.867403315
LJL BIOSYSTEMS INC,3/13/98,103,1.941747573,1.941747573,1.941747573,0.970873786
DSET CORP,3/13/98,163,1.226993865,2.45398773,0.613496933,0.613496933
INTEGRATED SENSOR SOLUTIONS INC,3/13/98,204,0.490196078,3.921568627,0.980392157,3.921568627
COMMAND SYSTEMS INC,3/13/98,310,1.290322581,1.612903226,0.322580645,1.935483871
GRAND COURT LIFESTYLES INC,3/18/98,338,0.295857988,3.25443787,0,3.25443787
XPONENTIAL INC,3/17/98,183,1.092896175,2.18579235,0.546448087,6.010928962
CURAGEN CORP,3/18/98,204,0.980392157,1.470588235,0.980392157,3.431372549
EXDS INC,3/19/98,260,1.153846154,7.307692308,0.769230769,1.923076923
EARTHSHELL CORP,3/25/98,292,0,2.739726027,0.342465753,1.369863014
INTERNET SECURITY SYSTEMS INC/GA,3/24/98,137,1.459854015,1.459854015,0.729927007,2.189781022
GSV INC,3/24/98,235,1.70212766,5.106382979,0,1.276595745
ONIX SYSTEMS INC,3/25/98,206,3.398058252,2.912621359,0.485436893,1.45631068
COLUMBIA SPORTSWEAR CO,3/27/98,35,0,2.857142857,0,0
HARVEY ELECTRONICS INC,4/1/98,289,1.038062284,2.076124567,0,3.460207612
HORIZON OFFSHORE INC,4/2/98,155,0.64516129,5.161290323,0,5.161290323
FRISBY TECHNOLOGIES INC,4/2/98,451,0.44345898,1.10864745,1.99556541,4.4345898
,,,,,,
OMEGA PROTEIN CORP,4/3/98,223,2.242152466,7.623318386,0.448430493,0
,,,,,,
TUCKER ANTHONY SUTRO,4/2/98,57,1.754385965,5.263157895,0,1.754385965
,,,,,,
,,,,,,
"BANNEKER, INC",4/9/98,283,0.35335689,1.766784452,1.060070671,2.120141343
"NGEN, INC.",4/14/98,191,0.523560209,1.047120419,0.523560209,3.141361257
HORIZON MEDICAL PRODUCTS INC,4/15/98,281,2.491103203,3.202846975,0,2.135231317
AMERICAN DENTAL PARTNERS INC,4/16/98,149,0,4.026845638,0,2.684563758
BROADCOM CORP,4/17/98,195,1.025641026,3.58974359,0.512820513,2.051282051
BRIGHTSTAR INFORMATION TECHNOLOGY GROUP INC,4/20/98,142,1.408450704,10.56338028,0,0
CUNNINGHAM GRAPHICS INTERNATIONAL INC,4/23/98,252,1.984126984,6.746031746,0,0.396825397
MANHATTAN ASSOCIATES INC,4/24/98,230,0.869565217,3.47826087,0,0.434782609
IOMED LLC,4/24/98,223,0,2.242152466,0.448430493,3.587443946
US LEC LLC,4/27/98,74,2.702702703,2.702702703,0,2.702702703
"CRA INTERNATIONAL, INC.",4/24/98,103,1.941747573,3.883495146,0,0
UNITED PAN AM FINANCIAL CORP,4/27/98,158,0.632911392,3.797468354,0.632911392,0.632911392
"KUBOO, INC.",4/24/98,150,2,4,0.666666667,0.666666667
INDUSTRIAL RUBBER PRODUCTS INC,4/24/98,245,0.816326531,5.306122449,0,4.489795918
,,,,,,
,,,,,,
PROVANT INC,4/29/98,169,1.775147929,5.917159763,0,0
,,,,,,
U.S. DRY CLEANING SERVICES CORP,4/30/98,159,0,4.402515723,0.628930818,1.886792453
TRISTAR AEROSPACE CO,4/30/98,13,0,0,0,0
,,,,,,
"AMKOR TECHNOLOGY, INC.",5/1/98,300,0,8.333333333,0,0.666666667
BRIO SOFTWARE INC,5/5/98,165,1.212121212,3.636363636,0,3.636363636
UNITED ROAD SERVICES INC,5/1/98,149,3.355704698,8.053691275,0.67114094,0
ROCK FINANCIAL CORP/MI/,5/1/98,292,2.054794521,5.136986301,0,0.342465753
ADELPHIA BUSINESS SOLUTIONS INC,5/5/98,272,1.838235294,3.676470588,0,2.941176471
,,,,,,
INNOTRAC CORP,5/7/98,237,0.843881857,5.485232068,0,1.265822785
GENESIS DIRECT INC,5/8/98,179,3.351955307,2.234636872,0,1.117318436
SHERWOOD BRANDS INC,5/11/98,432,0.462962963,3.240740741,0.231481481,1.851851852
,,,,,,
COMBICHEM INC,5/8/98,174,1.149425287,1.724137931,1.724137931,2.873563218
VERIO INC,5/12/98,133,0.751879699,3.007518797,0,0
EVOLVING SYSTEMS INC,5/12/98,157,1.910828025,2.547770701,0.636942675,1.27388535
SAUER DANFOSS INC,5/13/98,201,0.995024876,5.472636816,0,4.975124378
YOUNG & RUBICAM INC.,5/12/98,93,0,8.602150538,0,3.225806452
MPOWER COMMUNICATIONS CORP,5/12/98,74,2.702702703,5.405405405,0,4.054054054
,,,,,,
FEDERATED INVESTORS INC /PA/,5/15/98,57,0,3.50877193,0,0
,,,,,,
,,,,,,
L 3 COMMUNICATIONS HOLDINGS INC,5/20/98,209,1.913875598,3.827751196,0,4.306220096
BLUE RHINO CORP,5/19/98,246,2.032520325,6.097560976,0,0.81300813
"INTERPACE DIAGNOSTICS GROUP, INC.",5/20/98,122,1.639344262,2.459016393,0,1.639344262
RESORTQUEST INTERNATIONAL INC,5/22/98,168,2.976190476,7.142857143,0,1.785714286
AXT INC,5/21/98,135,2.222222222,2.962962963,0,3.703703704
CARREKER CORP,5/20/98,153,1.960784314,1.960784314,1.307189542,0.653594771
,,,,,,
,,,,,,
ATLANTIC DATA SERVICES INC,5/22/98,97,2.06185567,4.12371134,0,0
CAPSTAR BROADCASTING CORP,5/27/98,730,1.780821918,4.109589041,0,1.917808219
,,,,,,
RIBOGENE INC / CA/,5/28/98,356,0.561797753,2.247191011,0.561797753,2.247191011
AMERICAN AIRCARRIERS SUPPORT INC,6/2/98,327,1.22324159,3.058103976,0.611620795,1.529051988
"HACKETT GROUP, INC.",5/28/98,183,3.825136612,2.18579235,0,1.639344262
VOICEFLASH NETWORKS INC,5/29/98,224,0,3.125,0,2.232142857
BALANCE BAR CO,6/2/98,107,1.869158879,3.738317757,0.934579439,2.803738318
ULTIMATE SOFTWARE GROUP INC,6/2/98,120,1.666666667,3.333333333,0.833333333,0.833333333
MARINEMAX INC,6/4/98,206,4.368932039,2.427184466,0,2.912621359
LANDCARE USA INC,6/4/98,154,0.649350649,6.493506494,0,4.545454545
CLEVELAND INDIANS BASEBALL CO INC,6/4/98,98,1.020408163,1.020408163,7.142857143,0
RAINBOW RENTALS INC,6/5/98,138,0,2.898550725,0,2.898550725
SCHOOL SPECIALTY INC,6/10/98,82,1.219512195,4.87804878,0,4.87804878
INKTOMI CORP,6/10/98,107,0.934579439,1.869158879,0.934579439,0.934579439
NAVIGANT INTERNATIONAL INC,6/10/98,133,0,7.518796992,0,4.511278195
MASTER GRAPHICS INC,6/10/98,151,1.986754967,5.298013245,0,0.662251656
GERBER CHILDRENSWEAR INC,6/11/98,248,1.209677419,3.629032258,0,0
CONRAD INDUSTRIES INC,6/10/98,275,1.090909091,9.090909091,0,2.545454545
,,,,,,
,,,,,,
"PANACOS PHARMACEUTICALS, INC.",6/11/98,212,0.471698113,1.886792453,0.943396226,4.245283019
HASTINGS ENTERTAINMENT INC,6/12/98,122,0,2.459016393,0.819672131,2.459016393
NETGRAVITY INC,6/12/98,223,0.448430493,2.69058296,0.896860987,2.69058296
HLM DESIGN INC,6/16/98,262,0,5.34351145,0,0
CLICK2LEARN INC/DE/,6/12/98,166,2.409638554,2.409638554,1.204819277,2.409638554
"BEBE STORES, INC.",6/19/98,130,0,1.538461538,0,3.076923077
,,,,,,
UNIGRAPHICS SOLUTIONS INC,6/18/98,99,1.01010101,5.050505051,0,0
,,,,,,
BEYOND COM CORP,6/18/98,177,1.694915254,3.389830508,0.564971751,1.694915254
RESTORATION HARDWARE INC,6/19/98,90,0,4.444444444,0,1.111111111
INTERPLAY ENTERTAINMENT CORP,6/22/98,128,0,3.125,0,0
,,,,,,
,,,,,,
COGNIZANT TECHNOLOGY SOLUTIONS CORP,6/19/98,212,1.41509434,4.245283019,0,0.471698113
INTERNATIONAL INTEGRATION INC,6/23/98,107,2.803738318,3.738317757,0,1.869158879
HINES HORTICULTURE INC,6/24/98,127,0,0,0,0.787401575
,,,,,,
,,,,,,
INTRADO INC,6/26/98,217,1.382488479,5.069124424,0.460829493,1.382488479
TECHNISOURCE INC,6/25/98,160,1.875,2.5,0,1.25
AURORA FOODS INC /DE/,6/29/98,150,1.333333333,3.333333333,0,2
,,,,,,
CUMULUS MEDIA INC,6/29/98,142,4.225352113,5.633802817,0,1.408450704
,,,,,,
LMI AEROSPACE INC,6/30/98,284,1.408450704,2.816901408,0.352112676,4.225352113
CITADEL COMMUNICATIONS CORP,7/1/98,77,1.298701299,5.194805195,0,5.194805195
ALLEGIANCE TELECOM INC,7/2/98,399,0.751879699,5.012531328,0.501253133,1.253132832
"COSTAR GROUP, INC.",7/2/98,171,1.754385965,4.678362573,0,1.754385965
COLLATERAL THERAPEUTICS INC,7/2/98,155,1.935483871,1.935483871,1.290322581,3.870967742
ABGENIX INC,7/2/98,211,0.473933649,2.843601896,0.473933649,1.895734597
HORIZON ORGANIC HOLDING CORP,7/6/98,265,1.886792453,3.018867925,0,1.509433962
,,,,,,
ADAMS GOLF INC,7/13/98,142,2.816901408,2.112676056,0.704225352,2.816901408
,,,,,,
NATIONAL EQUIPMENT SERVICES INC,7/14/98,31,3.225806452,0,0,3.225806452
AMERICAN BANK NOTE HOLOGRAPHICS INC,7/15/98,123,0.81300813,3.25203252,0,2.43902439
,,,,,,
BROADCAST COM INC,7/17/98,68,2.941176471,2.941176471,0,1.470588235
ACTUATE CORP,7/20/98,144,2.777777778,0.694444444,0.694444444,1.388888889
GOLDEN STATE VINTNERS INC,7/22/98,293,0,3.754266212,0,1.706484642
,,,,,,
REPUBLIC BANCORP INC /KY/,7/23/98,68,2.941176471,1.470588235,0,1.470588235
NATROL INC,7/22/98,227,0.881057269,4.405286344,0,3.083700441
CENTRUS ENERGY CORP,7/23/98,76,0,1.315789474,0,1.315789474
IENTERTAINMENT NETWORK INC,7/23/98,487,1.026694045,1.642710472,1.437371663,1.642710472
COST U LESS INC,7/24/98,177,0,5.084745763,0,3.389830508
,,,,,,
ECHELON CORP,7/28/98,131,1.526717557,1.526717557,0.763358779,2.290076336
HUNGRY MINDS INC /DE/,7/29/98,161,0.621118012,4.968944099,0.621118012,1.242236025
HOMETOWN AUTO RETAILERS INC,7/30/98,289,2.076124567,2.422145329,0,0.692041522
,,,,,,
RAILWORKS CORP,7/30/98,91,0,7.692307692,0,1.098901099
CREDITRUST CORP,7/30/98,116,0.862068966,5.172413793,0,0
TEAM COMMUNICATIONS GROUP INC,7/31/98,723,1.106500692,4.702627939,0,2.35131397
GIGA INFORMATION GROUP INC,7/30/98,114,0,2.631578947,0,0.877192982
MAXTOR CORP,7/31/98,71,0,5.633802817,0,1.408450704
CARRIER ACCESS CORP,7/31/98,110,1.818181818,3.636363636,0.909090909,5.454545455
NORTHEAST OPTIC NETWORK INC,8/3/98,217,0,6.912442396,0,2.304147465
TOWNE SERVICES INC,7/31/98,221,3.619909502,6.787330317,0.452488688,2.714932127
CYBERIAN OUTPOST INC,7/31/98,177,1.694915254,1.129943503,0.564971751,2.259887006
CLASSIC VACATION GROUP INC,8/3/98,102,0.980392157,3.921568627,0,2.941176471
MOTORCARS AUTO GROUP INC,8/4/98,393,0,3.816793893,0,0.508905852
SOFTWORKS INC,8/5/98,180,2.222222222,3.888888889,0.555555556,1.666666667
INFORMATION HOLDINGS INC,8/7/98,109,4.587155963,4.587155963,1.834862385,0.917431193
ECLIPSYS CORP,8/10/98,190,2.631578947,5.263157895,0,1.052631579
NATIONSRENT INC,8/7/98,79,1.265822785,3.797468354,0,6.329113924
GEOCITIES,8/11/98,118,0,2.542372881,0.847457627,0.847457627
PILOT NETWORK SERVICES INC,8/11/98,210,0,5.238095238,0.476190476,0.952380952
MERRILL MERCHANTS BANCSHARES INC,8/11/98,173,1.734104046,4.624277457,0,0
DIGITAL RIVER INC /DE,8/12/98,97,0,3.092783505,0,4.12371134
IN OVATIONS HOLDINGS INC,8/12/98,356,0.561797753,4.775280899,0.280898876,1.966292135
CONCENTRIX CVG CORP,8/13/98,48,2.083333333,6.25,0,0
24/7 REAL MEDIA INC,8/14/98,127,1.57480315,3.149606299,0.787401575,1.57480315
ENTRUST INC,8/18/98,105,1.904761905,3.80952381,0,1.904761905
TERAYON COMMUNICATION SYSTEMS,8/18/98,105,0,2.857142857,0.952380952,3.80952381
,,,,,,
CLARK INC,8/20/98,130,0.769230769,3.846153846,0,0
NEW AMERICAN HEALTHCARE CORP,8/20/98,237,1.687763713,4.219409283,0,0
EBAY INC,9/25/98,165,0.606060606,2.424242424,0.606060606,1.212121212
CONOCOPHILLIPS HOLDING CO,10/22/98,414,0.241545894,4.106280193,0,0.241545894
FEDNAT HOLDING CO,11/5/98,165,1.818181818,4.242424242,0.606060606,1.818181818
FOX ENTERTAINMENT GROUP INC,11/12/98,125,0,2.4,0,0
MONY GROUP INC,11/12/98,196,0,2.551020408,0,0
DICE INC,11/12/98,138,2.173913043,3.623188406,0,0.724637681
THEGLOBE COM INC,11/13/98,114,2.631578947,1.754385965,0,0
NETWORK 1 TECHNOLOGIES INC,11/13/98,494,1.214574899,3.238866397,0,1.012145749
NEXT GENERATION TECHNOLOGY HOLDINGS INC,11/16/98,381,2.099737533,5.249343832,0,2.099737533
PLAINS ALL AMERICAN PIPELINE LP,11/18/98,131,0.763358779,5.34351145,1.526717557,0
FATBRAIN COM INC,11/20/98,191,1.047120419,2.617801047,0.523560209,0.523560209
E TEK DYNAMICS INC,12/2/98,120,2.5,3.333333333,0,4.166666667
,,,,,,
UBID INC,12/4/98,75,2.666666667,1.333333333,1.333333333,1.333333333
P F CHANGS CHINA BISTRO INC,12/7/98,126,0,4.761904762,0,0
SLEEP NUMBER CORP,12/7/98,168,1.19047619,3.571428571,0,3.571428571
EXCHANGE APPLICATIONS INC,12/9/98,145,3.448275862,2.75862069,0.689655172,0.689655172
INFINITY BROADCASTING CORP /DE/,12/10/98,166,0.602409639,4.819277108,0,0
XOOM INC,12/9/98,219,3.196347032,3.196347032,0.456621005,1.826484018
ABOVENET COMMUNICATIONS INC,12/10/98,129,1.550387597,4.651162791,0,2.325581395
INTERNET AMERICA INC,12/10/98,336,1.488095238,5.357142857,0.595238095,0.892857143
MARKETING SPECIALISTS CORP,12/16/98,293,0,4.436860068,0,1.706484642
,,,,,,
CONCUR TECHNOLOGIES INC,12/16/98,231,0.865800866,0.865800866,1.731601732,2.164502165
MARKETWATCH MEDIA INC,1/15/99,173,1.734104046,4.046242775,0.578034682,1.734104046
NVIDIA CORP,1/22/99,120,0,4.166666667,0.833333333,4.166666667
COVAD COMMUNICATIONS GROUP INC,1/22/99,185,1.081081081,2.702702703,0.540540541,2.162162162
ALLAIRE CORP,1/22/99,90,2.222222222,3.333333333,0,3.333333333
TUT SYSTEMS INC,1/29/99,76,0,6.578947368,1.315789474,1.315789474
ENTERCOM COMMUNICATIONS CORP,1/29/99,152,0.657894737,4.605263158,0,2.631578947
AMERICAN AXLE & MANUFACTURING HOLDINGS INC,2/1/99,194,1.030927835,3.092783505,0,8.24742268
REDDY ICE GROUP INC,2/1/99,130,1.538461538,3.076923077,0,3.076923077
ECOMETRY CORP,1/29/99,234,0.427350427,1.709401709,0,2.136752137
PEROT SYSTEMS CORP,2/2/99,87,0,1.149425287,1.149425287,1.149425287
,,,,,,
DEL MONTE FOODS CO,2/5/99,166,0,5.421686747,0,1.807228916
CORINTHIAN COLLEGES INC,2/5/99,167,1.796407186,7.185628743,0,1.19760479
ALBANY MOLECULAR RESEARCH INC,2/5/99,214,0.46728972,4.672897196,0,5.140186916
DELPHI CORP,2/5/99,117,0,2.564102564,0,4.273504274
MODEM MEDIA INC,2/5/99,149,0.67114094,5.369127517,0.67114094,2.013422819
VIALOG CORP,2/8/99,262,3.816793893,7.251908397,0,0
MICROFINANCIAL INC,2/5/99,384,1.041666667,4.166666667,0,1.5625
VERTICALNET INC,2/11/99,116,2.586206897,3.448275862,0,0
PRODIGY COMMUNICATIONS CORP,2/11/99,230,3.47826087,1.739130435,0,0.869565217
"GAMCO INVESTORS, INC. ET AL",2/11/99,85,2.352941176,5.882352941,0,3.529411765
KORN FERRY,2/12/99,186,0.537634409,5.913978495,0,0.537634409
HLTH CORP,2/16/99,124,2.419354839,3.225806452,0.806451613,1.612903226
SERENA SOFTWARE INC,2/12/99,128,3.125,4.6875,0.78125,0.78125
CATAPULT COMMUNICATIONS CORP,2/11/99,154,2.597402597,1.948051948,0,2.597402597
ONYX SOFTWARE CORP/WA,2/12/99,196,1.020408163,4.591836735,2.040816327,4.591836735
INSURANCE MANAGEMENT SOLUTIONS GROUP INC,2/11/99,366,0.819672131,4.918032787,0.273224044,0.273224044
,,,,,,
BOTTOMLINE TECHNOLOGIES INC /DE/,2/12/99,154,3.896103896,1.948051948,0.649350649,3.246753247
VIGNETTE CORP,2/22/99,97,1.030927835,4.12371134,1.030927835,0
WEBTRENDS CORP,2/22/99,157,1.910828025,2.547770701,0.636942675,3.184713376
,,,,,,
EVCI CAREER COLLEGES HOLDING CORP,2/24/99,141,0,2.836879433,0,0.709219858
CEB INC.,2/23/99,47,0,2.127659574,0,0
INTRAWARE INC,2/26/99,87,1.149425287,3.448275862,0,2.298850575
PCORDER COM INC,3/1/99,178,1.123595506,2.808988764,0.561797753,1.123595506
LIFE TECHNOLOGIES CORP,3/1/99,177,1.129943503,1.694915254,0.564971751,1.694915254
BOYDS COLLECTION LTD,3/8/99,114,0,6.140350877,0,7.01754386
NEON SYSTEMS INC,3/5/99,97,0,5.154639175,1.030927835,0
ROWECOM INC,3/9/99,147,2.040816327,2.040816327,0.680272109,2.721088435
ARGOSY EDUCATION GROUP INC,3/9/99,212,1.886792453,5.188679245,0,0
EAGLE SUPPLY GROUP INC,3/16/99,814,2.702702703,2.825552826,0,2.825552826
FLASHNET COMMUNICATIONS INC,3/16/99,244,1.639344262,2.459016393,0.819672131,1.639344262
MULTEX COM INC,3/17/99,93,2.150537634,4.301075269,0,4.301075269
IVILLAGE INC,3/19/99,134,2.985074627,2.23880597,0,4.47761194
CHEAP TICKETS INC,3/19/99,125,1.6,1.6,0.8,1.6
,,,,,,
"ABOUT, INC.",3/26/99,146,1.369863014,0.684931507,0.684931507,3.424657534
ONEMAIN COM INC,3/25/99,141,2.836879433,6.382978723,0,0
VALLEY MEDIA INC,3/26/99,83,0,3.614457831,0,6.024096386
"AUTOWEB, INC.",3/29/99,127,0.787401575,3.149606299,0,2.362204724
CRITICAL PATH INC,3/30/99,155,1.290322581,1.935483871,1.290322581,3.225806452
MKS INSTRUMENTS INC,3/30/99,117,1.709401709,2.564102564,0,2.564102564
