 Filing Date	Issue Date	Issuer	Main SIC Code	Ticker Symbol	Bookrunner(s)	Gross spread ($)	Gross Spread as % of Prncpl Amt - in this Mkt	Proceeds Amt - in this Mkt ($ mil)	Offer Price	Type of Security	9-Digit Cusip	Primary Exchange Where Issuer's Stock Trades	Management Fee as % of Prncpl Amt - in this Mkt	Underwriting Fee as % of Prncpl Amt - in this Mkt	Selling Concession as % of Prncpl Amt - in this Mkt	Marketplace	Original High Filing Price	Original Low Filing Price	Shares Filed - in this Mkt	Amt Filed - in this Mkt ($ mil)	Primary Shares Offered - in this Mkt	Secondary Shs Ofrd- in this Mkt	Lock up Expiration Date	Percent of Shares Outstanding Subject to Lockup Agreement	Lockup Days	Lockup Shares	Depositary	Units	Venture Backed	Spin-off Parent Ticker	Spinoff's Parent	Number of Bookrunners	RANK_NO_LEADS	"Number of Lead, Co-lead, & Co-managers"	Stock Price at Close of Offer/1st Trade	Opening Stock Price at First Trade	permno	cusip	comnam	ticker	begprc	prc	Match Name	Match Date	diff date	mid	c1	c2	c3	c4	Word Length_sentiment	negative	positive	uncertainty	litigious	strongmodal	weakmodal	constraining	internet	underpricing
12/18/97	2/12/98	Astropower Inc	3674	APWR	NEEDHAM	0.42	7	16.2	6	Common Shares	04644A101	Nasdaq	1.333	2	3.66667	U.S. Public	10	8	2700000	24.3	2700000		8/11/98 0:00	41.078	180	3474420	No	No	Yes			1	1	2	6.44		85802	04644A10	ASTROPOWER INC	APWR	2/13/98	6.4375	ASTROPOWER INC	2/13/98	0	9	0	0.598802395	0.598802395	4.191616766	169	0	0.017751479	0.047337278	0.00591716	0.029585799	0.00591716	0.01183432	0	0.072916667
12/18/97	3/4/98	ViaGrafix Corp	7372	VIAX	SOUTHWEST-SEC	0.91	7	28.6	13	Common Shares	925909103	Nasdaq	1.615	1.538	3.84615	U.S. Public	12	10	2200000	24.2	1750000	450000					No	No	Yes			1	1	1	13.38		85892	92590910	VIAGRAFIX CORP	VIAX	3/4/98	13.375	VIAGRAFIX CORP	3/4/98	0	11	4.046242775	1.156069364	0	1.734104046	174	0	0	0.034482759	0	0.017241379	0.017241379	0.005747126	0	0.028846154
12/19/97	3/4/98	Extended Systems Inc	7372	XTND	VOLPE-BROWN	0.56	7	12.4	8	Common Shares	301973103	Nasdaq	1.25	2	3.75	U.S. Public				27.6	1550000		8/31/98 0:00		180	6045199	No	No	Yes			1	1	2	8.5		85894	30197310	EXTENDED SYSTEMS INC	XTND	3/4/98	8.5	EXTENDED SYSTEMS INC	3/5/98	1	0	2.222222222	2.222222222	1.111111111	1.111111111	91	0	0	0.010989011	0.010989011	0.010989011	0.010989011	0	0	0.0625
12/19/97	3/23/98	CyberShop International Inc	7375	CYSP	UNTERBERG	0.455	7	18.2	6.5	Common Shares	23251X105	Nasdaq	1.385	1.769	3.84615	U.S. Public	8	6	2000000	14	2800000		3/18/99 0:00		360		No	No	No			1	1	2	8.75		85866	36230D20	CYBERSHOP INTERNATIONAL INC	CYSP	3/23/98	8.75	GSV INC	3/24/98	1	7	1.70212766	5.106382979	0	1.276595745	237	0.004219409	0.012658228	0.029535865	0.008438819	0.004219409	0.021097046	0.012658228	0	0.346153846
12/19/97	4/13/98	Nanogen Inc	3826	NGEN	MSDW	0.77	7	36.9	11	Common Shares	630075109	Pink Sheet	1.455	1.727	3.81818	U.S. Public	12	10	3600000	39.6	3350000						No	No	Yes			1	1	3	11.13		85995	63007510	NANOGEN INC	NGEN	4/14/98	11.25	"NGEN, INC."	4/14/98	0	11	0.523560209	1.047120419	0.523560209	3.141361257	193	0.005181347	0.020725389	0.031088083	0.015544041	0.015544041	0	0.015544041	0	0.022727273
12/23/97	3/10/98	Championship Auto Racing Teams	7948	OPW	JEFFERIES	1.12	7	63.9	16	Common Shares	158711101	New York	1.563	1.625	3.8125	U.S. Public			4573000		3683334	311666					No	No	No			1	1	2	19.94		85902	15871110	CHAMPIONSHIP AUTO RACING TM INC	OPW	3/10/98	19.9375	CHAMPIONSHIP LIQUIDATING TRUST	3/11/98	1	0	3.246753247	3.246753247	0	1.298701299	155	0	0.012903226	0.006451613	0	0.032258065	0	0	0	0.24609375
12/23/97	4/8/98	Cumetrix Data Systems Corp	5045	CDSC	JOSEPH-STEVENS	0.46	9.2	11.8	5	Common Shares	230903105	Nasdaq	2.7	3.5	3	U.S. Public	5	4	1800000	8.1	2350000		9/30/99 0:00		540		No	No	No			1	1	2	6.25		85967	23090310	CUMETRIX DATA SYS CORP	CDSC	4/8/98	6.25	"BANNEKER, INC"	4/9/98	1	4.5	0.35335689	1.766784452	1.060070671	2.120141343	285	0.028070175	0.003508772	0.01754386	0	0.003508772	0.007017544	0.014035088	0	0.25
12/24/97	3/3/98	SurModics Inc	3841	SRDX	KINNARD	0.563	7.5	15	7.5	Common Shares	868873100	Nasdaq	1.6	1.5	4.4	U.S. Public	8.5	7.5	2000000	16	2000000		8/30/98 0:00	56.832	180	4101212	No	No	No			1	1	1	8.13		85889	86887310	SURMODICS INC	SRDX	3/4/98	8.125	SURMODICS INC	3/4/98	0	8	1.675977654	2.234636872	1.117318436	2.234636872	183	0	0.010928962	0.016393443	0.005464481	0.016393443	0.005464481	0	0	0.083333333
12/24/97	3/11/98	CSK Auto Inc(InvestCorp SA)	5531		DLJ	1.4	7	150	20	Common Shares	125965103		1.4	1.4	4.2	U.S. Public				172.5	7500000		"09/07/98
09/07/98
09/07/98"	"
"	"180
180
180"	"
"	No	No	No	C.IVP	Investcorp Bank BSC	1	1	6	23.56		85900	12596510	C S K AUTO CORP	CAO	3/12/98	23.5625	CSK AUTO CORP	3/13/98	1	0	0	3.03030303	0	2.02020202	99	0	0	0.04040404	0.01010101	0	0	0	0	0.178125
12/24/97	3/13/98	Grand Court Lifestyles Inc	8059	GCLI	ROYCE-INVEST	0.57	6	26.6	9.5	Common Shares	385379102	Nasdaq	Comb.	Comb.		U.S. Public	11	9	3000000	30	2800000		4/7/99 0:00		390		No	No	No			1	1	1	10.5		85872	38537910	GRAND COURT LIFESTYLES INC	GCLI	3/16/98	10.5	GRAND COURT LIFESTYLES INC	3/18/98	2	10	0.295857988	3.25443787	0	3.25443787	339	0.005899705	0.008849558	0.053097345	0.002949853	0.020648968	0.002949853	0.017699115	0	0.105263158
12/24/97	3/26/98	Columbia Sportswear Co	2329	COLM	GS	1.24	6.889	80.6	18	Common Shares	198516106	Nasdaq	1.389	1.389	4.11111	U.S. Public			5333334		4480000						No	No	No			1	1	3	21.94		85863	19851610	COLUMBIA SPORTSWEAR COMPANY	COLM	3/27/98	21.9375	COLUMBIA SPORTSWEAR CO	3/27/98	0	0	0	2.857142857	0	0	35	0	0	0	0	0	0	0	0	0.21875
12/24/97	4/16/98	BrightStar Information	7373	BTSR	CIBC-OPPEN	0.91	7	55.3	13	Common Shares	10947N104	OTC	1.423	1.346	4.23077	U.S. Public				60.4	4250000		4/11/99 0:00		360		No	No	No			1	1	2	17.38		85964	10947N10	BRIGHTSTAR INFORMATION TECH INC	BTSR	4/17/98	17.375	BRIGHTSTAR INFORMATION TECHNOLOGY GROUP INC	4/20/98	3	0	1.408450704	10.56338028	0	0	143	0.027972028	0.020979021	0.013986014	0	0.020979021	0.006993007	0	0	0.336538462
12/29/97	10/10/00	W-H Energy Services Inc	7359	WHQ	CS-FB/MSDW(JB)	1.155	7	165	16.5	Common Shares	9.29E+112	Nasdaq	1.424	1.333	4.24242	U.S. Public				80.5	10000000						No	No	No			2	2	6	14.25		88748	9.29E+14	W H ENERGY SERVICES INC	WHES	10/11/00	14.25	W-H ENERGY SERVICES INC	10/11/00	0	0	0.771208226	3.084832905	0	2.05655527	389	0.010282776	0.002570694	0.023136247	0	0.010282776	0.002570694	0.007712082	0	-0.136363636
12/31/97	3/13/98	LJL Biosystems Inc	3826	LJLB	NATION-MONT-SEC	0.49	7	14	7	Common Shares	501873103	Nasdaq	1.429	2	3.57143	U.S. Public	13	11	2500000	30	2000000		9/9/98 0:00		180	8205253	No	No	Yes			1	1	3	7		85881	50187310	LJL BIOSYSTEMS INC	LJLB	3/13/98	7	LJL BIOSYSTEMS INC	3/13/98	0	12	1.941747573	1.941747573	1.941747573	0.970873786	106	0	0.009433962	0.037735849	0.018867925	0	0.018867925	0.018867925	0	0
1/2/98	3/4/98	Waddell & Reed Financial Inc	6211	WDR	MSDW	1.265	5.5	399.3	23	Class A Shares	930059100	New York	1.087	0.891	3.52174	U.S. Public				586.5	17360000						No	No	No	TMK	Torchmark Corp	1	1	3	26.44		85931	93005910	WADDELL & REED FINANCIAL INC	WDR	3/5/98	26.4375	WADDELL & REED FINANCIAL INC	3/5/98	0	0	0	0.917431193	0	0	218	0	0	0.018348624	0	0.013761468	0.004587156	0.009174312	0	0.149456522
1/7/98	3/13/98	DSET Corp	7371		BT-ALEX-BROWN	1.12	7	49.6	16	Common Shares	262504103		1.438	1.563	4	U.S. Public	14	12	3500000	45.5	3100000						No	No	Yes			1	1	3	20.06		85867	26250420	DSET CORP	DSET	3/13/98	20.0625	DSET CORP	3/13/98	0	13	1.226993865	2.45398773	0.613496933	0.613496933	164	0	0.006097561	0.018292683	0.012195122	0.018292683	0.006097561	0.006097561	0	0.25390625
1/8/98	3/13/98	Command Systems Inc	7371	CMND	COWEN	0.84	7	32.4	12	Common Shares	200903102	Nasdaq	1.5	1.583	3.91667	U.S. Public	12	10	2400000	26.4	2200000	500000	9/9/98 0:00		180	4956750	No	No	No			1	1	2	13.63		85862	20090310	COMMAND SYSTEMS INC	CMND	3/13/98	13.625	COMMAND SYSTEMS INC	3/13/98	0	11	1.290322581	1.612903226	0.322580645	1.935483871	312	0.006410256	0.009615385	0.019230769	0.003205128	0.012820513	0.006410256	0.006410256	0	0.135416667
1/9/98	4/1/98	Horizon Offshore Inc	1629	HOFF	SALOMON-SMITH	0.91	7	65	13	Common Shares	44043J105	Nasdaq	1.462	1.462	4.07692	U.S. Public				92	5000000		9/28/98 0:00		180		No	No	No			1	1	3	15.13		85986	44043J20	HORIZON OFFSHORE INC	HOFF	4/2/98	15.125	HORIZON OFFSHORE INC	4/2/98	0	0	0.64516129	5.161290323	0	5.161290323	155	0	0	0.038709677	0.012903226	0.032258065	0	0.006451613	0	0.163461538
1/9/98	4/24/98	DA Consulting Group Inc	7389	DACG	WM-BLAIR	1.02	7.034	34.8	14.5	Common Shares	233027101	Nasdaq	1.586	1.586	3.86207	U.S. Public	13	11	2500000	30	1700000	700000	10/21/98 0:00		180	3928400	No	No	No			1	1	3	18.38		85975	23302710	D A CONSULTING GROUP	DACG	4/24/98	18.375	"KUBOO, INC."	4/24/98	0	12	2	4	0.666666667	0.666666667	151	0	0	0.033112583	0.013245033	0.01986755	0.013245033	0.006622517	0	0.267241379
1/9/98	5/11/98	Evolving Systems Inc	7372	EVOL	GS	0.98	7	64.4	14	Common Shares	30049R100	Nasdaq	1.429	1.643	3.92857	U.S. Public	12	10	4000000	44	3285000	1315000					No	No	Yes			1	1	4	19.19		86062	30049R20	EVOLVING SYSTEMS INC	EVOL	5/12/98	19.1875	EVOLVING SYSTEMS INC	5/12/98	0	11	1.910828025	2.547770701	0.636942675	1.27388535	159	0	0.006289308	0.006289308	0.006289308	0.012578616	0.006289308	0.012578616	0	0.370535714
1/14/98	3/12/98	Reltec Corp	3661	RLT	MSDWAU	1.885	6.5	130.5	29	Common Shares	759527104	New York	1.31	1.31	3.87931	U.S. Public				160	4500000		9/8/98 0:00		180		No	No	No			1	2	6	35.44		85924	75952710	RELTEC CORP	RLT	3/13/98	35.4375	RELTEC CORP	3/13/98	0	0	0.657894737	3.289473684	0.657894737	1.973684211	154	0	0.006493506	0.012987013	0.006493506	0.019480519	0.006493506	0.006493506	0	0.221982759
1/15/98	3/12/98	Cowlitz Bancorp	6712	CWLZ	BLACK	0.84	7	14.4	12	Common Shares	223767104	Nasdaq	1.583	1.667	3.75	U.S. Public	13	11	1000000	12	1200000		9/8/98 0:00		180	1566908	No	No	No			1	1	2	13.13		85865	22376720	COWLITZ BANCORPORATION	CWLZ	3/12/98	13.125	COWLITZ BANCORPORATION	3/13/98	1	12	2.631578947	6.578947368	0	1.315789474	76	0	0	0.039473684	0	0.026315789	0	0	0	0.09375
1/16/98	2/24/98	DocuCorp International Inc	7372	DOCC	TUCKER	na	na	34.1	5	Common Shares	255911109	Nasdaq				U.S. Public	5	5	6400000	32	4000000	2820000					No	No	No			1	1	2	9.63		85819	25591110	DOCCUCORP INTERNATIONAL INC	DOCC	4/6/98	10.375	DOCUCORP INTERNATIONAL INC	2/24/98	-41	5	2.040816327	2.915451895	0.874635569	0.874635569	346	0.00867052	0.00867052	0.037572254	0.005780347	0.020231214	0.00867052	0.00867052	0	1.075
1/16/98	3/18/98	Exodus Communications Inc	7379	EXDS	GS	1.05	7	58.7	15	Common Shares	302088109	Nasdaq	1.4	1.6	4	U.S. Public				46	3915000						No	No	Yes			1	1	3	27.63		85870	30208810	EXODUS COMMUNICATIONS INC	EXDS	3/19/98	27.625	EXDS INC	3/19/98	0	0	1.153846154	7.307692308	0.769230769	1.923076923	265	0	0	0.01509434	0.003773585	0.003773585	0.00754717	0.00754717	0	0.841666667
1/20/98	3/23/98	ISS Group Inc	7372	ISSX	GS	1.54	7	57.4	22	Common Shares	450306105	Nasdaq	1.409	1.5	4.09091	U.S. Public	11	9	2500000	25	2335950	274050					No	No	Yes			1	1	4	40.38		85879	46060X10	ISS GROUP INC	ISSX	3/24/98	40.375	INTERNET SECURITY SYSTEMS INC/GA	3/24/98	0	10	1.459854015	1.459854015	0.729927007	2.189781022	139	0	0.007194245	0.014388489	0	0.021582734	0.014388489	0	0	0.835227273
1/21/98	5/7/98	Sherwood Brands Inc	2064	SHD	PARAGON	0.536	9	9.2	5.95	Class A Shares	82437L104	Sm Cap Mkt	Comb.	Comb.	3.6	U.S. Public	6.05	6.05	1550000	9.4	1550000		10/29/99 0:00		540		No	No	No			1	1	1	5.25		86037	82437L10	SHERWOOD BRANDS INC	SHD	5/7/98	5	SHERWOOD BRANDS INC	5/11/98	4	6.05	0.462962963	3.240740741	0.231481481	1.851851852	436	0.01146789	0.016055046	0.025229358	0.002293578	0.018348624	0.009174312	0.016055046	0	-0.159663866
1/26/98	4/2/98	Freedom Securities Corp	6211	FSI	DLJ	1.35	6.75	118.4	20	Common Shares	35644K103	New York	1.35	1.35	4.05	U.S. Public	19	17	6700000	120.6	3360000	2560000					No	No	No			1	1	4	21.56		85944	89864710	FREEDOM SECURITIES CORP	FSI	4/2/98	21.5625	TUCKER ANTHONY SUTRO	4/2/98	0	18	1.754385965	5.263157895	0	1.754385965	57	0	0	0.01754386	0.01754386	0.01754386	0	0	0	0.078125
1/27/98	4/2/98	Omega Protein Corp	2077	OME	PSI	1.08	6.75	136	16	Common Shares	68210P107	New York	1.375	1.438	3.9375	U.S. Public	16	14	6000000	90	4000000	4500000	9/29/98 0:00		180		No	No	No	ZAP	Zapata Corp	1	1	2	18.06		85951	68210P10	OMEGA PROTEIN CORP	OME	4/3/98	18.0625	OMEGA PROTEIN CORP	4/3/98	0	15	2.242152466	7.623318386	0.448430493	0	225	0	0.004444444	0.013333333	0.004444444	0.008888889	0	0.004444444	0	0.12890625
1/29/98	4/1/98	Frisby Technologies Inc	3086	FRIZ	BARINGTON-CAP	0.68	9.714	11.2	7	Common Shares	358743102	Sm Cap Mkt	2.429	2.429	4.85714	U.S. Public	8	6	1600000	11.2	1600000		3/21/00 0:00		720		No	No	No			1	1	1	7.47		85977	35874310	FRISBY TECHNOLOGIES INC	FRIZ	4/1/98	7.46875	FRISBY TECHNOLOGIES INC	4/2/98	1	7	0.44345898	1.10864745	1.99556541	4.4345898	464	0.002155172	0.00862069	0.021551724	0.004310345	0.015086207	0.002155172	0.006465517	0	0.066964286
1/30/98	3/25/98	ONIX Systems Inc	3829	ONX	DLJ	1.015	7	47.9	14.5	Common Shares	67088G108	American	1.379	1.483	4.13793	U.S. Public	5.5			55	3300000		9/21/98 0:00		180		No	No	No	THI	Thermo Instrument Systems Inc	1	1	3	14.5		85919	67088G10	ONIX SYSTEMS INC	ONX	3/25/98	14.6875	ONIX SYSTEMS INC	3/25/98	0	2.75	3.398058252	2.912621359	0.485436893	1.45631068	207	0	0.004830918	0.009661836	0	0.004830918	0.009661836	0.004830918	0	0.012931034
2/5/98	4/16/98	Broadcom Corp	3674	BRCM	MSDW	1.68	7	73.2	24	Common Shares	111320107	Nasdaq	1.417	1.417	4.16667	U.S. Public				53.9	2409500	640500					No	No	No			1	1	4	53.63		85963	11132010	BROADCOM CORP	BRCM	4/17/98	53.625	BROADCOM CORP	4/17/98	0	0	1.025641026	3.58974359	0.512820513	2.051282051	197	0	0.010152284	0.005076142	0.005076142	0.015228426	0.005076142	0.005076142	1	1.234375
2/5/98	4/16/98	Broadcom Corp	3674	BRCM	MSDW	1.68	7	73.2	24	Common Shares	111320107	Nasdaq	1.417	1.417	4.16667	U.S. Public				53.9	2409500	640500					No	No	No			1	1	4	53.63		85963	11132010	BROADCOM CORP	BRCM	4/17/98	53.625	BROADCOM CORP	4/17/98	0	0	1.025641026	3.58974359	0.512820513	2.051282051	197	0	0.010152284	0.005076142	0.005076142	0.015228426	0.005076142	0.005076142	1	1.234375
2/12/98	4/28/98	Provant Inc	8748	POVT	NATION-MONT-SEC	0.91	7	33.8	13	Common Shares	743724106	Nasdaq	1.462	1.692	3.84615	U.S. Public	13	11	2600000	31.2	2600000		10/25/98 0:00		180		No	No	No			1	1	3	61		85998	74372410	PROVANT INC	POVT	4/29/98	16.640625	PROVANT INC	4/29/98	0	12	1.775147929	5.917159763	0	0	170	0.005882353	0	0.052941176	0.005882353	0.017647059	0	0.005882353	0	0.280048077
2/13/98	4/14/98	Horizon Medical Products Inc	3841	HMP	CS-FB	1.02	7.034	42.3	14.5	Common Shares	439903105	American	1.379	1.379	4.27586	U.S. Public				55	2041000	873000					No	No	Yes			1	1	3	15.56		85985	43990310	HORIZON MEDICAL PRODUCTS INC	HMPS	4/15/98	15.5625	HORIZON MEDICAL PRODUCTS INC	4/15/98	0	0	2.491103203	3.202846975	0	2.135231317	282	0.003546099	0	0.010638298	0.007092199	0.010638298	0	0.010638298	0	0.073275862
2/13/98	4/23/98	US LEC Corp	4813	CLEC	SALOMON-SMITH	1.05	7	82.5	15	Class A Shares	90331S109	Nasdaq	1.4	1.4	4.2	U.S. Public				80	5500000		10/20/98 0:00		180	2268000	No	No	No			1	1	3	24.19		85971	69545910	US LEC CORP	CLEC	4/24/98	24.1875	US LEC LLC	4/27/98	3	0	2.702702703	2.702702703	0	2.702702703	75	0	0	0.026666667	0	0.013333333	0.013333333	0	0	0.6125
2/13/98	4/30/98	Tristar Aerospace Co	3728	TSX	BT-ALEX-BROWN	1	6.25	180.4	16	Common Shares	89674L101	New York	1.25	1.375	3.625	U.S. Public	16	14	11276858	169.2		11276858					No	No	No			1	1	2	17.06		85955	89674L10	TRISTAR AEROSPACE CO	TSX	4/30/98	17.125	TRISTAR AEROSPACE CO	4/30/98	0	15	0	0	0	0	13	0	0	0	0	0.153846154	0	0	0	0.0703125
2/13/98	4/30/98	Tristar Aerospace Co	3728	TSX	BT-ALEX-BROWN	1	6.25	180.4	16	Common Shares	89674L101	New York	1.25	1.375	3.625	U.S. Public	16	14	11276858	169.2		11276858					No	No	No			1	1	2	17.06		85955	89674L10	TRISTAR AEROSPACE CO	TSX	4/30/98	17.125	TRISTAR AEROSPACE CO	4/30/98	0	15	0	0	0	0	13	0	0	0	0	0.153846154	0	0	0	0.0703125
2/13/98	5/19/98	Professional Detailing Inc	7389	PDII	MSDW	1.12	7	40	16	Common Shares	74312N107	Nasdaq	1.375	1.375	4.25	U.S. Public	14	12	2800000	36.4	2500000						No	No	No			1	1	3	21.63		86083	46062X20	PROFESSIONAL DETAILING INC	PDII	5/20/98	21.625	"INTERPACE DIAGNOSTICS GROUP, INC."	5/20/98	0	13	1.639344262	2.459016393	0	1.639344262	124	0	0.008064516	0.016129032	0.008064516	0.008064516	0.016129032	0.016129032	0	0.3515625
2/19/98	4/22/98	Cunningham Graphics Intl Inc	2759	CGII	SCHRODER-CO	0.91	7	28.6	13	Common Shares	231157108	Nasdaq	1.385	1.385	4.23077	U.S. Public	13	11	1800000	21.6	2200000		10/19/98 0:00	55.69	180	2765000	No	No	No			1	1	2	38.81		85969	23115710	CUNNINGHAM GRAPHICS INTL INC	CGII	4/22/98	19.5	CUNNINGHAM GRAPHICS INTERNATIONAL INC	4/23/98	1	12	1.984126984	6.746031746	0	0.396825397	254	0.003937008	0.007874016	0.019685039	0	0.019685039	0.007874016	0	0	0.5
2/20/98	4/24/98	Industrial Rubber Products Inc	3069	INRB	STEICHEN	0.375	7.5	6.3	5	Common Shares	455921106	Pink Sheet	Comb.	Comb.	4.4	U.S. Public	5	5	1400000	7	1260000		4/19/99 0:00		360		No	No	No			1	1	1	4.69		85989	45592110	INDUSTRIAL RUBBER PRODUCTS	INRB	4/24/98	4.6875	INDUSTRIAL RUBBER PRODUCTS INC	4/24/98	0	5	0.816326531	5.306122449	0	4.489795918	248	0	0.012096774	0.036290323	0.008064516	0.032258065	0	0	0	-0.0625
2/25/98	5/1/98	Rock Financial Corp	6162	RCCK	BEAR	0.7	7	33.3	10	Common Shares	772150108	Nasdaq	1.4	1.4	4.2	U.S. Public	10	10	3330000	33.3	3000000	330000	10/28/98 0:00		180		No	No	No			1	1	3	12.38		86085	77215010	ROCK FINANCIAL CORP MI	RCCK	5/1/98	12.25	ROCK FINANCIAL CORP/MI/	5/1/98	0	10	2.054794521	5.136986301	0	0.342465753	292	0.010273973	0.003424658	0.010273973	0	0.017123288	0.006849315	0.010273973	0	0.225
2/26/98	4/23/98	Charles River Associates Inc	8742	CRAI	NATION-MONT-SEC	1.295	7	40.5	18.5	Common Shares	159852102	Nasdaq	1.405	1.541	4.05405	U.S. Public	17	15	2188000	35	1563000	625000	10/20/98 0:00		180		No	No	No			1	1	2	23.13		85972	12618T10	CHARLES RIVER ASSOC INC	CRAI	4/24/98	23.125	"CRA INTERNATIONAL, INC."	4/24/98	0	16	1.941747573	3.883495146	0	0	104	0	0	0.028846154	0.009615385	0.019230769	0.009615385	0	0	0.25
2/26/98	5/1/98	United Road Services Inc	7549	URSI	DLJ	0.91	7	85.8	13	Common Shares	911384105	Nasdaq	1.385	1.385	4.23077	U.S. Public	13	11	5500000	66	6600000		10/28/98 0:00		180		No	No	No			1	1	3	18		86093	91138420	UNITED ROAD SERVICES INC	URSI	5/1/98	18	UNITED ROAD SERVICES INC	5/1/98	0	12	3.355704698	8.053691275	0.67114094	0	150	0	0	0.033333333	0.006666667	0.046666667	0.006666667	0.006666667	0	0.384615385
2/26/98	5/11/98	Young & Rubicam Inc	7311	YNR	DLJ/BEAR(JB)	1.375	5.5	332	25	Common Shares	987425105	New York	1.1	1.1	3.3	U.S. Public				350	5530184	7749816					No	No	No			2	2	5	28.06		86041	98742510	YOUNG & RUBICAM INC	YNR	5/12/98	28.0625	YOUNG & RUBICAM INC.	5/12/98	0	0	0	8.602150538	0	3.225806452	93	0	0	0.010752688	0	0.010752688	0	0	0	0.1225
2/26/98	6/10/98	V I Technologies Inc	2836	VITX	COWEN	0.84	7	36	12	Common Shares	917920100	Nasdaq	1.417	1.667	3.91667	U.S. Public	15	13	3000000	42	3000000		12/7/98 0:00		180		No	No	Yes			1	1	2	11.25		86198	69811Q10	V I TECHNOLOGIES INC	VITX	6/11/98	11.25	"PANACOS PHARMACEUTICALS, INC."	6/11/98	0	14	0.471698113	1.886792453	0.943396226	4.245283019	214	0	0.028037383	0.028037383	0.014018692	0.014018692	0.009345794	0.009345794	0	-0.0625
2/27/98	4/23/98	Manhattan Associates Inc	7372	MANH	DEUTSCHE-MORGAN	1.05	7	52.5	15	Common Shares	562750109	Nasdaq	1.4	1.6	4	U.S. Public	12	10	3000000	33	3500000						No	No	No			1	1	3	21.88		85992	56275010	MANHATTAN ASSOCIATES INC	MANH	4/23/98	21.875	MANHATTAN ASSOCIATES INC	4/24/98	1	11	0.869565217	3.47826087	0	0.434782609	231	0.004329004	0.012987013	0.021645022	0.004329004	0.017316017	0.017316017	0.008658009	0	0.458333333
2/27/98	5/11/98	Verio Inc	7375	VRIO	SALOMON-SMITH	1.5	6.522	126.5	23	Common Shares	923433106	Nasdaq	1.304	1.304	3.91304	U.S. Public				100	5500000		11/7/98 0:00		180	20661978	No	No	Yes			1	1	3	27.06		86096	92343310	VERIO INC	VRIO	5/12/98	27.0625	VERIO INC	5/12/98	0	0	0.751879699	3.007518797	0	0	134	0	0	0.052238806	0	0.029850746	0	0.02238806	1	0.176630435
2/27/98	5/18/98	L-3 Communications Hldg Inc	3663	LLL	LEH	1.54	7	105.6	22	Common Shares	502424104	New York	1.409	1.409	4.18182	U.S. Public				100	4800000		11/14/98 0:00		180	20457142	No	No	No			1	1	5	26.63		86021	50241310	L 3 COMMUNICATIONS HLDGS INC	LLL	5/19/98	26.625	L 3 COMMUNICATIONS HOLDINGS INC	5/20/98	1	0	1.913875598	3.827751196	0	4.306220096	209	0	0	0.014354067	0.004784689	0.014354067	0	0	0	0.210227273
3/3/98	4/30/98	Brio Technology Inc	7372	BRIO	DEUTSCHE-MORGAN	0.77	7	17.2	11	Common Shares	109704106	Nasdaq	1.455	1.455	4.09091	U.S. Public				33.4	1497548	67452					No	No	Yes			1	1	4	13.31		86054	10970410	BRIO TECHNOLOGY INC	BRYO	5/1/98	13.3125	BRIO SOFTWARE INC	5/5/98	4	0	1.212121212	3.636363636	0	3.636363636	169	0	0.017751479	0.029585799	0.00591716	0.01183432	0.00591716	0.01183432	0	0.210227273
3/4/98	6/10/98	Gerber Childrenswear(Gerber)	2369	GCW	MERRILL	0.91	7	46.8	13	Common Shares	373701101	New York	1.462	1.385	4.15385	U.S. Public			3600000	57.5	3600000		12/7/98 0:00		180		No	No	No			1	1	5	25		86120	37370110	GERBER CHILDRENSWEAR INC	GCW	6/11/98	14.5	GERBER CHILDRENSWEAR INC	6/11/98	0	0	1.209677419	3.629032258	0	0	248	0.024193548	0	0.004032258	0.016129032	0.004032258	0.004032258	0	0	0.115384615
3/6/98	5/7/98	Genesis Direct Inc	5961	GEND	BEAR	0.975	6.5	166.9	15	Common Shares	371935107	Nasdaq	1.3	1.267	3.93333	U.S. Public				180	9625000	1500000	11/3/98 0:00		180		No	No	Yes			1	1	5	15		86065	37193510	GENESIS DIRECT INC	GEND	5/8/98	15	GENESIS DIRECT INC	5/8/98	0	0	3.351955307	2.234636872	0	1.117318436	182	0.010989011	0	0.038461538	0.005494505	0.038461538	0	0.010989011	0	0
3/6/98	6/9/98	School Specialty Inc	5112	SCHS	GS	1.085	7	30.6	15.5	Common Shares	807863105	Nasdaq	1.419	1.452	4.12903	U.S. Public				50	1976250						No	No	No			1	1	4	15.88		86189	80786310	SCHOOL SPECIALTY INC	SCHS	6/10/98	15.875	SCHOOL SPECIALTY INC	6/10/98	0	0	1.219512195	4.87804878	0	4.87804878	83	0	0	0.024096386	0	0.012048193	0.012048193	0	0	0.024193548
3/6/98	6/9/98	Navigant International Inc	4724	FLYR	SALOMON-SMITH	0.63	7	18	9	Common Shares	63935R108	Nasdaq	1.333	1.556	4.11111	U.S. Public				50	2000000		12/6/98 0:00		180		No	No	No	OFIS	US Office Products Co	1	1	3	8.19		86164	63935R10	NAVIGANT INTERNATIONAL INC	FLYR	6/10/98	8.1875	NAVIGANT INTERNATIONAL INC	6/10/98	0	0	0	7.518796992	0	4.511278195	133	0	0.007518797	0.007518797	0.007518797	0.022556391	0	0.015037594	0	-0.090277778
