word,sentiment_category
INSENSITIVE,negative
INSOLVENCIES,negative
INSOLVENCY,negative
INSOLVENT,negative
INSTABILITY,negative
INSUBORDINATION,negative
INSUFFICIENCY,negative
INSUFFICIENT,negative
INSUFFICIENTLY,negative
INSURRECTION,negative
INSURRECTIONS,negative
INTENTIONAL,negative
INTERFERE,negative
INTERFERED,negative
INTERFERENCE,negative
INTERFERENCES,negative
INTERFERES,negative
INTERFERING,negative
INTERMITTENT,negative
INTERMITTENTLY,negative
INTERRUPT,negative
INTERRUPTED,negative
INTERRUPTING,negative
INTERRUPTION,negative
INTERRUPTIONS,negative
INTERRUPTS,negative
INTIMIDATION,negative
INTRUSION,negative
INVALID,negative
INVALIDATE,negative
INVALIDATED,negative
INVALIDATES,negative
INVALIDATING,negative
INVALIDATION,negative
INVALIDITY,negative
INVESTIGATE,negative
INVESTIGATED,negative
INVESTIGATES,negative
INVESTIGATING,negative
INVESTIGATION,negative
INVESTIGATIONS,negative
INVOLUNTARILY,negative
INVOLUNTARY,negative
IRRECONCILABLE,negative
IRRECONCILABLY,negative
IRRECOVERABLE,negative
IRRECOVERABLY,negative
IRREGULAR,negative
IRREGULARITIES,negative
IRREGULARITY,negative
IRREGULARLY,negative
IRREPARABLE,negative
IRREPARABLY,negative
IRREVERSIBLE,negative
JEOPARDIZE,negative
JEOPARDIZED,negative
JUSTIFIABLE,negative
KICKBACK,negative
KICKBACKS,negative
KNOWINGLY,negative
LACK,negative
LACKED,negative
LACKING,negative
LACKLUSTER,negative
LACKS,negative
LAG,negative
LAGGED,negative
LAGGING,negative
LAGS,negative
LAPSE,negative
LAPSED,negative
LAPSES,negative
LAPSING,negative
LATE,negative
LAUNDERING,negative
LAYOFF,negative
LAYOFFS,negative
LIE,negative
LIMITATION,negative
LIMITATIONS,negative
LINGERING,negative
LIQUIDATE,negative
LIQUIDATED,negative
LIQUIDATES,negative
LIQUIDATING,negative
LIQUIDATION,negative
LIQUIDATIONS,negative
LIQUIDATOR,negative
LIQUIDATORS,negative
LITIGANT,negative
LITIGANTS,negative
LITIGATE,negative
LITIGATED,negative
LITIGATES,negative
LITIGATING,negative
LITIGATION,negative
LITIGATIONS,negative
LOCKOUT,negative
LOCKOUTS,negative
LOSE,negative
LOSES,negative
LOSING,negative
LOSS,negative
LOSSES,negative
LOST,negative
LYING,negative
MALFEASANCE,negative
MALFUNCTION,negative
MALFUNCTIONED,negative
MALFUNCTIONING,negative
MALFUNCTIONS,negative
MALICE,negative
MALICIOUS,negative
MALICIOUSLY,negative
MALPRACTICE,negative
MANIPULATE,negative
MANIPULATED,negative
MANIPULATES,negative
MANIPULATING,negative
MANIPULATION,negative
MANIPULATIONS,negative
MANIPULATIVE,negative
MARKDOWN,negative
MARKDOWNS,negative
MISAPPLICATION,negative
MISAPPLICATIONS,negative
MISAPPLIED,negative
MISAPPLIES,negative
MISAPPLY,negative
MISAPPLYING,negative
MISAPPROPRIATE,negative
MISAPPROPRIATED,negative
MISAPPROPRIATES,negative
MISAPPROPRIATING,negative
MISAPPROPRIATION,negative
MISAPPROPRIATIONS,negative
MISBRANDED,negative
MISCALCULATE,negative
MISCALCULATED,negative
MISCALCULATES,negative
MISCALCULATING,negative
MISCALCULATION,negative
MISCALCULATIONS,negative
MISCHARACTERIZATION,negative
MISCHIEF,negative
MISCLASSIFICATION,negative
MISCLASSIFICATIONS,negative
MISCLASSIFIED,negative
MISCLASSIFY,negative
MISCOMMUNICATION,negative
MISCONDUCT,negative
MISDATED,negative
MISDEMEANOR,negative
MISDEMEANORS,negative
MISDIRECTED,negative
MISHANDLE,negative
MISHANDLED,negative
MISHANDLES,negative
MISHANDLING,negative
MISINFORM,negative
MISINFORMATION,negative
MISINFORMED,negative
MISINFORMING,negative
MISINFORMS,negative
MISINTERPRET,negative
MISINTERPRETATION,negative
MISINTERPRETATIONS,negative
MISINTERPRETED,negative
MISINTERPRETING,negative
MISINTERPRETS,negative
MISJUDGE,negative
MISJUDGED,negative
MISJUDGES,negative
MISJUDGING,negative
MISJUDGMENT,negative
MISJUDGMENTS,negative
MISLABEL,negative
MISLABELED,negative
MISLABELING,negative
MISLABELLED,negative
MISLABELS,negative
MISLEAD,negative
MISLEADING,negative
MISLEADINGLY,negative
MISLEADS,negative
MISLED,negative
MISMANAGE,negative
MISMANAGED,negative
MISMANAGEMENT,negative
MISMANAGES,negative
MISMANAGING,negative
MISMATCH,negative
MISMATCHED,negative
MISMATCHES,negative
MISMATCHING,negative
MISPLACED,negative
MISPRICE,negative
MISPRICING,negative
MISPRICINGS,negative
MISREPRESENT,negative
MISREPRESENTATION,negative
MISREPRESENTATIONS,negative
MISREPRESENTED,negative
MISREPRESENTING,negative
MISREPRESENTS,negative
MISS,negative
MISSED,negative
MISSES,negative
MISSTATE,negative
MISSTATED,negative
MISSTATEMENT,negative
MISSTATEMENTS,negative
MISSTATES,negative
MISSTATING,negative
MISSTEP,negative
MISSTEPS,negative
MISTAKE,negative
MISTAKEN,negative
MISTAKENLY,negative
MISTAKES,negative
MISTAKING,negative
MISTRIAL,negative
MISTRIALS,negative
MISUNDERSTAND,negative
MISUNDERSTANDING,negative
MISUNDERSTANDINGS,negative
MISUNDERSTOOD,negative
MISUSE,negative
MISUSED,negative
MISUSES,negative
MISUSING,negative
MONOPOLISTIC,negative
MONOPOLISTS,negative
MONOPOLIZATION,negative
MONOPOLIZE,negative
MONOPOLIZED,negative
MONOPOLIZES,negative
MONOPOLIZING,negative
MONOPOLY,negative
MORATORIA,negative
MORATORIUM,negative
MORATORIUMS,negative
MOTHBALLED,negative
MOTHBALLING,negative
NEGATIVE,negative
NEGATIVELY,negative
NEGATIVES,negative
NEGLECT,negative
NEGLECTED,negative
NEGLECTFUL,negative
NEGLECTING,negative
NEGLECTS,negative
NEGLIGENCE,negative
NEGLIGENCES,negative
NEGLIGENT,negative
NEGLIGENTLY,negative
NONATTAINMENT,negative
NONCOMPETITIVE,negative
NONCOMPLIANCE,negative
NONCOMPLIANCES,negative
NONCOMPLIANT,negative
NONCOMPLYING,negative
NONCONFORMING,negative
NONCONFORMITIES,negative
NONCONFORMITY,negative
NONDISCLOSURE,negative
NONFUNCTIONAL,negative
NONPAYMENT,negative
NONPAYMENTS,negative
NONPERFORMANCE,negative
NONPERFORMANCES,negative
NONPERFORMING,negative
NONPRODUCING,negative
NONPRODUCTIVE,negative
NONRECOVERABLE,negative
NONRENEWAL,negative
NUISANCE,negative
NUISANCES,negative
NULLIFICATION,negative
NULLIFICATIONS,negative
NULLIFIED,negative
NULLIFIES,negative
NULLIFY,negative
NULLIFYING,negative
OBJECTED,negative
OBJECTING,negative
OBJECTION,negative
OBJECTIONABLE,negative
OBJECTIONABLY,negative
OBJECTIONS,negative
OBSCENE,negative
OBSCENITY,negative
OBSOLESCENCE,negative
OBSOLETE,negative
OBSTACLE,negative
OBSTACLES,negative
OBSTRUCT,negative
OBSTRUCTED,negative
OBSTRUCTING,negative
OBSTRUCTION,negative
OBSTRUCTIONS,negative
OFFENCE,negative
OFFENCES,negative
OFFEND,negative
OFFENDED,negative
OFFENDER,negative
OFFENDERS,negative
OFFENDING,negative
OFFENDS,negative
OMISSION,negative
OMISSIONS,negative
OMIT,negative
OMITS,negative
OMITTED,negative
OMITTING,negative
ONEROUS,negative
OPPORTUNISTIC,negative
OPPORTUNISTICALLY,negative
OPPOSE,negative
OPPOSED,negative
OPPOSES,negative
OPPOSING,negative
OPPOSITION,negative
OPPOSITIONS,negative
OUTAGE,negative
OUTAGES,negative
OUTDATED,negative
OUTMODED,negative
OVERAGE,negative
OVERAGES,negative
OVERBUILD,negative
OVERBUILDING,negative
OVERBUILDS,negative
OVERBUILT,negative
OVERBURDEN,negative
OVERBURDENED,negative
OVERBURDENING,negative
OVERCAPACITIES,negative
OVERCAPACITY,negative
OVERCHARGE,negative
OVERCHARGED,negative
OVERCHARGES,negative
OVERCHARGING,negative
OVERCOME,negative
OVERCOMES,negative
OVERCOMING,negative
OVERDUE,negative
OVERESTIMATE,negative
OVERESTIMATED,negative
OVERESTIMATES,negative
OVERESTIMATING,negative
OVERESTIMATION,negative
OVERESTIMATIONS,negative
OVERLOAD,negative
OVERLOADED,negative
OVERLOADING,negative
OVERLOADS,negative
OVERLOOK,negative
OVERLOOKED,negative
OVERLOOKING,negative
OVERLOOKS,negative
OVERPAID,negative
OVERPAYMENT,negative
OVERPAYMENTS,negative
OVERPRODUCED,negative
OVERPRODUCES,negative
OVERPRODUCING,negative
OVERPRODUCTION,negative
OVERRUN,negative
OVERRUNNING,negative
OVERRUNS,negative
OVERSHADOW,negative
OVERSHADOWED,negative
OVERSHADOWING,negative
OVERSHADOWS,negative
OVERSTATE,negative
OVERSTATED,negative
OVERSTATEMENT,negative
OVERSTATEMENTS,negative
OVERSTATES,negative
OVERSTATING,negative
OVERSUPPLIED,negative
OVERSUPPLIES,negative
OVERSUPPLY,negative
OVERSUPPLYING,negative
OVERTLY,negative
OVERTURN,negative
OVERTURNED,negative
OVERTURNING,negative
OVERTURNS,negative
OVERVALUE,negative
OVERVALUED,negative
OVERVALUING,negative
PANIC,negative
PANICS,negative
PENALIZE,negative
PENALIZED,negative
PENALIZES,negative
PENALIZING,negative
PENALTIES,negative
PENALTY,negative
PERIL,negative
PERILS,negative
PERJURY,negative
PERPETRATE,negative
PERPETRATED,negative
PERPETRATES,negative
PERPETRATING,negative
PERPETRATION,negative
PERSIST,negative
PERSISTED,negative
PERSISTENCE,negative
PERSISTENT,negative
PERSISTENTLY,negative
PERSISTING,negative
PERSISTS,negative
PERVASIVE,negative
PERVASIVELY,negative
PERVASIVENESS,negative
PETTY,negative
PICKET,negative
PICKETED,negative
PICKETING,negative
PLAINTIFF,negative
PLAINTIFFS,negative
PLEA,negative
PLEAD,negative
PLEADED,negative
PLEADING,negative
PLEADINGS,negative
PLEADS,negative
PLEAS,negative
PLED,negative
POOR,negative
POORLY,negative
POSES,negative
POSING,negative
POSTPONE,negative
POSTPONED,negative
POSTPONEMENT,negative
POSTPONEMENTS,negative
POSTPONES,negative
POSTPONING,negative
PRECIPITATED,negative
PRECIPITOUS,negative
PRECIPITOUSLY,negative
PRECLUDE,negative
PRECLUDED,negative
PRECLUDES,negative
PRECLUDING,negative
PREDATORY,negative
PREJUDICE,negative
PREJUDICED,negative
PREJUDICES,negative
PREJUDICIAL,negative
PREJUDICING,negative
PREMATURE,negative
PREMATURELY,negative
PRESSING,negative
PRETRIAL,negative
PREVENTING,negative
PREVENTION,negative
PREVENTS,negative
PROBLEM,negative
PROBLEMATIC,negative
PROBLEMATICAL,negative
PROBLEMS,negative
PROLONG,negative
PROLONGATION,negative
PROLONGATIONS,negative
PROLONGED,negative
PROLONGING,negative
PROLONGS,negative
PRONE,negative
PROSECUTE,negative
PROSECUTED,negative
PROSECUTES,negative
PROSECUTING,negative
PROSECUTION,negative
PROSECUTIONS,negative
PROTEST,negative
PROTESTED,negative
PROTESTER,negative
PROTESTERS,negative
PROTESTING,negative
PROTESTOR,negative
PROTESTORS,negative
PROTESTS,negative
PROTRACTED,negative
PROTRACTION,negative
PROVOKE,negative
PROVOKED,negative
PROVOKES,negative
PROVOKING,negative
PUNISHED,negative
PUNISHES,negative
PUNISHING,negative
PUNISHMENT,negative
PUNISHMENTS,negative
PUNITIVE,negative
PURPORT,negative
PURPORTED,negative
PURPORTEDLY,negative
PURPORTING,negative
PURPORTS,negative
QUESTION,negative
QUESTIONABLE,negative
QUESTIONABLY,negative
QUESTIONED,negative
QUESTIONING,negative
QUESTIONS,negative
QUIT,negative
QUITTING,negative
RACKETEER,negative
RACKETEERING,negative
RATIONALIZATION,negative
RATIONALIZATIONS,negative
RATIONALIZE,negative
RATIONALIZED,negative
RATIONALIZES,negative
RATIONALIZING,negative
REASSESSMENT,negative
REASSESSMENTS,negative
REASSIGN,negative
REASSIGNED,negative
REASSIGNING,negative
REASSIGNMENT,negative
REASSIGNMENTS,negative
REASSIGNS,negative
RECALL,negative
RECALLED,negative
RECALLING,negative
RECALLS,negative
RECESSION,negative
RECESSIONARY,negative
RECESSIONS,negative
RECKLESS,negative
RECKLESSLY,negative
RECKLESSNESS,negative
REDACT,negative
REDACTED,negative
REDACTING,negative
REDACTION,negative
REDACTIONS,negative
REDEFAULT,negative
REDEFAULTED,negative
REDEFAULTS,negative
REDRESS,negative
REDRESSED,negative
REDRESSES,negative
REDRESSING,negative
REFUSAL,negative
REFUSALS,negative
REFUSE,negative
REFUSED,negative
REFUSES,negative
REFUSING,negative
REJECT,negative
REJECTED,negative
REJECTING,negative
REJECTION,negative
REJECTIONS,negative
REJECTS,negative
RELINQUISH,negative
RELINQUISHED,negative
RELINQUISHES,negative
RELINQUISHING,negative
RELINQUISHMENT,negative
RELINQUISHMENTS,negative
RELUCTANCE,negative
RELUCTANT,negative
RENEGOTIATE,negative
RENEGOTIATED,negative
RENEGOTIATES,negative
RENEGOTIATING,negative
RENEGOTIATION,negative
RENEGOTIATIONS,negative
RENOUNCE,negative
RENOUNCED,negative
RENOUNCEMENT,negative
RENOUNCEMENTS,negative
RENOUNCES,negative
RENOUNCING,negative
REPARATION,negative
REPARATIONS,negative
REPOSSESSED,negative
REPOSSESSES,negative
REPOSSESSING,negative
REPOSSESSION,negative
REPOSSESSIONS,negative
REPUDIATE,negative
REPUDIATED,negative
REPUDIATES,negative
REPUDIATING,negative
REPUDIATION,negative
REPUDIATIONS,negative
RESIGN,negative
RESIGNATION,negative
RESIGNATIONS,negative
RESIGNED,negative
RESIGNING,negative
RESIGNS,negative
RESTATE,negative
RESTATED,negative
RESTATEMENT,negative
RESTATEMENTS,negative
RESTATES,negative
RESTATING,negative
RESTRUCTURE,negative
RESTRUCTURED,negative
RESTRUCTURES,negative
RESTRUCTURING,negative
RESTRUCTURINGS,negative
RETALIATE,negative
RETALIATED,negative
RETALIATES,negative
RETALIATING,negative
RETALIATION,negative
RETALIATIONS,negative
RETALIATORY,negative
RETRIBUTION,negative
RETRIBUTIONS,negative
REVOCATION,negative
REVOCATIONS,negative
REVOKE,negative
REVOKED,negative
REVOKES,negative
REVOKING,negative
RIDICULE,negative
RIDICULED,negative
RIDICULES,negative
RIDICULING,negative
RISKIER,negative
RISKIEST,negative
RISKY,negative
SABOTAGE,negative
SACRIFICE,negative
SACRIFICED,negative
SACRIFICES,negative
SACRIFICIAL,negative
SACRIFICING,negative
SCANDALOUS,negative
SCANDALS,negative
SCRUTINIZE,negative
SCRUTINIZED,negative
SCRUTINIZES,negative
SCRUTINIZING,negative
SCRUTINY,negative
SECRECY,negative
SEIZE,negative
SEIZED,negative
SEIZES,negative
SEIZING,negative
SENTENCED,negative
SENTENCING,negative
SERIOUS,negative
SERIOUSLY,negative
SERIOUSNESS,negative
SETBACK,negative
SETBACKS,negative
SEVER,negative
SEVERE,negative
SEVERED,negative
SEVERELY,negative
SEVERITIES,negative
SEVERITY,negative
SHARPLY,negative
SHOCKED,negative
SHORTAGE,negative
SHORTAGES,negative
SHORTFALL,negative
SHORTFALLS,negative
SHRINKAGE,negative
SHRINKAGES,negative
SHUT,negative
SHUTDOWN,negative
SHUTDOWNS,negative
SHUTS,negative
SHUTTING,negative
SLANDER,negative
SLANDERED,negative
SLANDEROUS,negative
SLANDERS,negative
SLIPPAGE,negative
SLIPPAGES,negative
SLOW,negative
SLOWDOWN,negative
SLOWDOWNS,negative
SLOWED,negative
SLOWER,negative
SLOWEST,negative
SLOWING,negative
SLOWLY,negative
SLOWNESS,negative
SLUGGISH,negative
SLUGGISHLY,negative
SLUGGISHNESS,negative
SOLVENCIES,negative
SOLVENCY,negative
SPAM,negative
SPAMMERS,negative
SPAMMING,negative
STAGGERING,negative
STAGNANT,negative
STAGNATE,negative
STAGNATED,negative
STAGNATES,negative
STAGNATING,negative
STAGNATION,negative
STANDSTILL,negative
STANDSTILLS,negative
STOLEN,negative
STOPPAGE,negative
STOPPAGES,negative
STOPPED,negative
STOPPING,negative
STOPS,negative
STRAIN,negative
STRAINED,negative
STRAINING,negative
STRAINS,negative
STRESS,negative
STRESSED,negative
STRESSES,negative
STRESSFUL,negative
STRESSING,negative
STRINGENT,negative
SUBJECTED,negative
SUBJECTING,negative
SUBJECTION,negative
SUBPOENA,negative
SUBPOENAED,negative
SUBPOENAS,negative
SUBSTANDARD,negative
SUE,negative
SUED,negative
SUES,negative
SUFFER,negative
SUFFERED,negative
SUFFERING,negative
SUFFERS,negative
SUING,negative
SUMMONED,negative
SUMMONING,negative
SUMMONS,negative
SUMMONSES,negative
SUSCEPTIBILITY,negative
SUSCEPTIBLE,negative
SUSPECT,negative
SUSPECTED,negative
SUSPECTS,negative
SUSPEND,negative
SUSPENDED,negative
SUSPENDING,negative
SUSPENDS,negative
SUSPENSION,negative
SUSPENSIONS,negative
SUSPICION,negative
SUSPICIONS,negative
SUSPICIOUS,negative
SUSPICIOUSLY,negative
TAINT,negative
TAINTED,negative
TAINTING,negative
TAINTS,negative
TAMPERED,negative
TENSE,negative
TERMINATE,negative
TERMINATED,negative
TERMINATES,negative
TERMINATING,negative
TERMINATION,negative
TERMINATIONS,negative
TESTIFY,negative
TESTIFYING,negative
THREAT,negative
THREATEN,negative
THREATENED,negative
THREATENING,negative
THREATENS,negative
THREATS,negative
TIGHTENING,negative
TOLERATE,negative
TOLERATED,negative
TOLERATES,negative
TOLERATING,negative
TOLERATION,negative
TORTUOUS,negative
TORTUOUSLY,negative
TRAGEDIES,negative
TRAGEDY,negative
TRAGIC,negative
TRAGICALLY,negative
TRAUMATIC,negative
TROUBLE,negative
TROUBLED,negative
TROUBLES,negative
TURBULENCE,negative
TURMOIL,negative
UNABLE,negative
UNACCEPTABLE,negative
UNACCEPTABLY,negative
UNACCOUNTED,negative
UNANNOUNCED,negative
UNANTICIPATED,negative
UNAPPROVED,negative
UNATTRACTIVE,negative
UNAUTHORIZED,negative
UNAVAILABILITY,negative
UNAVAILABLE,negative
UNAVOIDABLE,negative
UNAVOIDABLY,negative
UNAWARE,negative
UNCOLLECTABLE,negative
UNCOLLECTED,negative
UNCOLLECTIBILITY,negative
UNCOLLECTIBLE,negative
UNCOLLECTIBLES,negative
UNCOMPETITIVE,negative
UNCOMPLETED,negative
UNCONSCIONABLE,negative
UNCONSCIONABLY,negative
UNCONTROLLABLE,negative
UNCONTROLLABLY,negative
UNCONTROLLED,negative
UNCORRECTED,negative
UNCOVER,negative
UNCOVERED,negative
UNCOVERING,negative
UNCOVERS,negative
UNDELIVERABLE,negative
UNDELIVERED,negative
UNDERCAPITALIZED,negative
UNDERCUT,negative
UNDERCUTS,negative
UNDERCUTTING,negative
UNDERESTIMATE,negative
UNDERESTIMATED,negative
UNDERESTIMATES,negative
UNDERESTIMATING,negative
UNDERESTIMATION,negative
UNDERFUNDED,negative
UNDERINSURED,negative
UNDERMINE,negative
UNDERMINED,negative
UNDERMINES,negative
UNDERMINING,negative
UNDERPAID,negative
UNDERPAYMENT,negative
UNDERPAYMENTS,negative
UNDERPAYS,negative
UNDERPERFORM,negative
UNDERPERFORMANCE,negative
UNDERPERFORMED,negative
UNDERPERFORMING,negative
UNDERPERFORMS,negative
UNDERPRODUCED,negative
UNDERPRODUCTION,negative
UNDERREPORTING,negative
UNDERSTATE,negative
UNDERSTATED,negative
UNDERSTATEMENT,negative
UNDERSTATEMENTS,negative
UNDERSTATES,negative
UNDERSTATING,negative
UNDERUTILIZATION,negative
UNDERUTILIZED,negative
UNDESIRABLE,negative
UNDESIRED,negative
UNDETECTED,negative
UNDETERMINED,negative
UNDISCLOSED,negative
UNDOCUMENTED,negative
UNDUE,negative
UNDULY,negative
UNECONOMIC,negative
UNECONOMICAL,negative
UNECONOMICALLY,negative
UNEMPLOYED,negative
UNEMPLOYMENT,negative
UNETHICAL,negative
UNETHICALLY,negative
UNEXCUSED,negative
UNEXPECTED,negative
UNEXPECTEDLY,negative
UNFAIR,negative
UNFAIRLY,negative
UNFAVORABILITY,negative
UNFAVORABLE,negative
UNFAVORABLY,negative
UNFAVOURABLE,negative
UNFEASIBLE,negative
UNFIT,negative
UNFITNESS,negative
UNFORESEEABLE,negative
UNFORESEEN,negative
UNFORSEEN,negative
UNFORTUNATE,negative
UNFORTUNATELY,negative
UNFOUNDED,negative
UNFRIENDLY,negative
UNFULFILLED,negative
UNFUNDED,negative
UNINSURED,negative
UNINTENDED,negative
UNINTENTIONAL,negative
UNINTENTIONALLY,negative
UNJUST,negative
UNJUSTIFIABLE,negative
UNJUSTIFIABLY,negative
UNJUSTIFIED,negative
UNJUSTLY,negative
UNKNOWING,negative
UNKNOWINGLY,negative
UNLAWFUL,negative
UNLAWFULLY,negative
UNLICENSED,negative
UNLIQUIDATED,negative
UNMARKETABLE,negative
UNMERCHANTABLE,negative
UNMERITORIOUS,negative
UNNECESSARILY,negative
UNNECESSARY,negative
UNNEEDED,negative
UNOBTAINABLE,negative
UNOCCUPIED,negative
UNPAID,negative
UNPERFORMED,negative
UNPLANNED,negative
UNPOPULAR,negative
UNPREDICTABILITY,negative
UNPREDICTABLE,negative
UNPREDICTABLY,negative
UNPREDICTED,negative
UNPRODUCTIVE,negative
UNPROFITABILITY,negative
UNPROFITABLE,negative
UNQUALIFIED,negative
UNREALISTIC,negative
UNREASONABLE,negative
UNREASONABLENESS,negative
UNREASONABLY,negative
UNRECEPTIVE,negative
UNRECOVERABLE,negative
UNRECOVERED,negative
UNREIMBURSED,negative
UNRELIABLE,negative
UNREMEDIED,negative
UNREPORTED,negative
UNRESOLVED,negative
UNREST,negative
UNSAFE,negative
UNSALABLE,negative
UNSALEABLE,negative
UNSATISFACTORY,negative
UNSATISFIED,negative
UNSAVORY,negative
UNSCHEDULED,negative
UNSELLABLE,negative
UNSOLD,negative
UNSOUND,negative
UNSTABILIZED,negative
UNSTABLE,negative
UNSUBSTANTIATED,negative
UNSUCCESSFUL,negative
UNSUCCESSFULLY,negative
UNSUITABILITY,negative
UNSUITABLE,negative
UNSUITABLY,negative
UNSUITED,negative
UNSURE,negative
UNSUSPECTED,negative
UNSUSPECTING,negative
UNSUSTAINABLE,negative
UNTENABLE,negative
UNTIMELY,negative
UNTRUSTED,negative
UNTRUTH,negative
UNTRUTHFUL,negative
UNTRUTHFULLY,negative
UNTRUTHFULNESS,negative
UNTRUTHS,negative
UNUSABLE,negative
UNWANTED,negative
UNWARRANTED,negative
UNWELCOME,negative
UNWILLING,negative
UNWILLINGNESS,negative
UPSET,negative
URGENCY,negative
URGENT,negative
USURIOUS,negative
USURP,negative
USURPED,negative
USURPING,negative
USURPS,negative
USURY,negative
VANDALISM,negative
VERDICT,negative
VERDICTS,negative
VETOED,negative
VICTIMS,negative
VIOLATE,negative
VIOLATED,negative
VIOLATES,negative
VIOLATING,negative
VIOLATION,negative
VIOLATIONS,negative
VIOLATIVE,negative
VIOLATOR,negative
VIOLATORS,negative
VIOLENCE,negative
VIOLENT,negative
VIOLENTLY,negative
VITIATE,negative
VITIATED,negative
VITIATES,negative
VITIATING,negative
VITIATION,negative
VOIDED,negative
VOIDING,negative
VOLATILE,negative
VOLATILITY,negative
VULNERABILITIES,negative
VULNERABILITY,negative
VULNERABLE,negative
VULNERABLY,negative
WARN,negative
WARNED,negative
WARNING,negative
WARNINGS,negative
WARNS,negative
WASTED,negative
WASTEFUL,negative
WASTING,negative
WEAK,negative
WEAKEN,negative
WEAKENED,negative
WEAKENING,negative
WEAKENS,negative
WEAKER,negative
WEAKEST,negative
WEAKLY,negative
WEAKNESS,negative
WEAKNESSES,negative
WILLFULLY,negative
WORRIES,negative
WORRY,negative
WORRYING,negative
WORSE,negative
WORSEN,negative
WORSENED,negative
WORSENING,negative
WORSENS,negative
WORST,negative
WORTHLESS,negative
WRITEDOWN,negative
WRITEDOWNS,negative
WRITEOFF,negative
WRITEOFFS,negative
WRONG,negative
WRONGDOING,negative
WRONGDOINGS,negative
WRONGFUL,negative
WRONGFULLY,negative
WRONGLY,negative
ABLE,positive
ABUNDANCE,positive
ABUNDANT,positive
ACCLAIMED,positive
ACCOMPLISH,positive
ACCOMPLISHED,positive
ACCOMPLISHES,positive
ACCOMPLISHING,positive
ACCOMPLISHMENT,positive
ACCOMPLISHMENTS,positive
ACHIEVE,positive
ACHIEVED,positive
ACHIEVEMENT,positive
ACHIEVEMENTS,positive
ACHIEVES,positive
ACHIEVING,positive
ADEQUATELY,positive
ADVANCEMENT,positive
ADVANCEMENTS,positive
ADVANCES,positive
ADVANCING,positive
ADVANTAGE,positive
ADVANTAGED,positive
ADVANTAGEOUS,positive
ADVANTAGEOUSLY,positive
ADVANTAGES,positive
ALLIANCE,positive
ALLIANCES,positive
ASSURE,positive
ASSURED,positive
ASSURES,positive
ASSURING,positive
ATTAIN,positive
ATTAINED,positive
ATTAINING,positive
ATTAINMENT,positive
ATTAINMENTS,positive
ATTAINS,positive
ATTRACTIVE,positive
ATTRACTIVENESS,positive
BEAUTIFUL,positive
BEAUTIFULLY,positive
BENEFICIAL,positive
BENEFICIALLY,positive
BENEFIT,positive
BENEFITED,positive
BENEFITING,positive
BENEFITTED,positive
BENEFITTING,positive
BEST,positive
BETTER,positive
BOLSTERED,positive
BOLSTERING,positive
BOLSTERS,positive
BOOM,positive
BOOMING,positive
BOOST,positive
BOOSTED,positive
BREAKTHROUGH,positive
BREAKTHROUGHS,positive
BRILLIANT,positive
CHARITABLE,positive
COLLABORATE,positive
COLLABORATED,positive
COLLABORATES,positive
COLLABORATING,positive
COLLABORATION,positive
COLLABORATIONS,positive
COLLABORATIVE,positive
COLLABORATOR,positive
COLLABORATORS,positive
COMPLIMENT,positive
COMPLIMENTARY,positive
COMPLIMENTED,positive
COMPLIMENTING,positive
COMPLIMENTS,positive
CONCLUSIVE,positive
CONCLUSIVELY,positive
CONDUCIVE,positive
CONFIDENT,positive
CONSTRUCTIVE,positive
CONSTRUCTIVELY,positive
COURTEOUS,positive
CREATIVE,positive
CREATIVELY,positive
CREATIVENESS,positive
CREATIVITY,positive
DELIGHT,positive
DELIGHTED,positive
DELIGHTFUL,positive
DELIGHTFULLY,positive
DELIGHTING,positive
DELIGHTS,positive
DEPENDABILITY,positive
DEPENDABLE,positive
DESIRABLE,positive
DESIRED,positive
DESPITE,positive
DESTINED,positive
DILIGENT,positive
DILIGENTLY,positive
DISTINCTION,positive
DISTINCTIONS,positive
DISTINCTIVE,positive
DISTINCTIVELY,positive
DISTINCTIVENESS,positive
DREAM,positive
EASIER,positive
EASILY,positive
EASY,positive
EFFECTIVE,positive
EFFICIENCIES,positive
EFFICIENCY,positive
EFFICIENT,positive
EFFICIENTLY,positive
EMPOWER,positive
EMPOWERED,positive
EMPOWERING,positive
EMPOWERS,positive
ENABLE,positive
ENABLED,positive
ENABLES,positive
ENABLING,positive
ENCOURAGED,positive
ENCOURAGEMENT,positive
ENCOURAGES,positive
ENCOURAGING,positive
ENHANCE,positive
ENHANCED,positive
ENHANCEMENT,positive
ENHANCEMENTS,positive
ENHANCES,positive
ENHANCING,positive
ENJOY,positive
ENJOYABLE,positive
ENJOYABLY,positive
ENJOYED,positive
ENJOYING,positive
ENJOYMENT,positive
ENJOYS,positive
ENTHUSIASM,positive
ENTHUSIASTIC,positive
ENTHUSIASTICALLY,positive
EXCELLENCE,positive
EXCELLENT,positive
EXCELLING,positive
EXCELS,positive
EXCEPTIONAL,positive
EXCEPTIONALLY,positive
EXCITED,positive
EXCITEMENT,positive
EXCITING,positive
EXCLUSIVE,positive
EXCLUSIVELY,positive
EXCLUSIVENESS,positive
EXCLUSIVES,positive
EXCLUSIVITY,positive
EXEMPLARY,positive
FANTASTIC,positive
FAVORABLE,positive
FAVORABLY,positive
FAVORED,positive
FAVORING,positive
FAVORITE,positive
FAVORITES,positive
FRIENDLY,positive
GAIN,positive
GAINED,positive
