Name,Filing Date,Word Length_category,c1,c2,c3,c4,ticker,Word Length_sentiment,negative,positive,uncertainty,litigious,strongmodal,weakmodal,constraining
ORGANIC INC,2/10/00,183,0.546448087,3.278688525,0.0,2.7322404369999997,OGNC,185.0,0.005405405,0.0,0.043243243,0.0,0.032432432000000004,0.016216216000000002,0.010810811000000002
WITNESS SYSTEMS INC,2/10/00,185,1.081081081,7.567567567999999,1.081081081,3.243243243,WITS,188.0,0.021276596000000002,0.0053191490000000004,0.042553191,0.0,0.031914894,0.010638298000000001,0.010638298000000001
QUOVADX INC,2/10/00,154,0.649350649,1.298701299,0.649350649,4.545454545,XCAR,158.0,0.0,0.006329114,0.03164557,0.0,0.012658228,0.018987342,0.012658228
CYPRESS COMMUNICATIONS INC,2/11/00,106,0.943396226,3.7735849060000004,0.0,1.8867924530000002,CYCO,107.0,0.0,0.0,0.046728972,0.0,0.056074766,0.009345794000000001,0.009345794000000001
FARGO ELECTRONICS INC,2/11/00,221,0.452488688,4.524886878,0.0,1.3574660630000002,FRGO,222.0,0.009009009,0.004504505,0.040540541,0.0,0.013513513999999999,0.0,0.013513513999999999
IPET HOLDINGS INC,2/11/00,163,1.226993865,3.680981595,1.226993865,5.521472393,IPET,167.0,0.005988024000000001,0.0,0.011976048000000001,0.005988024000000001,0.023952096000000003,0.005988024000000001,0.017964072
LANTE CORP,2/11/00,89,1.123595506,4.494382022,1.123595506,1.123595506,LNTE,91.0,0.0,0.010989011000000002,0.021978022000000003,0.0,0.032967033,0.010989011000000002,0.010989011000000002
WEBMETHODS INC,2/11/00,157,0.636942675,3.1847133760000004,1.27388535,0.0,WEBM,159.0,0.0,0.0,0.025157232999999998,0.0,0.018867925,0.006289308,0.0
BEASLEY BROADCAST GROUP INC,2/14/00,174,1.1494252870000001,4.597701149,0.0,3.448275862,BBGI,174.0,0.011494253000000001,0.0,0.051724137999999996,0.0,0.011494253000000001,0.0,0.005747126
"ACCESS PLANS USA, INC.",2/14/00,186,0.0,3.76344086,0.0,1.612903226,PCIS,187.0,0.005347594000000001,0.005347594000000001,0.021390374,0.0,0.037433155,0.010695187,0.005347594000000001
VIA NET WORKS INC,2/14/00,152,4.6052631580000005,4.6052631580000005,0.657894737,1.315789474,VNWI,154.0,0.006493506,0.0,0.012987013,0.0,0.025974026,0.006493506,0.006493506
VIA NET WORKS INC,2/14/00,152,4.6052631580000005,4.6052631580000005,0.657894737,1.315789474,VNWI,154.0,0.006493506,0.0,0.012987013,0.0,0.025974026,0.006493506,0.006493506
CHORDIANT SOFTWARE INC,2/15/00,166,0.0,1.807228916,0.602409639,1.807228916,CHRD,167.0,0.0,0.005988024000000001,0.035928144,0.0,0.05988024,0.0,0.011976048000000001
VERENIUM CORP,2/15/00,66,3.03030303,4.545454545,1.515151515,1.515151515,DVSA,69.0,0.0,0.0,0.043478261,0.014492753999999998,0.043478261,0.028985507,0.0
FLAG TELECOM GROUP LTD,2/15/00,345,0.0,3.1884057969999997,0.0,4.6376811589999996,FTHL,346.0,0.005780347,0.011560694,0.014450867,0.011560694,0.014450867,0.005780347,0.011560694
STARDRIVE SOLUTIONS INC,2/15/00,183,1.092896175,2.18579235,0.546448087,3.278688525,SNHK,185.0,0.016216216000000002,0.005405405,0.010810811000000002,0.0,0.021621622000000004,0.0,0.0
"SAVVIS, INC.",2/15/00,157,1.910828025,6.369426752000001,0.0,1.27388535,SVVS,160.0,0.0375,0.0,0.04375,0.0,0.04375,0.00625,0.00625
VANTAGEMED CORP,2/15/00,279,7.168458781,3.225806452,0.358422939,0.358422939,VMDC,282.0,0.0,0.007092199,0.024822695,0.0,0.014184397,0.014184397,0.007092199
VARSITY GROUP INC,2/15/00,193,1.03626943,3.10880829,0.0,2.07253886,VSTY,194.0,0.0,0.005154639,0.015463918,0.0,0.041237113,0.005154639,0.005154639
"ERBA DIAGNOSTICS, INC.",2/16/00,349,0.28653295100000004,4.297994269,0.0,1.719197708,BTBC,353.0,0.0,0.005665722,0.031161473,0.0,0.025495751,0.005665722,0.008498584
LENDINGTREE INC,2/16/00,166,1.2048192770000001,3.614457831,0.602409639,0.602409639,TREE,166.0,0.0,0.0,0.036144578,0.0,0.036144578,0.018072289,0.006024096
APROPOS TECHNOLOGY INC,2/17/00,239,0.0,4.184100418,0.41841004200000004,2.510460251,APRS,240.0,0.008333333,0.008333333,0.020833333,0.0,0.045833333,0.0125,0.0
CHOICE ONE COMMUNICATIONS INC,2/17/00,120,4.166666667,5.833333333,0.833333333,4.166666667,CWON,122.0,0.0,0.008196721,0.049180327999999995,0.0,0.016393443,0.008196721,0.0
ELOQUENT INC,2/17/00,191,1.047120419,4.712041885,0.523560209,2.617801047,ELOQ,193.0,0.005181347,0.005181347,0.03626943,0.0,0.020725389,0.005181347,0.005181347
JEREMYS MICROBATCH ICE CREAMS INC,2/17/00,441,0.0,5.66893424,0.0,0.680272109,JMIC,445.0,0.006741573000000001,0.004494382,0.017977528,0.0,0.02247191,0.004494382,0.006741573000000001
INFORTE CORP,2/18/00,169,1.183431953,2.366863905,0.591715976,0.591715976,INFT,171.0,0.0,0.011695906,0.046783625999999995,0.0,0.023391812999999997,0.011695906,0.011695906
PEOPLES COMMUNITY BANCORP INC /MD/,2/18/00,160,0.0,6.875,0.0,3.75,PCBI,160.0,0.0,0.0125,0.01875,0.0,0.05625,0.00625,0.0
PORT FINANCIAL CORP,2/22/00,248,0.806451613,2.016129032,0.0,0.403225806,PORT,248.0,0.0,0.008064515999999999,0.008064515999999999,0.008064515999999999,0.024193548,0.024193548,0.012096774
EAGLE BANCORP/MT,2/23/00,234,0.854700855,5.555555556,0.42735042700000003,0.42735042700000003,EBMT,237.0,0.004219409,0.0,0.025316456,0.0,0.037974684,0.012658228,0.008438819
NEXTEL PARTNERS INC,2/23/00,82,1.219512195,4.87804878,0.0,2.43902439,NXTP,84.0,0.0,0.0,0.035714286,0.0,0.035714286,0.0,0.0
CARRIER1 INTERNATIONAL S A,2/24/00,80,0.0,5.0,0.0,3.75,CONE,81.0,0.0,0.0,0.04938271599999999,0.0,0.024691357999999997,0.0,0.012345678999999998
CARRIER1 INTERNATIONAL S A,2/24/00,80,0.0,5.0,0.0,3.75,CONE,81.0,0.0,0.0,0.04938271599999999,0.0,0.024691357999999997,0.0,0.012345678999999998
CARRIER1 INTERNATIONAL S A,2/24/00,80,0.0,5.0,0.0,3.75,CONE,81.0,0.0,0.0,0.04938271599999999,0.0,0.024691357999999997,0.0,0.012345678999999998
CARRIER1 INTERNATIONAL S A,2/24/00,80,0.0,5.0,0.0,3.75,CONE,81.0,0.0,0.0,0.04938271599999999,0.0,0.024691357999999997,0.0,0.012345678999999998
DIGITALTHINK INC,2/25/00,123,1.62601626,2.43902439,0.81300813,1.62601626,DTHK,125.0,0.0,0.008,0.032,0.0,0.008,0.016,0.008
FIRST FEDERAL OF OLATHE BANCORP INC,2/28/00,634,0.157728707,3.4700315460000004,0.0,0.94637224,FFOL,634.0,0.0031545740000000003,0.009463721999999999,0.007886435,0.007886435,0.028391167000000002,0.012618296999999999,0.015772871
INTERSIL CORP/DE,2/28/00,322,1.242236025,1.552795031,0.0,1.242236025,ISIL,322.0,0.00310559,0.0,0.00621118,0.0,0.01242236,0.0,0.0
HOTELS COM,2/28/00,89,2.247191011,3.370786517,0.0,2.247191011,ROOM,91.0,0.0,0.010989011000000002,0.032967033,0.0,0.04395604400000001,0.0,0.010989011000000002
EZ AUCTIONS & SHIPPING INC,2/28/00,383,1.044386423,4.177545692,0.261096606,0.522193211,SFTY,389.0,0.0077120819999999994,0.015424165,0.030848329,0.0,0.028277635,0.01285347,0.023136247000000002
AQUANTIVE INC,2/29/00,128,1.5625,2.34375,0.0,2.34375,AVEA,130.0,0.007692308,0.0,0.030769231,0.0,0.015384615,0.015384615,0.007692308
NIKU CORP,2/29/00,143,2.097902098,2.097902098,1.3986013990000001,2.097902098,NIKU,145.0,0.0,0.006896551999999999,0.034482759,0.0,0.020689655,0.006896551999999999,0.006896551999999999
NET GENESIS CORP,2/29/00,144,2.777777778,2.083333333,0.694444444,0.694444444,NTGX,145.0,0.0,0.006896551999999999,0.027586207,0.0,0.034482759,0.013793103000000001,0.013793103000000001
MATRIXONE INC,3/1/00,128,1.5625,2.34375,0.78125,2.34375,MONE,130.0,0.0,0.007692308,0.023076923,0.0,0.030769231,0.015384615,0.007692308
ONVIA INC,3/1/00,82,2.43902439,4.87804878,1.219512195,0.0,ONVI,83.0,0.0,0.0,0.036144578,0.0,0.048192770999999995,0.0,0.0
PALM INC,3/2/00,106,0.943396226,3.7735849060000004,0.943396226,0.943396226,PALM,109.0,0.0,0.0,0.055045872,0.0,0.018348623999999997,0.009174311999999999,0.0
SWITCHBOARD INC,3/2/00,76,0.0,2.631578947,1.315789474,0.0,SWBD,77.0,0.0,0.0,0.038961038999999996,0.0,0.025974026,0.0,0.0
PRIME RESPONSE INC/DE,3/3/00,255,3.137254902,2.352941176,0.39215686299999997,1.568627451,PRME,257.0,0.003891051,0.003891051,0.011673152,0.0,0.035019455,0.007782101,0.003891051
REGISTER COM INC,3/3/00,163,2.45398773,3.680981595,0.613496933,3.680981595,RCOM,167.0,0.0,0.0,0.017964072,0.0,0.017964072,0.0,0.005988024000000001
UTSTARCOM HOLDINGS CORP.,3/3/00,144,1.388888889,1.388888889,1.388888889,2.083333333,UTSI,145.0,0.0,0.006896551999999999,0.027586207,0.0,0.020689655,0.027586207,0.006896551999999999
VERSATA INC,3/3/00,192,0.520833333,1.5625,0.0,3.125,VATA,193.0,0.0,0.010362694,0.020725389,0.0,0.031088083,0.015544041000000001,0.005181347
IFCO SYSTEMS NV,3/6/00,453,0.220750552,5.077262693,0.0,1.103752759,IFCO,454.0,0.004405286,0.002202643,0.04185022,0.002202643,0.00660793,0.002202643,0.002202643
VERADO HOLDINGS INC,3/8/00,117,0.854700855,3.4188034189999996,0.0,3.4188034189999996,FWIS,119.0,0.0,0.008403361,0.025210084,0.008403361,0.025210084,0.016806723,0.016806723
VERADO HOLDINGS INC,3/8/00,117,0.854700855,3.4188034189999996,0.0,3.4188034189999996,FWIS,119.0,0.0,0.008403361,0.025210084,0.008403361,0.025210084,0.016806723,0.016806723
IPRINT TECHNOLOGIES INC,3/8/00,163,1.840490798,3.067484663,0.613496933,3.067484663,IPRT,165.0,0.0,0.006060606,0.054545455,0.0,0.024242424,0.006060606,0.012121212
ORAPHARMA INC,3/9/00,191,1.047120419,1.570680628,0.523560209,4.188481675,OPHM,193.0,0.0,0.010362694,0.03626943,0.005181347,0.020725389,0.010362694,0.005181347
HOMEGROCER COM INC,3/10/00,118,0.0,4.237288136,0.847457627,1.694915254,HOMG,119.0,0.0,0.0,0.042016807,0.0,0.008403361,0.0,0.016806723
OTG SOFTWARE INC,3/10/00,239,0.8368200840000001,5.020920502,0.0,1.2552301259999998,OTGS,241.0,0.01659751,0.0,0.029045643,0.0,0.01659751,0.004149378,0.0
"DETERMINE, INC.",3/10/00,136,1.470588235,2.9411764710000003,1.470588235,2.2058823530000002,SLTC,139.0,0.0,0.0,0.028776977999999998,0.0,0.043165468,0.007194245,0.014388488999999999
DIGITAS INC,3/14/00,260,1.5384615380000002,8.076923077,0.384615385,4.230769231,DTAS,263.0,0.003802281,0.015209125,0.02661597,0.003802281,0.034220532000000005,0.003802281,0.011406844
"COSTAR TECHNOLOGIES, INC.",3/14/00,110,0.0,2.727272727,0.9090909090000001,1.8181818180000002,FAIM,112.0,0.0,0.0,0.0625,0.0,0.044642857,0.0,0.008928571
RADVISION LTD,3/14/00,135,2.9629629630000003,3.7037037039999996,1.4814814809999999,0.0,RVSN,137.0,0.0,0.0,0.01459854,0.0,0.01459854,0.00729927,0.00729927
LOUDEYE CORP,3/15/00,150,0.666666667,2.0,0.666666667,2.0,LOUD,152.0,0.0,0.0,0.019736842,0.0,0.0,0.013157895,0.006578947
ACTIVCARD SA,3/16/00,101,5.9405940589999995,1.98019802,0.0,2.97029703,ACTI,102.0,0.009803922,0.0,0.039215686,0.0,0.019607843,0.019607843,0.009803922
IMPROVENET INC,3/16/00,133,1.5037593980000001,0.7518796990000001,0.7518796990000001,3.007518797,IMPV,135.0,0.0,0.0,0.051851852000000004,0.0,0.037037037,0.0074074069999999995,0.014814815
INTEGRATED INFORMATION SYSTEMS INC,3/17/00,186,2.150537634,2.150537634,0.0,1.075268817,IISX,188.0,0.0,0.015957447,0.04787234,0.0,0.021276596000000002,0.0053191490000000004,0.0
TIPPINGPOINT TECHNOLOGIES INC,3/17/00,137,0.0,2.189781022,0.729927007,0.729927007,NPLI,138.0,0.0,0.007246376999999999,0.050724637999999996,0.0,0.028985507,0.0,0.014492753999999998
UAGH INC,3/17/00,81,1.234567901,3.7037037039999996,0.0,2.469135802,UAXS,83.0,0.0,0.0,0.024096386,0.0,0.012048193,0.012048193,0.012048193
UPROAR INC,3/17/00,151,1.324503311,0.662251656,1.986754967,4.6357615889999995,UPRO,153.0,0.0,0.019607843,0.045751634000000006,0.0,0.019607843,0.032679739,0.013071895
LENCO MOBILE INC.,3/20/00,222,0.0,3.1531531530000003,0.0,1.801801802,SHOC,223.0,0.0,0.013452915,0.022421525,0.0,0.049327354000000004,0.00896861,0.013452915
ACLARA BIOSCIENCES INC,3/21/00,101,1.98019802,2.97029703,1.98019802,0.99009901,ACLA,103.0,0.0,0.0,0.038834951,0.0,0.029126213999999997,0.009708738,0.019417476
SCO GROUP INC,3/21/00,103,1.9417475730000002,1.9417475730000002,0.0,1.9417475730000002,CALD,103.0,0.0,0.0,0.009708738,0.0,0.029126213999999997,0.009708738,0.0
SCO GROUP INC,3/21/00,103,1.9417475730000002,1.9417475730000002,0.0,1.9417475730000002,CALD,103.0,0.0,0.0,0.009708738,0.0,0.029126213999999997,0.009708738,0.0
IGN ENTERTAINMENT INC,3/21/00,115,2.6086956519999998,3.47826087,0.0,5.2173913039999995,SNOW,116.0,0.0,0.025862068999999998,0.025862068999999998,0.00862069,0.051724137999999996,0.034482759,0.0
INSILICON CORP,3/22/00,152,1.973684211,3.947368421,1.315789474,1.315789474,INSN,155.0,0.006451613,0.006451613,0.012903226,0.006451613,0.019354839,0.012903226,0.019354839
PARTSBASE  INC,3/22/00,146,2.054794521,2.7397260269999997,1.369863014,1.369863014,PRTS,148.0,0.0,0.0,0.027027027000000002,0.0,0.0067567569999999995,0.013513513999999999,0.027027027000000002
BLAZE SOFTWARE INC,3/23/00,76,1.315789474,1.315789474,1.315789474,1.315789474,BLZE,77.0,0.0,0.0,0.051948052,0.0,0.012987013,0.012987013,0.0
EMACHINES INC /DE/,3/24/00,147,1.360544218,3.4013605439999997,0.680272109,2.040816327,EEEE,150.0,0.0,0.013333333000000001,0.033333333,0.0,0.033333333,0.006666666999999999,0.02
EPRISE CORP,3/24/00,133,0.7518796990000001,2.255639098,0.7518796990000001,2.255639098,EPRS,134.0,0.0,0.0,0.044776119,0.0,0.037313433,0.007462687,0.007462687
DIGITAL LIGHTHOUSE CORP,3/24/00,166,1.2048192770000001,2.4096385540000003,0.602409639,4.8192771080000005,ETIN,168.0,0.005952381,0.005952381,0.023809524,0.0,0.017857143,0.011904762,0.017857143
SILICON LABORATORIES INC.,3/24/00,130,1.5384615380000002,2.307692308,1.5384615380000002,2.307692308,SLAB,133.0,0.0,0.0,0.015037594,0.0,0.045112782000000004,0.007518797,0.0
VIASYSTEMS GROUP INC,3/24/00,268,2.611940299,4.47761194,0.0,4.47761194,VG,270.0,0.0074074069999999995,0.0037037040000000004,0.018518519,0.0,0.011111111000000002,0.0037037040000000004,0.0074074069999999995
COMPLETEL EUROPE NV,3/27/00,137,0.0,2.189781022,0.0,1.459854015,CLTL,137.0,0.0,0.0,0.00729927,0.01459854,0.01459854,0.0,0.02189781
INTERMUNE INC,3/27/00,206,1.45631068,3.398058252,0.485436893,3.398058252,ITMN,208.0,0.009615385,0.009615385,0.019230768999999998,0.0,0.019230768999999998,0.014423077,0.014423077
ALLOS THERAPEUTICS INC,3/28/00,171,1.169590643,4.0935672510000005,1.169590643,2.9239766080000003,ALTH,175.0,0.0,0.017142857,0.04,0.0,0.04,0.011428571,0.005714286
"ARDEA BIOSCIENCES, INC./DE",3/28/00,127,2.362204724,3.937007874,1.57480315,2.362204724,IBPI,130.0,0.0,0.023076923,0.007692308,0.007692308,0.015384615,0.007692308,0.015384615
MOLDFLOW CORP,3/28/00,70,2.857142857,4.285714286,0.0,1.428571429,MFLO,72.0,0.0,0.0,0.055555556,0.0,0.041666667000000004,0.0,0.0
WEBSENSE INC,3/28/00,138,1.4492753619999998,2.898550725,0.7246376809999999,2.898550725,WBSN,141.0,0.0,0.021276596000000002,0.035460992999999996,0.0,0.028368794,0.028368794,0.007092199
ICICI BANK LTD,3/29/00,58,0.0,0.0,1.724137931,0.0,IBN,58.0,0.0,0.034482759,0.0,0.0,0.034482759,0.0,0.017241378999999998
DIRECTV BROADBAND INC,3/29/00,99,1.01010101,4.04040404,0.0,1.01010101,TLCT,100.0,0.0,0.0,0.02,0.0,0.02,0.01,0.02
NEW DRAGON ASIA CORP,3/30/00,359,0.278551532,4.456824513,0.278551532,0.278551532,SEA,364.0,0.013736264,0.010989011000000002,0.038461537999999997,0.002747253,0.038461537999999997,0.013736264,0.019230768999999998
ARROWPOINT COMMUNICATIONS INC,3/31/00,187,1.604278075,2.139037433,0.534759358,1.604278075,ARPT,189.0,0.0,0.010582011,0.031746032,0.0,0.037037037,0.010582011,0.010582011
LUMINEX CORP,3/31/00,142,1.408450704,2.1126760559999997,1.408450704,4.2253521130000005,LMNX,144.0,0.0,0.027777778,0.027777778,0.0,0.027777778,0.020833333,0.006944444
"CONVERSANT, INC.",3/31/00,127,1.57480315,2.362204724,0.0,1.57480315,VCLK,129.0,0.0,0.007751938000000001,0.031007752000000003,0.0,0.03875969,0.015503876000000002,0.0
IMAGEWARE SYSTEMS INC,4/3/00,408,0.735294118,4.166666667,0.980392157,2.2058823530000002,IW,413.0,0.004842615,0.012106538,0.033898305,0.012106538,0.012106538,0.002421308,0.004842615
CABOT MICROELECTRONICS CORP,4/5/00,66,0.0,3.03030303,0.0,0.0,CCMP,67.0,0.0,0.0,0.0,0.0,0.044776119,0.0,0.0
ORATEC INTERVENTIONS INC,4/5/00,159,1.257861635,3.7735849060000004,0.628930818,2.51572327,OTEC,160.0,0.0,0.0,0.01875,0.0,0.025,0.00625,0.0125
"ULTICOM, INC",4/5/00,122,1.6393442619999998,9.836065574,0.8196721309999999,0.0,ULCM,122.0,0.008196721,0.0,0.024590163999999998,0.0,0.024590163999999998,0.016393443,0.0
I3 MOBILE INC,4/6/00,110,1.8181818180000002,3.6363636360000005,0.0,1.8181818180000002,IIIM,111.0,0.009009009,0.009009009,0.054054054000000004,0.0,0.018018018,0.018018018,0.0
KRISPY KREME DOUGHNUTS INC,4/6/00,273,0.0,5.860805861,0.0,1.465201465,KREM,274.0,0.0,0.0,0.025547445,0.0,0.02189781,0.003649635,0.003649635
METLIFE INC,4/6/00,245,0.408163265,2.4489795919999997,0.0,0.0,MET,246.0,0.0,0.0,0.008130080999999999,0.0,0.020325203,0.0,0.004065041
METLIFE INC,4/6/00,245,0.408163265,2.4489795919999997,0.0,0.0,MET,246.0,0.0,0.0,0.008130080999999999,0.0,0.020325203,0.0,0.004065041
VYYO INC,4/6/00,107,0.9345794390000001,0.9345794390000001,2.803738318,0.9345794390000001,VYYO,110.0,0.0,0.0,0.018181818,0.0,0.027272727000000004,0.009090909,0.018181818
"PURPLE COMMUNICATIONS, INC.",4/7/00,147,3.4013605439999997,2.721088435,0.0,1.360544218,GOAM,148.0,0.013513513999999999,0.0,0.027027027000000002,0.0,0.02027027,0.027027027000000002,0.0067567569999999995
"LEXICON PHARMACEUTICALS, INC.",4/7/00,160,1.25,3.125,0.0,3.75,LEXG,162.0,0.0,0.0,0.018518519,0.0,0.012345678999999998,0.00617284,0.012345678999999998
LIVEPERSON INC,4/7/00,151,1.324503311,1.324503311,0.662251656,1.324503311,LPSN,152.0,0.013157895,0.026315789,0.032894737,0.006578947,0.013157895,0.019736842,0.0
LIVEPERSON INC,4/7/00,151,1.324503311,1.324503311,0.662251656,1.324503311,LPSN,152.0,0.013157895,0.026315789,0.032894737,0.006578947,0.013157895,0.019736842,0.0
NUMERICAL TECHNOLOGIES INC,4/7/00,116,1.724137931,3.448275862,0.0,0.8620689659999999,NMTC,117.0,0.0,0.0,0.025641026,0.0,0.034188034,0.008547009,0.0
ARTEMIS INTERNATIONAL SOLUTIONS CORP,4/7/00,532,0.7518796990000001,3.571428571,0.563909774,0.939849624,OPUS,536.0,0.003731343,0.003731343,0.009328358,0.003731343,0.035447761,0.013059701000000002,0.005597015
ARTEMIS INTERNATIONAL SOLUTIONS CORP,4/7/00,532,0.7518796990000001,3.571428571,0.563909774,0.939849624,OPUS,536.0,0.003731343,0.003731343,0.009328358,0.003731343,0.035447761,0.013059701000000002,0.005597015
SABA SOFTWARE INC,4/7/00,122,2.459016393,4.0983606560000005,0.8196721309999999,4.918032787,SABA,124.0,0.0,0.008064515999999999,0.024193548,0.0,0.016129031999999998,0.008064515999999999,0.008064515999999999
TANOX INC,4/10/00,127,0.787401575,2.362204724,1.57480315,3.1496062989999998,TNOX,131.0,0.007633588,0.022900762999999998,0.030534351,0.0,0.038167939,0.015267176,0.015267176
"EXELIXIS, INC.",4/11/00,153,1.307189542,2.614379085,0.653594771,2.614379085,EXEL,156.0,0.0,0.0,0.006410256,0.0,0.032051282,0.006410256,0.012820513
HEALTHSTREAM INC,4/11/00,190,2.105263158,3.684210526,0.0,0.526315789,HSTM,191.0,0.0,0.005235602,0.036649215,0.0,0.031413613,0.005235602,0.005235602
CORILLIAN CORP,4/12/00,240,0.833333333,2.083333333,0.833333333,1.25,CORI,241.0,0.004149378,0.008298755,0.024896266,0.0,0.045643154000000005,0.01659751,0.004149378
DDI CORP,4/12/00,395,0.506329114,3.544303797,0.0,1.265822785,DDIC,395.0,0.0075949369999999995,0.0025316460000000002,0.027848101,0.010126582,0.010126582,0.0075949369999999995,0.0075949369999999995
NUANCE COMMUNICATIONS,4/13/00,195,0.512820513,2.564102564,1.5384615380000002,3.58974359,NUAN,199.0,0.0,0.0050251259999999996,0.040201005,0.0,0.020100503,0.0050251259999999996,0.0
EMBARCADERO TECHNOLOGIES INC,4/20/00,183,2.18579235,2.18579235,1.092896175,2.18579235,EMBT,185.0,0.0,0.005405405,0.037837838,0.0,0.027027027000000002,0.005405405,0.016216216000000002
PACKARD BIOSCIENCE CO,4/20/00,156,1.9230769230000002,3.205128205,0.641025641,5.769230769,PBSC,159.0,0.0,0.031446541,0.006289308,0.0,0.006289308,0.0,0.006289308
ROCKFORD CORP,4/20/00,198,1.01010101,2.525252525,0.0,4.545454545,ROFO,199.0,0.0,0.0,0.015075377,0.0,0.0050251259999999996,0.0050251259999999996,0.0
PEC SOLUTIONS INC,4/21/00,101,0.99009901,2.97029703,0.99009901,0.0,PECS,102.0,0.0,0.009803922,0.019607843,0.0,0.039215686,0.009803922,0.009803922
360NETWORKS INC,4/21/00,280,1.071428571,4.6428571430000005,0.0,1.785714286,TSIX,281.0,0.014234875,0.021352312999999998,0.028469751,0.003558719,0.024911032000000003,0.007117438,0.014234875
STRATUS SERVICES GROUP INC,4/26/00,185,1.621621622,5.405405405,0.540540541,0.540540541,SERV,186.0,0.0,0.0,0.032258065,0.005376344,0.02688172,0.005376344,0.010752688
METAWAVE COMMUNICATIONS CORP,4/27/00,103,0.970873786,1.9417475730000002,0.970873786,3.8834951460000005,MTWV,106.0,0.009433961999999999,0.018867925,0.056603774,0.0,0.0,0.009433961999999999,0.018867925
PRAECIS PHARMACEUTICALS INC,4/27/00,139,0.71942446,2.877697842,0.71942446,2.877697842,PRCS,141.0,0.0,0.007092199,0.04964539,0.0,0.028368794,0.007092199,0.0
SEEBEYOND TECHNOLOGY CORP,4/28/00,158,1.265822785,3.164556962,1.898734177,3.164556962,STCS,162.0,0.0,0.0,0.037037037,0.0,0.030864198,0.00617284,0.012345678999999998
ON SEMICONDUCTOR CORP,5/1/00,165,0.0,3.03030303,0.0,3.03030303,ONNN,165.0,0.006060606,0.0,0.03030303,0.0,0.006060606,0.006060606,0.006060606
"OTIX GLOBAL, INC.",5/2/00,120,3.333333333,6.666666667,0.833333333,4.166666667,SNCI,120.0,0.0,0.0,0.025,0.0,0.0,0.033333333,0.008333333
"MONOGRAM BIOSCIENCES, INC.",5/2/00,100,0.0,2.0,2.0,3.0,VLGC,103.0,0.0,0.019417476,0.009708738,0.0,0.038834951,0.009708738,0.0
CROWN MEDIA HOLDINGS INC,5/4/00,178,0.0,1.6853932580000002,0.0,3.370786517,CRWN,178.0,0.011235955,0.005617978,0.04494382,0.0,0.039325843,0.005617978,0.005617978
GENOMIC SOLUTIONS INC,5/5/00,160,2.5,1.875,2.5,4.375,GNSL,164.0,0.0,0.012195122,0.012195122,0.006097561,0.018292683,0.006097561,0.018292683
ORCHID CELLMARK INC,5/5/00,164,3.0487804880000002,1.8292682930000002,0.0,2.43902439,ORCH,164.0,0.0,0.006097561,0.012195122,0.0,0.018292683,0.012195122,0.012195122
"ICORIA, INC.",5/9/00,171,1.754385965,1.169590643,0.5847953220000001,1.754385965,PDGM,171.0,0.0,0.01754386,0.046783625999999995,0.0,0.023391812999999997,0.029239766,0.023391812999999997
SEQUOIA SOFTWARE CORP,5/12/00,186,1.612903226,1.075268817,1.075268817,2.6881720430000002,SQSW,187.0,0.005347594000000001,0.016042781000000002,0.016042781000000002,0.0,0.021390374,0.026737967999999997,0.016042781000000002
NET2000 COMMUNICATIONS INC,5/15/00,132,2.272727273,0.757575758,0.0,2.272727273,NTKK,132.0,0.022727273,0.015151515,0.015151515,0.0,0.007575758,0.022727273,0.007575758
IBEAM BROADCASTING CORP,5/18/00,133,1.5037593980000001,2.255639098,0.0,3.007518797,IBEM,138.0,0.007246376999999999,0.0,0.028985507,0.0,0.007246376999999999,0.007246376999999999,0.0
NEW FOCUS INC,5/18/00,144,2.083333333,4.8611111110000005,0.0,4.166666667,NUFO,147.0,0.0,0.006802720999999999,0.047619048,0.0,0.020408163,0.013605441999999999,0.013605441999999999
US UNWIRED INC,5/18/00,50,0.0,4.0,0.0,2.0,UNWR,50.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
NOGATECH INC,5/19/00,99,1.01010101,1.01010101,1.01010101,1.01010101,NGTC,100.0,0.0,0.0,0.02,0.0,0.03,0.01,0.02
"PIXELWORKS, INC",5/19/00,92,1.086956522,3.260869565,0.0,0.0,PXLW,93.0,0.0,0.010752688,0.032258065,0.0,0.043010753,0.010752688,0.0
COOLSAVINGS INC,5/22/00,153,0.653594771,2.614379085,0.653594771,1.960784314,CSAV,157.0,0.0,0.0,0.025477707000000002,0.0,0.031847134,0.0063694269999999996,0.0063694269999999996
INTEGRATED CIRCUIT SYSTEMS INC,5/24/00,246,0.0,8.536585366,0.0,4.471544715,ICST,247.0,0.008097166,0.0,0.020242915,0.008097166,0.016194332,0.008097166,0.004048583
SIRENZA MICRODEVICES INC,5/25/00,82,1.219512195,3.658536585,1.219512195,2.43902439,SMDI,85.0,0.0,0.0,0.035294118,0.0,0.023529412000000003,0.011764706000000002,0.0
SONUS INC,5/25/00,117,1.709401709,3.4188034189999996,0.0,4.2735042739999995,SONS,120.0,0.008333333,0.0,0.025,0.0,0.016666667,0.008333333,0.008333333
UNIVERSAL COMPRESSION HOLDINGS INC,5/25/00,175,0.0,2.857142857,0.0,3.428571429,UCO,176.0,0.005681818000000001,0.0,0.028409091,0.005681818000000001,0.034090908999999996,0.011363636000000002,0.005681818000000001
